record_id,timestamp,plant_id,store_id,sku,qty_in,qty_out,balance_before,balance_after,movement_type,reason_code,expiry_date,route_id,qty out 
INV_506912,2025-07-23 02:34:55,Shepperton_Plant,,Seed Loaf,1763,0,19107,20870,production,Damaged,2025-07-29,,0
INV_509357,2025-07-23 11:40:11,,STORE_057,Whole Wheat,0,148,57,-91,store_sale,Return from Store,2025-07-29,,148
INV_501702,2025-03-16 09:42:20,,STORE_053,Whole Wheat,79,0,62,141,return_from_store,Return from Store,2025-03-22,,0
INV_511711,2025-07-18 00:17:08,,STORE_109,Seed Loaf,79,0,-298,-219,return_from_store,Damaged,2025-07-24,,0
INV_505641,2025-07-16 17:32:22,,STORE_097,High Energy White,0,124,0,-124,store_sale,Return from Store,2025-07-21,,124
INV_512445,2025-03-05 17:01:29,,STORE_102,Whole Wheat,0,189,-358,-547,store_sale,Manual Correction,2025-03-11,,189
INV_514485,2025-07-18 11:00:41,,STORE_075,High Energy White,0,295,-37,-332,store_sale,Damaged,2025-07-23,,295
INV_504521,2025-01-20 18:08:50,,STORE_081,High Energy White,0,52,0,-52,store_sale,Production,2025-01-25,,52
INV_514031,2025-05-19 07:42:18,Willowvale_Plant,,Seed Loaf,0,739,24331,23592,dispatch,Return from Store,2025-05-25,RT_023,739
INV_503541,2025-01-06 14:31:13,Willowvale_Plant,,Soft White,523,0,19561,20084,production,Manual Correction,2025-01-11,,0
INV_515592,2025-07-04 07:30:46,,STORE_130,Wholegrain Brown,14,0,-127,-113,return_from_store,Production,2025-07-09,,0
INV_507764,2025-02-20 17:53:52,Shepperton_Plant,,High Energy White,41,0,25605,25646,stock_adjustment,Production,2025-02-25,,0
INV_517851,2025-03-22 07:41:31,,STORE_003,Seed Loaf,0,272,-406,-678,store_sale,Damaged,2025-03-28,,272
INV_514307,2025-05-15 07:50:55,,STORE_078,Soft White,68,0,-455,-387,return_from_store,Sale,2025-05-20,,0
INV_517881,2025-06-18 22:09:10,Shepperton_Plant,,Whole Wheat,0,483,65308,64825,dispatch,Manual Correction,2025-06-24,RT_066,483
INV_502211,2025-04-24 10:57:10,Willowvale_Plant,,High Energy White,1223,0,3116,4339,production,Dispatch to Store,2025-04-29,,0
INV_510393,2025-07-11 23:30:47,Willowvale_Plant,,Soft White,0,82,55775,55693,waste,Damaged,2025-07-16,,82
INV_511027,2025-07-14 12:07:00,Willowvale_Plant,,Soft White,31,0,62581,62612,stock_adjustment,Production,2025-07-19,,0
INV_503133,2025-06-08 19:53:36,Willowvale_Plant,,Whole Wheat,0,1159,-10005,-11164,dispatch,Sale,2025-06-14,RT_018,1159
INV_509780,2025-07-02 18:31:01,Willowvale_Plant,,High Energy White,0,41,30453,30412,stock_adjustment,Manual Correction,2025-07-07,,41
INV_513011,2025-01-27 19:13:52,Shepperton_Plant,,Whole Wheat,0,1227,62865,61638,dispatch,Shrinkage,2025-02-02,RT_070,1227
INV_511833,2025-02-20 13:07:06,Shepperton_Plant,,Seed Loaf,0,948,29498,28550,dispatch,Manual Correction,2025-02-26,RT_075,948
INV_510585,2025-04-10 18:38:59,Willowvale_Plant,,Seed Loaf,0,42,10867,10825,stock_adjustment,Shrinkage,2025-04-16,,42
INV_505938,2025-06-01 12:18:32,Shepperton_Plant,,Seed Loaf,0,1040,18672,17632,dispatch,Expired Waste,2025-06-07,RT_023,1040
INV_504320,2025-05-07 17:30:45,,STORE_146,Soft White,0,288,0,-288,store_sale,Dispatch to Store,2025-05-12,,288
INV_511544,2025-03-26 02:09:01,,STORE_120,High Energy Brown,0,178,-534,-712,store_sale,Expired Waste,2025-03-31,,178
INV_502107,2025-06-10 00:33:17,Willowvale_Plant,,Soft White,0,57,11811,11754,waste,Damaged,2025-06-15,,57
INV_512892,2025-02-07 14:45:50,Willowvale_Plant,,Seed Loaf,0,30,15325,15295,waste,Sale,2025-02-13,,30
INV_503034,2025-05-10 01:49:13,,STORE_003,Seed Loaf,0,210,-168,-378,store_sale,Manual Correction,2025-05-16,,210
INV_513007,2025-01-29 14:46:25,Willowvale_Plant,,Whole Wheat,16,0,17766,17782,stock_adjustment,Shrinkage,2025-02-04,,0
INV_507062,2025-06-30 04:36:17,Willowvale_Plant,,Soft White,0,35,46653,46618,stock_adjustment,Damaged,2025-07-05,,35
INV_504663,2025-06-17 17:58:49,Willowvale_Plant,,Soft White,0,872,29838,28966,dispatch,Dispatch to Store,2025-06-22,RT_003,872
INV_510862,2025-05-14 09:28:04,Shepperton_Plant,,Family Loaf,0,195,72242,72047,waste,Manual Correction,2025-05-21,,195
INV_514073,2025-06-08 01:18:14,Willowvale_Plant,,High Energy Brown,44,0,65913,65957,stock_adjustment,Return from Store,2025-06-13,,0
INV_502367,2025-04-04 18:47:53,Shepperton_Plant,,Whole Wheat,0,1031,9122,8091,dispatch,Return from Store,2025-04-10,RT_004,1031
INV_509988,2025-05-12 07:35:43,Willowvale_Plant,,High Energy Brown,45,0,52875,52920,stock_adjustment,Dispatch to Store,2025-05-17,,0
INV_500440,2025-07-24 13:52:16,,STORE_147,Soft White,0,223,0,-223,store_sale,Manual Correction,2025-07-29,,223
INV_516662,2025-01-01 08:29:28,Shepperton_Plant,,Soft White,0,620,22919,22299,dispatch,Sale,2025-01-06,RT_030,620
INV_516137,2025-06-24 19:45:06,,STORE_048,Seed Loaf,41,0,-180,-139,return_from_store,Production,2025-06-30,,0
INV_510349,2025-03-08 01:43:13,Willowvale_Plant,,High Energy Brown,0,73,54903,54830,waste,Shrinkage,2025-03-13,,73
INV_500832,2025-03-03 03:23:11,Shepperton_Plant,,Wholegrain Brown,1747,0,-924,823,production,Expired Waste,2025-03-08,,0
INV_515233,2025-01-04 11:26:14,,STORE_144,High Energy Brown,0,182,-141,-323,store_sale,Expired Waste,2025-01-09,,182
INV_503064,2025-07-05 05:27:31,Willowvale_Plant,,Wholegrain Brown,1955,0,15866,17821,production,Expired Waste,2025-07-10,,0
INV_507714,2025-01-08 18:43:45,Willowvale_Plant,,Whole Wheat,1976,0,-840,1136,production,Shrinkage,2025-01-14,,0
INV_513141,2025-03-08 04:06:49,Willowvale_Plant,,Family Loaf,0,567,32282,31715,dispatch,Manual Correction,2025-03-15,RT_057,567
INV_501224,2025-03-28 07:23:05,Shepperton_Plant,,Family Loaf,0,31,-6284,-6315,stock_adjustment,Manual Correction,2025-04-04,,31
INV_516807,2025-03-20 15:43:49,Willowvale_Plant,,Soft White,0,795,72599,71804,dispatch,Return from Store,2025-03-25,RT_008,795
INV_502592,2025-05-16 02:03:59,Willowvale_Plant,,Family Loaf,0,962,8495,7533,dispatch,Manual Correction,2025-05-23,RT_066,962
INV_503247,2025-03-25 20:32:16,Shepperton_Plant,,Family Loaf,0,118,-3088,-3206,waste,Shrinkage,2025-04-01,,118
INV_506849,2025-05-02 00:45:43,Shepperton_Plant,,Whole Wheat,0,58,35126,35068,waste,Production,2025-05-08,,58
INV_508023,2025-03-13 09:03:14,Willowvale_Plant,,High Energy Brown,0,158,34218,34060,waste,Production,2025-03-18,,158
INV_510351,2025-03-24 06:46:11,,STORE_162,Seed Loaf,106,0,-171,-65,return_from_store,Expired Waste,2025-03-30,,0
INV_510871,2025-03-12 23:13:50,Shepperton_Plant,,Wholegrain Brown,0,164,38368,38204,waste,Dispatch to Store,2025-03-17,,164
INV_515515,2025-01-21 03:52:31,Willowvale_Plant,,Family Loaf,5,0,42891,42896,stock_adjustment,Dispatch to Store,2025-01-28,,0
INV_502691,2025-03-17 16:17:35,Shepperton_Plant,,Family Loaf,0,43,-9733,-9776,waste,Shrinkage,2025-03-24,,43
INV_511811,2025-03-11 06:38:27,,STORE_074,High Energy Brown,0,293,0,-293,store_sale,Shrinkage,2025-03-16,,293
INV_509389,2025-04-21 18:48:15,,STORE_113,Soft White,0,272,-443,-715,store_sale,Dispatch to Store,2025-04-26,,272
INV_514209,2025-04-04 02:16:04,Willowvale_Plant,,Wholegrain Brown,33,0,73594,73627,stock_adjustment,Damaged,2025-04-09,,0
INV_511631,2025-07-03 02:29:44,Willowvale_Plant,,High Energy White,0,79,36020,35941,waste,Damaged,2025-07-08,,79
INV_517865,2025-05-28 16:24:46,Shepperton_Plant,,Soft White,1395,0,40375,41770,production,Sale,2025-06-02,,0
INV_511935,2025-07-15 10:03:34,,STORE_080,Soft White,0,199,-144,-343,store_sale,Shrinkage,2025-07-20,,199
INV_510292,2025-02-10 14:48:32,Shepperton_Plant,,Seed Loaf,0,28,23895,23867,waste,Damaged,2025-02-16,,28
INV_516436,2025-04-01 19:01:45,Shepperton_Plant,,Wholegrain Brown,0,442,51549,51107,dispatch,Dispatch to Store,2025-04-06,RT_065,442
INV_503196,2025-01-13 17:26:17,,STORE_166,Soft White,90,0,71,161,return_from_store,Expired Waste,2025-01-18,,0
INV_510373,2025-04-18 19:55:14,,STORE_175,High Energy White,52,0,-715,-663,return_from_store,Sale,2025-04-23,,0
INV_500486,2025-06-21 17:32:48,,STORE_071,High Energy Brown,0,98,0,-98,store_sale,Dispatch to Store,2025-06-26,,98
INV_513264,2025-06-29 23:01:54,Willowvale_Plant,,Soft White,0,50,59485,59435,stock_adjustment,Dispatch to Store,2025-07-04,,50
INV_510460,2025-06-30 17:20:46,,STORE_085,High Energy Brown,0,180,121,-59,store_sale,Manual Correction,2025-07-05,,180
INV_500783,2025-04-26 16:02:06,,STORE_042,Soft White,119,0,0,119,return_from_store,Expired Waste,2025-05-01,,0
INV_506596,2025-03-15 20:27:38,Shepperton_Plant,,Soft White,0,23,27361,27338,stock_adjustment,Shrinkage,2025-03-20,,23
INV_510928,2025-02-10 10:40:12,,STORE_045,High Energy Brown,112,0,76,188,return_from_store,Sale,2025-02-15,,0
INV_509248,2025-03-09 09:12:14,Shepperton_Plant,,Soft White,1425,0,23165,24590,production,Expired Waste,2025-03-14,,0
INV_503238,2025-02-12 10:58:00,Willowvale_Plant,,Soft White,0,795,19736,18941,dispatch,Manual Correction,2025-02-17,RT_039,795
INV_511980,2025-03-09 04:35:44,Willowvale_Plant,,Soft White,0,888,60634,59746,dispatch,Expired Waste,2025-03-14,RT_043,888
INV_500873,2025-05-04 17:05:27,,STORE_118,High Energy Brown,115,0,-283,-168,return_from_store,Expired Waste,2025-05-09,,0
INV_511197,2025-03-17 09:32:09,,STORE_119,High Energy White,0,160,-449,-609,store_sale,Manual Correction,2025-03-22,,160
INV_502047,2025-07-24 10:17:17,,STORE_070,High Energy White,0,87,0,-87,store_sale,Expired Waste,2025-07-29,,87
INV_500104,2025-04-03 06:16:19,Shepperton_Plant,,Wholegrain Brown,0,200,-1261,-1461,waste,Return from Store,2025-04-08,,200
INV_510536,2025-03-13 22:16:06,,STORE_100,Whole Wheat,10,0,-350,-340,return_from_store,Damaged,2025-03-19,,0
INV_510979,2025-01-29 11:58:02,Shepperton_Plant,,Wholegrain Brown,0,919,39420,38501,dispatch,Shrinkage,2025-02-03,RT_066,919
INV_501915,2025-04-13 00:53:15,,STORE_164,Seed Loaf,104,0,0,104,return_from_store,Expired Waste,2025-04-19,,0
INV_506499,2025-01-31 03:35:02,Willowvale_Plant,,Soft White,35,0,41625,41660,stock_adjustment,Manual Correction,2025-02-05,,0
INV_505684,2025-06-12 00:36:36,Shepperton_Plant,,Soft White,0,1478,30155,28677,dispatch,Dispatch to Store,2025-06-17,RT_039,1478
INV_506728,2025-03-14 00:00:00,,STORE_158,High Energy Brown,0,156,102,-54,store_sale,Damaged,2025-05-29,,156
INV_503632,2025-04-09 08:25:52,Willowvale_Plant,,Whole Wheat,0,983,-12305,-13288,dispatch,Return from Store,2025-04-15,RT_064,983
INV_500109,2025-05-22 22:00:06,Willowvale_Plant,,High Energy Brown,0,612,-1766,-2378,dispatch,Expired Waste,2025-05-27,RT_009,612
INV_502138,2025-04-21 11:44:23,Willowvale_Plant,,Whole Wheat,0,1054,-1390,-2444,dispatch,Production,2025-04-27,RT_062,1054
INV_512720,2025-06-30 02:19:03,Shepperton_Plant,,Seed Loaf,0,187,31511,31324,waste,Expired Waste,2025-07-06,,187
INV_509049,2025-07-04 21:43:34,,STORE_170,High Energy White,0,61,28,-33,store_sale,Return from Store,2025-07-09,,61
INV_515435,2025-01-24 16:26:56,Willowvale_Plant,,Family Loaf,0,1378,43266,41888,dispatch,Production,2025-01-31,RT_053,1378
INV_509466,2025-05-03 02:35:21,Willowvale_Plant,,Seed Loaf,0,1088,11229,10141,dispatch,Expired Waste,2025-05-09,RT_061,1088
INV_509754,2025-01-10 13:05:26,,STORE_069,High Energy White,0,77,-137,-214,store_sale,Expired Waste,2025-01-15,,77
INV_509129,2025-02-04 22:15:21,Willowvale_Plant,,Whole Wheat,0,1442,-5506,-6948,dispatch,Sale,2025-02-10,RT_033,1442
INV_503324,2025-07-15 06:52:52,,STORE_043,Seed Loaf,32,0,0,32,return_from_store,Expired Waste,2025-07-21,,0
INV_517436,2025-02-17 03:26:24,,STORE_106,Family Loaf,43,0,270,313,return_from_store,Expired Waste,2025-02-24,,0
INV_504480,2025-04-29 06:34:56,Shepperton_Plant,,Whole Wheat,1946,0,10913,12859,production,Sale,2025-05-05,,0
INV_512516,2025-04-21 18:59:27,,STORE_157,Whole Wheat,0,196,-362,-558,store_sale,Production,2025-04-27,,196
INV_514840,2025-05-12 14:53:18,Willowvale_Plant,,Whole Wheat,0,96,36072,35976,waste,Expired Waste,2025-05-18,,96
INV_510166,2025-05-30 03:09:57,Shepperton_Plant,,Soft White,0,17,21049,21032,waste,Damaged,2025-06-04,,17
INV_515240,2025-02-28 00:38:51,Willowvale_Plant,,Soft White,703,0,67679,68382,production,Sale,2025-03-05,,0
INV_515054,2025-04-25 01:56:10,Shepperton_Plant,,Wholegrain Brown,5,0,50845,50850,stock_adjustment,Manual Correction,2025-04-30,,0
INV_504811,2025-04-05 03:49:00,Shepperton_Plant,,Wholegrain Brown,1643,0,11225,12868,production,Return from Store,2025-04-10,,0
INV_512156,2025-04-09 05:13:03,Shepperton_Plant,,Soft White,0,38,20381,20343,stock_adjustment,Dispatch to Store,2025-04-14,,38
INV_510159,2025-01-31 16:54:40,,STORE_019,Whole Wheat,92,0,138,230,return_from_store,Shrinkage,2025-02-06,,0
INV_506131,2025-02-10 08:27:24,Shepperton_Plant,,Soft White,1130,0,26834,27964,production,Shrinkage,2025-02-15,,0
INV_513543,2025-01-10 05:09:44,,STORE_040,Wholegrain Brown,0,62,-435,-497,store_sale,Production,2025-01-15,,62
INV_508941,2025-05-30 12:30:52,Shepperton_Plant,,Family Loaf,26,0,55384,55410,stock_adjustment,Return from Store,2025-06-06,,0
INV_509939,2025-06-01 20:05:19,Shepperton_Plant,,Whole Wheat,0,92,38392,38300,waste,Dispatch to Store,2025-06-07,,92
INV_517185,2025-05-08 15:36:49,Shepperton_Plant,,Wholegrain Brown,50,0,47942,47992,stock_adjustment,Damaged,2025-05-13,,0
INV_507332,2025-03-02 14:40:40,Shepperton_Plant,,High Energy Brown,944,0,21460,22404,production,Manual Correction,2025-03-07,,0
INV_511659,2025-07-22 16:22:39,Willowvale_Plant,,Family Loaf,0,13,17496,17483,stock_adjustment,Manual Correction,2025-07-29,,13
INV_501834,2025-02-09 12:14:14,,STORE_170,Family Loaf,88,0,0,88,return_from_store,Dispatch to Store,2025-02-16,,0
INV_511903,2025-01-17 06:58:59,Shepperton_Plant,,Whole Wheat,658,0,50225,50883,production,Expired Waste,2025-01-23,,0
INV_512026,2025-07-14 15:39:27,Willowvale_Plant,,Family Loaf,0,64,22489,22425,waste,Dispatch to Store,2025-07-21,,64
INV_516193,2025-03-16 13:37:06,Willowvale_Plant,,Whole Wheat,758,0,42440,43198,production,Manual Correction,2025-03-22,,0
INV_515188,2025-05-26 15:55:50,Willowvale_Plant,,High Energy Brown,0,77,70620,70543,waste,Sale,2025-05-31,,77
INV_514578,2025-01-08 16:16:39,Shepperton_Plant,,High Energy White,638,0,32001,32639,production,Sale,2025-01-13,,0
INV_517411,2025-01-11 00:56:54,Willowvale_Plant,,Wholegrain Brown,988,0,74670,75658,production,Manual Correction,2025-01-16,,0
INV_509149,2025-04-15 09:58:27,,STORE_116,High Energy Brown,41,0,-249,-208,return_from_store,Expired Waste,2025-04-20,,0
INV_516989,2025-02-10 18:16:39,,STORE_169,Seed Loaf,0,82,-241,-323,store_sale,Damaged,2025-02-16,,82
INV_503003,2025-03-25 03:47:52,Willowvale_Plant,,High Energy Brown,0,190,15090,14900,waste,Production,2025-03-30,,190
INV_508215,2025-01-12 02:50:55,Shepperton_Plant,,High Energy Brown,0,42,23795,23753,waste,Shrinkage,2025-01-17,,42
INV_514676,2025-06-30 19:21:54,Willowvale_Plant,,Family Loaf,0,18,31953,31935,waste,Damaged,2025-07-07,,18
INV_505389,2025-01-03 13:30:21,Willowvale_Plant,,Soft White,0,1445,26672,25227,dispatch,Expired Waste,2025-01-08,RT_005,1445
INV_512055,2025-04-17 18:17:57,Willowvale_Plant,,High Energy Brown,0,1086,64351,63265,dispatch,Manual Correction,2025-04-22,RT_016,1086
INV_501309,2025-03-04 15:07:43,,STORE_136,High Energy Brown,120,0,0,120,return_from_store,Sale,2025-03-09,,0
INV_503475,2025-02-22 12:52:50,Shepperton_Plant,,Wholegrain Brown,507,0,14898,15405,production,Shrinkage,2025-02-27,,0
INV_500789,2025-02-26 19:37:27,Willowvale_Plant,,Seed Loaf,0,5,3662,3657,stock_adjustment,Shrinkage,2025-03-04,,5
INV_515946,2025-07-02 14:16:57,Shepperton_Plant,,High Energy White,0,29,42518,42489,waste,Expired Waste,2025-07-07,,29
INV_510157,2025-05-14 09:32:26,Shepperton_Plant,,High Energy Brown,0,1081,37106,36025,dispatch,Expired Waste,2025-05-19,RT_054,1081
INV_507740,2025-04-07 04:15:40,,STORE_031,Family Loaf,0,298,-153,-451,store_sale,Expired Waste,2025-04-14,,298
INV_503284,2025-07-14 09:44:53,,STORE_102,Family Loaf,0,57,-170,-227,store_sale,Expired Waste,2025-07-21,,57
INV_512267,2025-06-26 18:42:09,,STORE_040,Wholegrain Brown,0,255,-180,-435,store_sale,Production,2025-07-01,,255
INV_502514,2025-05-04 04:29:04,Willowvale_Plant,,High Energy Brown,1603,0,11822,13425,production,Dispatch to Store,2025-05-09,,0
INV_509511,2025-04-19 11:45:51,Shepperton_Plant,,Family Loaf,0,189,61832,61643,waste,Damaged,2025-04-26,,189
INV_512041,2025-02-16 09:09:34,,STORE_078,Soft White,0,240,-215,-455,store_sale,Dispatch to Store,2025-02-21,,240
INV_510224,2025-07-12 03:11:23,,STORE_017,Whole Wheat,26,0,-419,-393,return_from_store,Sale,2025-07-18,,0
INV_511947,2025-03-12 10:42:20,Willowvale_Plant,,Soft White,0,69,60703,60634,waste,Expired Waste,2025-03-17,,69
INV_506227,2025-04-28 22:13:28,Shepperton_Plant,,Whole Wheat,0,15,24697,24682,stock_adjustment,Shrinkage,2025-05-04,,15
INV_513374,2025-05-18 15:11:44,Shepperton_Plant,,Family Loaf,0,879,86411,85532,dispatch,Return from Store,2025-05-25,RT_027,879
INV_512264,2025-03-05 09:13:53,,STORE_071,High Energy White,0,68,196,128,store_sale,Shrinkage,2025-03-10,,68
INV_508791,2025-03-28 14:27:06,Shepperton_Plant,,Wholegrain Brown,818,0,31514,32332,production,Return from Store,2025-04-02,,0
INV_513991,2025-05-05 22:58:49,,STORE_068,Family Loaf,93,0,-505,-412,return_from_store,Dispatch to Store,2025-05-12,,0
INV_505006,2025-07-29 13:59:04,Willowvale_Plant,,Family Loaf,0,156,-790,-946,waste,Damaged,2025-08-05,,156
INV_506214,2025-01-02 00:55:43,Willowvale_Plant,,High Energy White,1706,0,21001,22707,production,Damaged,2025-01-07,,0
INV_512515,2025-02-09 19:25:40,Shepperton_Plant,,Wholegrain Brown,514,0,46775,47289,production,Damaged,2025-02-14,,0
INV_505257,2025-06-12 12:12:59,Shepperton_Plant,,Family Loaf,0,50,9290,9240,stock_adjustment,Damaged,2025-06-19,,50
INV_509113,2025-02-23 12:08:07,,STORE_067,High Energy White,0,287,-205,-492,store_sale,Manual Correction,2025-02-28,,287
INV_514642,2025-07-10 17:30:02,Willowvale_Plant,,Wholegrain Brown,0,597,72949,72352,dispatch,Expired Waste,2025-07-15,RT_079,597
INV_508965,2025-05-27 14:01:43,Shepperton_Plant,,Wholegrain Brown,50,0,31947,31997,stock_adjustment,Dispatch to Store,2025-06-01,,0
INV_501481,2025-01-23 10:59:29,Shepperton_Plant,,Family Loaf,0,764,-6921,-7685,dispatch,Damaged,2025-01-30,RT_017,764
INV_503301,2025-05-29 08:38:51,Shepperton_Plant,,Family Loaf,0,186,-3168,-3354,waste,Damaged,2025-06-05,,186
INV_516776,2025-04-10 12:31:35,,STORE_083,High Energy White,45,0,273,318,return_from_store,Expired Waste,2025-04-15,,0
INV_506843,2025-02-16 13:55:37,,STORE_151,Seed Loaf,87,0,-192,-105,return_from_store,Shrinkage,2025-02-22,,0
INV_513129,2025-03-05 23:12:51,Shepperton_Plant,,Wholegrain Brown,0,21,52366,52345,waste,Dispatch to Store,2025-03-10,,21
INV_507990,2025-01-15 10:02:29,Willowvale_Plant,,Family Loaf,0,29,10264,10235,stock_adjustment,Sale,2025-01-22,,29
INV_505406,2025-02-02 18:15:27,Willowvale_Plant,,Wholegrain Brown,0,180,29457,29277,waste,Expired Waste,2025-02-07,,180
INV_500712,2025-05-31 15:10:46,,STORE_092,Seed Loaf,108,0,0,108,return_from_store,Expired Waste,2025-06-06,,0
INV_513468,2025-02-08 05:09:37,,STORE_171,Wholegrain Brown,24,0,56,80,return_from_store,Sale,2025-02-13,,0
INV_504409,2025-06-05 13:15:53,Willowvale_Plant,,High Energy White,0,27,15807,15780,waste,Sale,2025-06-10,,27
INV_513932,2025-05-04 08:02:12,Willowvale_Plant,,Seed Loaf,0,1026,24884,23858,dispatch,Manual Correction,2025-05-10,RT_029,1026
INV_505920,2025-03-03 01:30:20,,STORE_174,High Energy Brown,68,0,-230,-162,return_from_store,Manual Correction,2025-03-08,,0
INV_512569,2025-02-15 08:12:43,Shepperton_Plant,,Wholegrain Brown,1268,0,47289,48557,production,Production,2025-02-20,,0
INV_505411,2025-05-05 19:33:34,,STORE_112,Wholegrain Brown,19,0,-146,-127,return_from_store,Sale,2025-05-10,,0
INV_514469,2025-07-03 13:51:10,Willowvale_Plant,,High Energy Brown,1116,0,66866,67982,production,Expired Waste,2025-07-08,,0
INV_500550,2025-03-30 23:14:01,,STORE_100,Wholegrain Brown,0,249,0,-249,store_sale,Dispatch to Store,2025-04-04,,249
INV_510514,2025-06-03 16:26:46,Willowvale_Plant,,High Energy White,50,0,35486,35536,stock_adjustment,Manual Correction,2025-06-08,,0
INV_503241,2025-03-18 19:47:20,Shepperton_Plant,,Soft White,12,0,10000,10012,stock_adjustment,Manual Correction,2025-03-23,,0
INV_512697,2025-05-17 00:59:39,,STORE_108,High Energy Brown,0,50,-223,-273,store_sale,Dispatch to Store,2025-05-22,,50
INV_513377,2025-06-17 01:21:44,Willowvale_Plant,,Family Loaf,0,905,29946,29041,dispatch,Dispatch to Store,2025-06-24,RT_030,905
INV_511391,2025-05-24 07:53:02,Shepperton_Plant,,Whole Wheat,1579,0,49230,50809,production,Expired Waste,2025-05-30,,0
INV_508493,2025-03-26 05:57:54,,STORE_105,High Energy White,91,0,0,91,return_from_store,Sale,2025-03-31,,0
INV_516326,2025-06-09 18:25:01,Willowvale_Plant,,Family Loaf,14,0,47409,47423,stock_adjustment,Production,2025-06-16,,0
INV_503264,2025-07-07 03:01:10,Shepperton_Plant,,Wholegrain Brown,0,49,15575,15526,stock_adjustment,Shrinkage,2025-07-12,,49
INV_505061,2025-03-22 08:24:23,,STORE_129,Wholegrain Brown,120,0,-238,-118,return_from_store,Sale,2025-03-27,,0
INV_508444,2025-04-20 00:15:30,,STORE_196,High Energy White,68,0,-62,6,return_from_store,Manual Correction,2025-04-25,,0
INV_502098,2025-01-20 02:15:29,Shepperton_Plant,,Soft White,0,1121,1846,725,dispatch,Sale,2025-01-25,RT_036,1121
INV_507001,2025-07-07 07:38:11,Shepperton_Plant,,Whole Wheat,0,334,34879,34545,dispatch,Expired Waste,2025-07-13,RT_056,334
INV_507292,2025-01-26 20:23:34,Willowvale_Plant,,Family Loaf,590,0,2052,2642,production,Expired Waste,2025-02-02,,0
INV_503671,2025-04-19 05:31:00,Shepperton_Plant,,Wholegrain Brown,0,1236,17405,16169,dispatch,Manual Correction,2025-04-24,RT_004,1236
INV_514471,2025-01-18 08:26:03,Shepperton_Plant,,High Energy White,1852,0,28805,30657,production,Manual Correction,2025-01-23,,0
INV_509320,2025-02-07 15:01:21,Willowvale_Plant,,Family Loaf,0,190,7718,7528,waste,Return from Store,2025-02-14,,190
INV_515735,2025-07-16 17:45:36,Shepperton_Plant,,Seed Loaf,0,160,35891,35731,waste,Expired Waste,2025-07-22,,160
INV_504416,2025-07-22 02:42:34,,STORE_164,High Energy White,79,0,0,79,return_from_store,Expired Waste,2025-07-27,,0
INV_516700,2025-03-21 11:15:12,,STORE_091,High Energy Brown,17,0,-241,-224,return_from_store,Expired Waste,2025-03-26,,0
INV_510019,2025-07-11 09:00:20,,STORE_004,High Energy Brown,0,298,70,-228,store_sale,Manual Correction,2025-07-16,,298
INV_509722,2025-02-14 15:31:09,Shepperton_Plant,,Family Loaf,0,114,57916,57802,waste,Return from Store,2025-02-21,,114
INV_516386,2025-01-15 22:34:39,Willowvale_Plant,,High Energy Brown,0,545,77796,77251,dispatch,Dispatch to Store,2025-01-20,RT_077,545
INV_502934,2025-07-08 07:44:23,,STORE_044,Seed Loaf,100,0,116,216,return_from_store,Return from Store,2025-07-14,,0
INV_510048,2025-04-16 16:51:15,Willowvale_Plant,,High Energy White,0,1403,34116,32713,dispatch,Return from Store,2025-04-21,RT_030,1403
INV_506597,2025-03-14 00:00:00,,STORE_169,Soft White,0,64,0,-64,store_sale,Shrinkage,2025-02-02,,64
INV_509801,2025-06-08 21:23:15,Willowvale_Plant,,Seed Loaf,1372,0,10980,12352,production,Production,2025-06-14,,0
INV_514453,2025-03-25 09:52:37,Willowvale_Plant,,High Energy Brown,0,45,66879,66834,waste,Sale,2025-03-30,,45
INV_504833,2025-03-11 05:49:07,Willowvale_Plant,,High Energy White,0,1330,15858,14528,dispatch,Dispatch to Store,2025-03-16,RT_029,1330
INV_516463,2025-02-27 14:21:34,,STORE_055,Seed Loaf,20,0,-104,-84,return_from_store,Manual Correction,2025-03-05,,0
INV_511170,2025-03-27 23:39:34,,STORE_151,Family Loaf,90,0,-71,19,return_from_store,Sale,2025-04-03,,0
INV_512604,2025-05-26 12:54:48,Shepperton_Plant,,Family Loaf,0,95,90876,90781,waste,Damaged,2025-06-02,,95
INV_516863,2025-02-10 13:03:45,Shepperton_Plant,,Whole Wheat,0,491,62117,61626,dispatch,Dispatch to Store,2025-02-16,RT_067,491
INV_514412,2025-07-04 18:18:15,,STORE_197,Whole Wheat,0,197,0,-197,store_sale,Shrinkage,2025-07-10,,197
INV_511734,2025-02-22 12:20:29,Willowvale_Plant,,Family Loaf,1305,0,18605,19910,production,Production,2025-03-01,,0
INV_500056,2025-02-03 07:46:30,Shepperton_Plant,,High Energy Brown,0,168,1146,978,waste,Dispatch to Store,2025-02-08,,168
INV_503412,2025-06-06 06:25:50,Willowvale_Plant,,High Energy White,0,504,12689,12185,dispatch,Sale,2025-06-11,RT_075,504
INV_502855,2025-02-20 11:58:09,,STORE_116,Wholegrain Brown,0,277,-59,-336,store_sale,Production,2025-02-25,,277
INV_500400,2025-01-24 19:02:03,Willowvale_Plant,,High Energy White,48,0,2891,2939,stock_adjustment,Manual Correction,2025-01-29,,0
INV_502986,2025-03-03 09:22:00,Willowvale_Plant,,Seed Loaf,0,595,7034,6439,dispatch,Shrinkage,2025-03-09,RT_001,595
