route_id,route_name,vehicle_id,driver_id,estimated_time_min,distance_km,stops_list,region,trip_start_window,trip_end_window,load_capacity_kg
RT_063,Bulawayo - Nkulumane Loop,TRUCK_104,DRIVER_104,209,42,"STORE_168,STORE_128,STORE_076,STORE_067,STORE_108",Bulawayo,04:00-06:00,Same Day,4500
RT_063,Masvingo - Mucheke Loop,TRUCK_075,DRIVER_147,88,44.3,"STORE_172,STORE_092,STORE_130,STORE_077,STORE_044,STORE_169,STORE_143,STORE_047,STORE_076,STORE_025,STORE_121,STORE_033,STORE_190,STORE_067,STORE_186,STORE_144,STORE_196,STORE_175,STORE_086,STORE_168",Masvingo,03:00-05:00,Same Day,4500
RT_063,Bulawayo - City Center Run,TRUCK_029,DRIVER_079,147,88.8,"STORE_067,STORE_150,STORE_076,STORE_119,STORE_031,STORE_121,STORE_014,STORE_163,STORE_149,STORE_159,STORE_019,STORE_050,STORE_129,STORE_175,STORE_098,STORE_136",Bulawayo,04:00-06:00,Same Day,5000
RT_063,Masvingo - Mucheke Loop,TRUCK_112,DRIVER_039,75,109.2,"STORE_146,STORE_118,STORE_037,STORE_081,STORE_184,STORE_047,STORE_021,STORE_125,STORE_086,STORE_162,STORE_046,STORE_163,STORE_015,STORE_002,STORE_116,STORE_071,STORE_054,STORE_195",Masvingo,03:00-05:00,Same Day,5000
RT_064,Chitungwiza - Seke Highway Route,TRUCK_101,DRIVER_023,73,71.4,"STORE_110,STORE_123,STORE_099,STORE_002,STORE_010,STORE_137,STORE_052,STORE_188,STORE_096,STORE_004,STORE_083,STORE_194,STORE_136,STORE_049,STORE_005,STORE_174,STORE_161",Chitungwiza,05:00-07:00,Same Day,7000
RT_064,Bulawayo - Nkulumane Loop,TRUCK_089,DRIVER_089,119,22.9,"STORE_043,STORE_017,STORE_012,STORE_077,STORE_075,STORE_117,STORE_187,STORE_134,STORE_153,STORE_135,STORE_087,STORE_112,STORE_176,STORE_035",Bulawayo,04:00-06:00,Same Day,7000
RT_064,Kwekwe - CBD Run,TRUCK_097,DRIVER_049,82,104.8,"STORE_059,STORE_058,STORE_187,STORE_034,STORE_055",Kwekwe,05:00-07:00,Same Day,7000
RT_064,Harare - Borrowdale Extension,TRUCK_016,DRIVER_094,206,89.2,"STORE_198,STORE_137,STORE_160,STORE_013,STORE_153,STORE_170,STORE_028,STORE_168,STORE_006,STORE_177,STORE_030,STORE_107,STORE_114",Harare North,04:00-06:00,Same Day,7000
RT_065,Bindura - Astra Mine Route,TRUCK_061,DRIVER_040,92,79.5,"STORE_108,STORE_170,STORE_026,STORE_134,STORE_070,STORE_160,STORE_156,STORE_180,STORE_036,STORE_027,STORE_131,STORE_185,STORE_159,STORE_031",Bindura,04:00-06:00,Same Day,3000
RT_065,Harare - CBD Loop,TRUCK_064,DRIVER_051,195,30,"STORE_092,STORE_181,STORE_105,STORE_076,STORE_042,STORE_011,STORE_141,STORE_128,STORE_054,STORE_177,STORE_124",Harare South,04:00-06:00,Same Day,5000
RT_066,Harare - CBD Loop,TRUCK_086,DRIVER_023,68,93.5,"STORE_024,STORE_131,STORE_020,STORE_186,STORE_026,STORE_066,STORE_165,STORE_060,STORE_117",Harare North,04:00-06:00,Same Day,7000
RT_066,Gweru - Southdowns Loop,TRUCK_007,DRIVER_026,84,97.4,"STORE_174,STORE_081,STORE_110,STORE_190,STORE_030,STORE_025,STORE_195,STORE_012,STORE_003,STORE_036,STORE_170,STORE_166,STORE_044,STORE_085,STORE_092,STORE_113",Gweru,05:00-07:00,Same Day,5000
RT_067,Harare - Eastlea Express,TRUCK_105,DRIVER_088,86,21.4,"STORE_070,STORE_099,STORE_177,STORE_123,STORE_108,STORE_167,STORE_043,STORE_029,STORE_034,STORE_179,STORE_186,STORE_016,STORE_041,STORE_027,STORE_107,STORE_152,STORE_124,STORE_146,STORE_174",Harare South,04:00-06:00,Same Day,7000
RT_067,Chitungwiza - Zengeza Distributor,TRUCK_049,DRIVER_092,196,12.9,"STORE_125,STORE_029,STORE_106,STORE_113,STORE_012,STORE_017,STORE_067,STORE_168,STORE_081,STORE_004,STORE_181,STORE_174,STORE_135,STORE_197,STORE_191,STORE_148,STORE_186,STORE_145,STORE_058,STORE_172",Chitungwiza,04:00-06:00,Same Day,4500
RT_067,Bindura - Chiwaridzo Loop,TRUCK_056,DRIVER_064,163,44.6,"STORE_143,STORE_157,STORE_014,STORE_003,STORE_165,STORE_041,STORE_130,STORE_121,STORE_127",Bindura,03:00-05:00,Same Day,7000
RT_068,Kwekwe - CBD Run,TRUCK_031,DRIVER_085,111,15,"STORE_104,STORE_061,STORE_021,STORE_118,STORE_114,STORE_147,STORE_115,STORE_023,STORE_128,STORE_081,STORE_031,STORE_191,STORE_168,STORE_005,STORE_027,STORE_106,STORE_010",Kwekwe,05:00-07:00,Same Day,4500
RT_068,Bindura - Chiwaridzo Loop,TRUCK_106,DRIVER_024,194,106.3,"STORE_168,STORE_172,STORE_117,STORE_088,STORE_094,STORE_014,STORE_058,STORE_085,STORE_144,STORE_197,STORE_159",Bindura,05:00-07:00,Same Day,5000
RT_069,Mutare - Yeovil Loop,TRUCK_015,DRIVER_025,208,32.2,"STORE_163,STORE_075,STORE_141,STORE_134,STORE_096,STORE_180,STORE_028,STORE_012,STORE_043,STORE_127,STORE_036,STORE_184,STORE_191,STORE_185,STORE_105,STORE_066",Mutare,05:00-07:00,Same Day,5000
RT_069,Bulawayo - Nkulumane Loop,TRUCK_016,DRIVER_101,95,55.7,"STORE_028,STORE_194,STORE_107,STORE_012,STORE_163,STORE_173,STORE_151,STORE_032,STORE_198,STORE_116,STORE_118,STORE_169,STORE_130,STORE_035,STORE_128",Bulawayo,03:00-05:00,Same Day,4500
RT_069,Bindura - Chiwaridzo Loop,TRUCK_071,DRIVER_111,189,58.3,"STORE_188,STORE_033,STORE_027,STORE_100,STORE_169,STORE_154,STORE_156,STORE_083,STORE_130,STORE_099",Bindura,04:00-06:00,Same Day,4500
