record_id,holiday_name,date,sku,region,qty_produced,qty_sold,demand_shift_factor,qty_leftover,sell_through_rate
HOLIDAY_REC_7445,Workers Day,2025-05-01,Seed Loaf,Gweru,1622,1597,0.93,25,0.985
HOLIDAY_REC_9995,Heroes Day,2025-08-12,Whole Wheat,Harare,1421,1274,1.14,147,0.897
HOLIDAY_REC_14690,Unity Day,2025-12-22,Soft White,Chitungwiza,1277,1155,1.14,122,0.904
HOLIDAY_REC_18007,Boxing Day,2025-12-26,High Energy White,Masvingo,2277,1983,0.94,294,0.871
HOLIDAY_REC_14265,Unity Day,2025-12-22,Whole Wheat,Harare,707,608,1.11,99,0.86
HOLIDAY_REC_8528,Africa Day,2025-05-25,Seed Loaf,Harare,1731,1646,1.18,85,0.951
HOLIDAY_REC_12105,Defense Forces Day,2025-08-13,Wholegrain Brown,Bulawayo,1512,1402,0.9,110,0.927
HOLIDAY_REC_12104,Defense Forces Day,2025-08-13,Family Loaf,Masvingo,1526,1334,1.29,192,0.874
HOLIDAY_REC_1452,New Year's Day,2025-01-01,High Energy White,Chitungwiza,2101,1885,1.01,216,0.897
HOLIDAY_REC_5341,Easter Monday,2025-04-21,Soft White,Bulawayo,1191,1141,0.91,50,0.958
HOLIDAY_REC_3468,National Youth Day,2025-02-21,Family Loaf,Bulawayo,1120,1019,0.99,101,0.91
HOLIDAY_REC_19140,Boxing Day,2025-12-26,Whole Wheat,Bulawayo,1462,1320,1.2,142,0.903
HOLIDAY_REC_10521,Heroes Day,2025-08-12,Seed Loaf,Harare,2402,2228,0.96,174,0.928
HOLIDAY_REC_17574,Boxing Day,2025-12-26,High Energy White,Masvingo,2413,2202,1.18,211,0.913
HOLIDAY_REC_10416,Heroes Day,2025-08-12,Seed Loaf,Harare,1150,1116,0.92,34,0.97
HOLIDAY_REC_6694,Easter Monday,2025-04-21,High Energy Brown,Harare,2171,1931,1.2,240,0.889
HOLIDAY_REC_10616,Heroes Day,2025-08-12,Whole Wheat,Harare,920,903,0.99,17,0.982
HOLIDAY_REC_5352,Easter Monday,2025-04-21,Whole Wheat,Gweru,1511,1294,0.96,217,0.856
HOLIDAY_REC_2795,National Youth Day,2025-02-21,Whole Wheat,Gweru,784,779,1.14,5,0.994
HOLIDAY_REC_14790,Unity Day,2025-12-22,Whole Wheat,Bulawayo,1279,1109,1.22,170,0.867
HOLIDAY_REC_3870,Independence Day,2025-04-18,Family Loaf,Harare,1440,1343,0.97,97,0.933
HOLIDAY_REC_18547,Boxing Day,2025-12-26,Family Loaf,Chitungwiza,675,673,1.29,2,0.997
HOLIDAY_REC_14266,Unity Day,2025-12-22,Family Loaf,Gweru,1779,1534,1.03,245,0.862
HOLIDAY_REC_916,New Year's Day,2025-01-01,Family Loaf,Bulawayo,2671,2502,0.96,169,0.937
HOLIDAY_REC_1944,National Youth Day,2025-02-21,Family Loaf,Gweru,1330,1329,0.91,1,0.999
HOLIDAY_REC_13533,Defense Forces Day,2025-08-13,Family Loaf,Harare,1502,1350,1.16,152,0.899
HOLIDAY_REC_14074,Unity Day,2025-12-22,High Energy Brown,Mutare,2102,2091,0.93,11,0.995
HOLIDAY_REC_2594,National Youth Day,2025-02-21,Soft White,Chitungwiza,1887,1619,1.08,268,0.858
HOLIDAY_REC_15672,Unity Day,2025-12-22,Wholegrain Brown,Chitungwiza,2043,1921,1.25,122,0.94
HOLIDAY_REC_1589,New Year's Day,2025-01-01,Seed Loaf,Gweru,2786,2400,0.97,386,0.861
HOLIDAY_REC_16756,Christmas Day,2025-12-25,High Energy White,Mutare,1144,1027,1.12,117,0.898
HOLIDAY_REC_18263,Boxing Day,2025-12-26,Family Loaf,Gweru,2029,1984,1.13,45,0.978
HOLIDAY_REC_10537,Heroes Day,2025-08-12,High Energy Brown,Bulawayo,2473,2296,1.03,177,0.928
HOLIDAY_REC_8617,Africa Day,2025-05-25,High Energy Brown,Masvingo,1888,1809,1.04,79,0.958
HOLIDAY_REC_4527,Independence Day,2025-04-18,High Energy Brown,Masvingo,1784,1773,1.17,11,0.994
HOLIDAY_REC_12670,Defense Forces Day,2025-08-13,High Energy Brown,Harare,1308,1112,0.96,196,0.85
HOLIDAY_REC_5305,Easter Monday,2025-04-21,Seed Loaf,Gweru,639,625,1.12,14,0.978
HOLIDAY_REC_17879,Boxing Day,2025-12-26,Seed Loaf,Chitungwiza,2625,2242,0.9,383,0.854
HOLIDAY_REC_4521,Independence Day,2025-04-18,High Energy Brown,Chitungwiza,1254,1239,1.01,15,0.988
HOLIDAY_REC_16800,Christmas Day,2025-12-25,Whole Wheat,Mutare,1044,1015,1.11,29,0.972
HOLIDAY_REC_2993,National Youth Day,2025-02-21,High Energy Brown,Gweru,1040,1023,1.1,17,0.984
HOLIDAY_REC_6051,Easter Monday,2025-04-21,High Energy Brown,Bulawayo,614,601,1.04,13,0.979
HOLIDAY_REC_18969,Boxing Day,2025-12-26,Wholegrain Brown,Harare,1653,1590,1.03,63,0.962
HOLIDAY_REC_5145,Independence Day,2025-04-18,High Energy Brown,Bulawayo,1257,1255,0.95,2,0.998
HOLIDAY_REC_1512,New Year's Day,2025-01-01,Whole Wheat,Harare,880,829,1.17,51,0.942
HOLIDAY_REC_10044,Heroes Day,2025-08-12,Family Loaf,Gweru,1535,1343,1.0,192,0.875
HOLIDAY_REC_6677,Easter Monday,2025-04-21,High Energy Brown,Chitungwiza,755,644,1.09,111,0.853
HOLIDAY_REC_5636,Easter Monday,2025-04-21,Wholegrain Brown,Gweru,1032,924,1.12,108,0.895
HOLIDAY_REC_13497,Defense Forces Day,2025-08-13,High Energy Brown,Harare,1117,1050,1.23,67,0.94
HOLIDAY_REC_9873,Africa Day,2025-05-25,Whole Wheat,Mutare,2290,2198,1.29,92,0.96
HOLIDAY_REC_14928,Unity Day,2025-12-22,Wholegrain Brown,Gweru,647,625,0.9,22,0.966
HOLIDAY_REC_10135,Heroes Day,2025-08-12,Seed Loaf,Mutare,960,881,1.15,79,0.918
HOLIDAY_REC_1514,New Year's Day,2025-01-01,Wholegrain Brown,Mutare,1996,1902,1.23,94,0.953
HOLIDAY_REC_11107,Heroes Day,2025-08-12,Family Loaf,Mutare,655,639,1.27,16,0.976
HOLIDAY_REC_13444,Defense Forces Day,2025-08-13,High Energy Brown,Bulawayo,1645,1551,1.08,94,0.943
HOLIDAY_REC_4742,Independence Day,2025-04-18,High Energy White,Chitungwiza,1640,1411,1.2,229,0.86
HOLIDAY_REC_2597,National Youth Day,2025-02-21,High Energy Brown,Masvingo,673,639,0.92,34,0.949
HOLIDAY_REC_7637,Workers Day,2025-05-01,Wholegrain Brown,Masvingo,953,825,1.21,128,0.866
HOLIDAY_REC_16375,Christmas Day,2025-12-25,Seed Loaf,Bulawayo,2164,2028,1.05,136,0.937
HOLIDAY_REC_574,New Year's Day,2025-01-01,Family Loaf,Masvingo,1523,1389,0.95,134,0.912
HOLIDAY_REC_844,New Year's Day,2025-01-01,Soft White,Gweru,942,910,1.14,32,0.966
HOLIDAY_REC_14504,Unity Day,2025-12-22,High Energy White,Masvingo,1275,1165,1.06,110,0.914
HOLIDAY_REC_4557,Independence Day,2025-04-18,Whole Wheat,Masvingo,1222,1099,0.97,123,0.899
HOLIDAY_REC_8726,Africa Day,2025-05-25,Wholegrain Brown,Chitungwiza,1148,1004,1.08,144,0.875
HOLIDAY_REC_10812,Heroes Day,2025-08-12,Family Loaf,Chitungwiza,1181,1128,1.17,53,0.955
HOLIDAY_REC_15789,Christmas Day,2025-12-25,Soft White,Harare,1261,1198,1.05,63,0.95
HOLIDAY_REC_15342,Unity Day,2025-12-22,Whole Wheat,Harare,1454,1356,1.1,98,0.933
HOLIDAY_REC_6994,Workers Day,2025-05-01,High Energy White,Harare,1237,1113,1.25,124,0.9
HOLIDAY_REC_5397,Easter Monday,2025-04-21,Whole Wheat,Chitungwiza,771,691,1.26,80,0.896
HOLIDAY_REC_8140,Workers Day,2025-05-01,Seed Loaf,Gweru,1427,1263,1.3,164,0.885
HOLIDAY_REC_16987,Christmas Day,2025-12-25,High Energy Brown,Mutare,1798,1769,1.29,29,0.984
HOLIDAY_REC_15889,Christmas Day,2025-12-25,Whole Wheat,Masvingo,1803,1566,1.06,237,0.869
HOLIDAY_REC_7404,Workers Day,2025-05-01,High Energy White,Gweru,1610,1555,1.19,55,0.966
HOLIDAY_REC_69,New Year's Day,2025-01-01,Seed Loaf,Masvingo,1360,1198,1.12,162,0.881
HOLIDAY_REC_10578,Heroes Day,2025-08-12,High Energy Brown,Masvingo,1467,1295,1.03,172,0.883
HOLIDAY_REC_15160,Unity Day,2025-12-22,Whole Wheat,Bulawayo,1983,1791,0.96,192,0.903
HOLIDAY_REC_13294,Defense Forces Day,2025-08-13,Seed Loaf,Masvingo,1620,1553,1.13,67,0.959
HOLIDAY_REC_8065,Workers Day,2025-05-01,Family Loaf,Bulawayo,630,591,1.07,39,0.938
HOLIDAY_REC_18929,Boxing Day,2025-12-26,Seed Loaf,Masvingo,1304,1261,0.98,43,0.967
HOLIDAY_REC_10762,Heroes Day,2025-08-12,Whole Wheat,Harare,1061,910,1.07,151,0.858
HOLIDAY_REC_8328,Workers Day,2025-05-01,High Energy White,Bulawayo,1238,1113,1.07,125,0.899
HOLIDAY_REC_1361,New Year's Day,2025-01-01,High Energy White,Harare,2452,2255,1.2,197,0.92
HOLIDAY_REC_9973,Heroes Day,2025-08-12,Soft White,Masvingo,695,649,1.03,46,0.934
HOLIDAY_REC_6552,Easter Monday,2025-04-21,Whole Wheat,Bulawayo,1355,1340,1.3,15,0.989
HOLIDAY_REC_9253,Africa Day,2025-05-25,Seed Loaf,Chitungwiza,1321,1247,1.12,74,0.944
HOLIDAY_REC_5692,Easter Monday,2025-04-21,Seed Loaf,Masvingo,2005,1782,1.22,223,0.889
HOLIDAY_REC_19015,Boxing Day,2025-12-26,Family Loaf,Masvingo,1144,1061,1.12,83,0.927
HOLIDAY_REC_18042,Boxing Day,2025-12-26,High Energy White,Chitungwiza,2315,2222,1.2,93,0.96
HOLIDAY_REC_13019,Defense Forces Day,2025-08-13,Family Loaf,Bulawayo,2002,1961,1.18,41,0.98
HOLIDAY_REC_12333,Defense Forces Day,2025-08-13,Whole Wheat,Mutare,658,653,1.14,5,0.992
HOLIDAY_REC_18009,Boxing Day,2025-12-26,Whole Wheat,Bulawayo,1165,1076,1.0,89,0.924
HOLIDAY_REC_10568,Heroes Day,2025-08-12,Soft White,Chitungwiza,1403,1327,1.06,76,0.946
HOLIDAY_REC_16263,Christmas Day,2025-12-25,Family Loaf,Mutare,2115,1966,1.17,149,0.93
HOLIDAY_REC_4342,Independence Day,2025-04-18,High Energy White,Harare,2219,2180,1.25,39,0.982
HOLIDAY_REC_3018,National Youth Day,2025-02-21,Whole Wheat,Bulawayo,625,570,1.24,55,0.912
HOLIDAY_REC_9697,Africa Day,2025-05-25,High Energy White,Masvingo,691,655,0.9,36,0.948
HOLIDAY_REC_7094,Workers Day,2025-05-01,High Energy Brown,Chitungwiza,636,629,1.03,7,0.989
HOLIDAY_REC_8622,Africa Day,2025-05-25,Wholegrain Brown,Chitungwiza,2283,2063,0.97,220,0.904
HOLIDAY_REC_307,New Year's Day,2025-01-01,Whole Wheat,Gweru,1136,966,1.03,170,0.85
HOLIDAY_REC_4076,Independence Day,2025-04-18,Wholegrain Brown,Gweru,943,925,1.25,18,0.981
HOLIDAY_REC_16993,Christmas Day,2025-12-25,Seed Loaf,Mutare,1600,1389,1.12,211,0.868
HOLIDAY_REC_8863,Africa Day,2025-05-25,Whole Wheat,Mutare,1032,937,1.2,95,0.908
HOLIDAY_REC_15957,Christmas Day,2025-12-25,High Energy White,Harare,2264,1962,1.16,302,0.867
HOLIDAY_REC_4769,Independence Day,2025-04-18,Seed Loaf,Chitungwiza,1475,1369,1.29,106,0.928
HOLIDAY_REC_16947,Christmas Day,2025-12-25,High Energy Brown,Masvingo,1715,1618,1.25,97,0.943
HOLIDAY_REC_13816,Unity Day,2025-12-22,Wholegrain Brown,Masvingo,1275,1239,1.26,36,0.972
HOLIDAY_REC_2116,National Youth Day,2025-02-21,Family Loaf,Bulawayo,1440,1251,0.95,189,0.869
HOLIDAY_REC_14743,Unity Day,2025-12-22,High Energy White,Gweru,2034,1842,1.05,192,0.906
HOLIDAY_REC_10959,Heroes Day,2025-08-12,Seed Loaf,Masvingo,2237,2008,1.21,229,0.898
HOLIDAY_REC_11205,Heroes Day,2025-08-12,High Energy Brown,Bulawayo,1892,1613,0.95,279,0.853
HOLIDAY_REC_7885,Workers Day,2025-05-01,High Energy Brown,Mutare,878,753,1.1,125,0.858
HOLIDAY_REC_6526,Easter Monday,2025-04-21,Seed Loaf,Harare,1858,1824,1.24,34,0.982
HOLIDAY_REC_15852,Christmas Day,2025-12-25,Wholegrain Brown,Masvingo,2524,2410,1.25,114,0.955
HOLIDAY_REC_8597,Africa Day,2025-05-25,High Energy Brown,Chitungwiza,1361,1255,1.22,106,0.922
HOLIDAY_REC_3496,Independence Day,2025-04-18,Soft White,Mutare,1864,1816,1.07,48,0.974
HOLIDAY_REC_7121,Workers Day,2025-05-01,Soft White,Bulawayo,1562,1407,1.08,155,0.901
HOLIDAY_REC_13990,Unity Day,2025-12-22,Seed Loaf,Masvingo,1325,1280,1.04,45,0.966
HOLIDAY_REC_15163,Unity Day,2025-12-22,Family Loaf,Masvingo,692,685,1.28,7,0.99
HOLIDAY_REC_11508,Heroes Day,2025-08-12,High Energy White,Masvingo,980,945,1.02,35,0.964
HOLIDAY_REC_14138,Unity Day,2025-12-22,Family Loaf,Bulawayo,1334,1269,1.19,65,0.951
HOLIDAY_REC_15909,Christmas Day,2025-12-25,High Energy White,Harare,2114,1836,1.01,278,0.868
HOLIDAY_REC_9793,Africa Day,2025-05-25,Family Loaf,Gweru,1824,1651,1.17,173,0.905
HOLIDAY_REC_1486,New Year's Day,2025-01-01,Family Loaf,Gweru,799,787,1.05,12,0.985
HOLIDAY_REC_17966,Boxing Day,2025-12-26,Whole Wheat,Gweru,1745,1576,0.98,169,0.903
HOLIDAY_REC_7653,Workers Day,2025-05-01,Wholegrain Brown,Harare,1448,1258,1.02,190,0.869
HOLIDAY_REC_16542,Christmas Day,2025-12-25,High Energy Brown,Mutare,2166,2007,1.25,159,0.927
HOLIDAY_REC_12623,Defense Forces Day,2025-08-13,Soft White,Harare,2188,2151,0.92,37,0.983
HOLIDAY_REC_12270,Defense Forces Day,2025-08-13,Wholegrain Brown,Bulawayo,2340,2104,0.95,236,0.899
HOLIDAY_REC_18021,Boxing Day,2025-12-26,Whole Wheat,Chitungwiza,1459,1319,0.96,140,0.904
HOLIDAY_REC_2395,National Youth Day,2025-02-21,Whole Wheat,Chitungwiza,1813,1616,1.1,197,0.891
HOLIDAY_REC_9809,Africa Day,2025-05-25,High Energy Brown,Harare,784,693,1.18,91,0.884
HOLIDAY_REC_676,New Year's Day,2025-01-01,High Energy White,Masvingo,1023,923,1.02,100,0.902
HOLIDAY_REC_5135,Independence Day,2025-04-18,High Energy Brown,Chitungwiza,1322,1294,1.1,28,0.979
HOLIDAY_REC_24,New Year's Day,2025-01-01,Soft White,Harare,1706,1641,1.12,65,0.962
HOLIDAY_REC_13349,Defense Forces Day,2025-08-13,High Energy White,Masvingo,720,620,1.27,100,0.861
HOLIDAY_REC_18211,Boxing Day,2025-12-26,High Energy Brown,Mutare,1944,1891,0.99,53,0.973
HOLIDAY_REC_15777,Christmas Day,2025-12-25,Family Loaf,Masvingo,2398,2195,1.26,203,0.915
HOLIDAY_REC_10787,Heroes Day,2025-08-12,Wholegrain Brown,Mutare,1686,1537,1.19,149,0.912
HOLIDAY_REC_6614,Easter Monday,2025-04-21,Family Loaf,Mutare,1455,1391,1.13,64,0.956
HOLIDAY_REC_16682,Christmas Day,2025-12-25,Wholegrain Brown,Gweru,1473,1302,1.26,171,0.884
HOLIDAY_REC_19137,Boxing Day,2025-12-26,Whole Wheat,Masvingo,1042,1005,1.19,37,0.964
HOLIDAY_REC_15074,Unity Day,2025-12-22,Whole Wheat,Bulawayo,1377,1290,1.0,87,0.937
HOLIDAY_REC_2037,National Youth Day,2025-02-21,Whole Wheat,Mutare,1974,1814,0.99,160,0.919
HOLIDAY_REC_3066,National Youth Day,2025-02-21,High Energy White,Chitungwiza,1284,1111,1.18,173,0.865
HOLIDAY_REC_5473,Easter Monday,2025-04-21,High Energy White,Bulawayo,1742,1625,1.16,117,0.933
HOLIDAY_REC_8986,Africa Day,2025-05-25,Wholegrain Brown,Harare,1340,1164,1.05,176,0.869
HOLIDAY_REC_9761,Africa Day,2025-05-25,Whole Wheat,Harare,2229,2156,1.18,73,0.967
HOLIDAY_REC_6110,Easter Monday,2025-04-21,High Energy White,Gweru,1283,1192,1.28,91,0.929
HOLIDAY_REC_13028,Defense Forces Day,2025-08-13,Family Loaf,Harare,2134,2043,1.2,91,0.957
HOLIDAY_REC_7099,Workers Day,2025-05-01,Wholegrain Brown,Bulawayo,1735,1632,1.29,103,0.941
HOLIDAY_REC_6376,Easter Monday,2025-04-21,High Energy White,Bulawayo,1177,1152,1.27,25,0.979
HOLIDAY_REC_15154,Unity Day,2025-12-22,High Energy White,Masvingo,846,822,1.0,24,0.972
HOLIDAY_REC_12461,Defense Forces Day,2025-08-13,Family Loaf,Bulawayo,1468,1265,0.9,203,0.862
HOLIDAY_REC_8474,Africa Day,2025-05-25,Soft White,Gweru,2242,2005,0.95,237,0.894
HOLIDAY_REC_6928,Workers Day,2025-05-01,Wholegrain Brown,Gweru,1300,1241,0.95,59,0.955
HOLIDAY_REC_1042,New Year's Day,2025-01-01,Whole Wheat,Gweru,1082,1016,0.93,66,0.939
HOLIDAY_REC_19141,Boxing Day,2025-12-26,Family Loaf,Bulawayo,1734,1706,1.13,28,0.984
HOLIDAY_REC_9030,Africa Day,2025-05-25,Whole Wheat,Harare,1325,1146,1.02,179,0.865
HOLIDAY_REC_17449,Christmas Day,2025-12-25,Soft White,Gweru,1502,1500,1.23,2,0.999
HOLIDAY_REC_1414,New Year's Day,2025-01-01,Soft White,Gweru,2464,2122,1.04,342,0.861
HOLIDAY_REC_115,New Year's Day,2025-01-01,Wholegrain Brown,Masvingo,1617,1611,1.11,6,0.996
HOLIDAY_REC_6992,Workers Day,2025-05-01,High Energy White,Gweru,580,544,1.16,36,0.938
HOLIDAY_REC_8728,Africa Day,2025-05-25,Whole Wheat,Harare,1118,1037,0.99,81,0.928
HOLIDAY_REC_4251,Independence Day,2025-04-18,Family Loaf,Harare,2121,2083,1.29,38,0.982
HOLIDAY_REC_7551,Workers Day,2025-05-01,Soft White,Gweru,1716,1556,1.14,160,0.907
HOLIDAY_REC_231,New Year's Day,2025-01-01,Seed Loaf,Gweru,1824,1770,1.2,54,0.97
HOLIDAY_REC_4405,Independence Day,2025-04-18,Whole Wheat,Chitungwiza,980,896,1.12,84,0.914
HOLIDAY_REC_9982,Heroes Day,2025-08-12,High Energy Brown,Gweru,1755,1743,1.01,12,0.993
HOLIDAY_REC_15845,Christmas Day,2025-12-25,Whole Wheat,Gweru,2417,2258,1.11,159,0.934
HOLIDAY_REC_2747,National Youth Day,2025-02-21,Family Loaf,Mutare,678,676,1.28,2,0.997
HOLIDAY_REC_3854,Independence Day,2025-04-18,High Energy White,Gweru,1805,1630,1.03,175,0.903
HOLIDAY_REC_10854,Heroes Day,2025-08-12,High Energy Brown,Chitungwiza,2152,2074,1.07,78,0.964
HOLIDAY_REC_5814,Easter Monday,2025-04-21,High Energy White,Harare,2321,2234,1.28,87,0.963
HOLIDAY_REC_19080,Boxing Day,2025-12-26,Seed Loaf,Chitungwiza,927,914,1.26,13,0.986
HOLIDAY_REC_19138,Boxing Day,2025-12-26,Wholegrain Brown,Chitungwiza,1367,1311,0.98,56,0.959
HOLIDAY_REC_1759,New Year's Day,2025-01-01,Soft White,Chitungwiza,1174,1072,1.21,102,0.913
HOLIDAY_REC_14107,Unity Day,2025-12-22,Wholegrain Brown,Harare,1894,1842,1.0,52,0.973
HOLIDAY_REC_12025,Defense Forces Day,2025-08-13,Wholegrain Brown,Mutare,672,632,1.09,40,0.94
HOLIDAY_REC_15713,Unity Day,2025-12-22,Wholegrain Brown,Gweru,1382,1275,1.28,107,0.923
HOLIDAY_REC_13825,Unity Day,2025-12-22,High Energy Brown,Chitungwiza,664,566,1.26,98,0.852
HOLIDAY_REC_2704,National Youth Day,2025-02-21,Wholegrain Brown,Chitungwiza,586,510,1.18,76,0.87
HOLIDAY_REC_3681,Independence Day,2025-04-18,High Energy White,Bulawayo,1145,1098,1.16,47,0.959
HOLIDAY_REC_14234,Unity Day,2025-12-22,Seed Loaf,Bulawayo,1605,1398,1.1,207,0.871
HOLIDAY_REC_4515,Independence Day,2025-04-18,Seed Loaf,Bulawayo,1092,1086,1.28,6,0.995
HOLIDAY_REC_6841,Easter Monday,2025-04-21,Family Loaf,Harare,2066,2052,1.01,14,0.993
HOLIDAY_REC_3599,Independence Day,2025-04-18,Whole Wheat,Masvingo,2533,2319,0.91,214,0.916
HOLIDAY_REC_17386,Christmas Day,2025-12-25,Family Loaf,Bulawayo,1580,1358,1.03,222,0.859
HOLIDAY_REC_6584,Easter Monday,2025-04-21,Soft White,Gweru,1429,1337,1.3,92,0.936
HOLIDAY_REC_12368,Defense Forces Day,2025-08-13,Soft White,Masvingo,628,591,1.02,37,0.941
HOLIDAY_REC_7309,Workers Day,2025-05-01,Family Loaf,Harare,886,763,0.91,123,0.861
HOLIDAY_REC_10791,Heroes Day,2025-08-12,Wholegrain Brown,Harare,1323,1149,1.18,174,0.868
HOLIDAY_REC_7411,Workers Day,2025-05-01,Soft White,Gweru,2157,2028,1.11,129,0.94
HOLIDAY_REC_9067,Africa Day,2025-05-25,Seed Loaf,Harare,956,867,1.04,89,0.907
HOLIDAY_REC_7345,Workers Day,2025-05-01,High Energy White,Gweru,1831,1708,1.03,123,0.933
HOLIDAY_REC_17868,Boxing Day,2025-12-26,Wholegrain Brown,Gweru,1969,1738,1.09,231,0.883
HOLIDAY_REC_7887,Workers Day,2025-05-01,Whole Wheat,Masvingo,2035,1740,1.07,295,0.855
HOLIDAY_REC_6279,Easter Monday,2025-04-21,Wholegrain Brown,Harare,1394,1374,1.01,20,0.986
HOLIDAY_REC_13943,Unity Day,2025-12-22,High Energy Brown,Harare,2076,2028,1.02,48,0.977
HOLIDAY_REC_4688,Independence Day,2025-04-18,Soft White,Harare,2555,2482,0.94,73,0.971
HOLIDAY_REC_449,New Year's Day,2025-01-01,Wholegrain Brown,Chitungwiza,1097,1005,1.16,92,0.916
HOLIDAY_REC_8926,Africa Day,2025-05-25,Seed Loaf,Gweru,1578,1359,1.13,219,0.861
HOLIDAY_REC_6320,Easter Monday,2025-04-21,High Energy Brown,Harare,1728,1478,1.05,250,0.855
HOLIDAY_REC_15226,Unity Day,2025-12-22,Soft White,Masvingo,1187,1109,0.97,78,0.934
HOLIDAY_REC_18107,Boxing Day,2025-12-26,Soft White,Gweru,1356,1253,1.04,103,0.924
HOLIDAY_REC_18689,Boxing Day,2025-12-26,High Energy White,Mutare,2533,2375,1.2,158,0.938
HOLIDAY_REC_9554,Africa Day,2025-05-25,High Energy White,Harare,1125,1049,1.17,76,0.932
HOLIDAY_REC_5102,Independence Day,2025-04-18,High Energy White,Bulawayo,760,709,1.05,51,0.933
HOLIDAY_REC_14467,Unity Day,2025-12-22,High Energy White,Chitungwiza,1636,1489,1.19,147,0.91
HOLIDAY_REC_16967,Christmas Day,2025-12-25,High Energy White,Harare,2131,2071,0.95,60,0.972
HOLIDAY_REC_6378,Easter Monday,2025-04-21,Whole Wheat,Harare,1938,1687,0.92,251,0.87
HOLIDAY_REC_14915,Unity Day,2025-12-22,High Energy Brown,Harare,1711,1519,1.23,192,0.888
HOLIDAY_REC_6492,Easter Monday,2025-04-21,High Energy Brown,Gweru,2089,1929,0.94,160,0.923
HOLIDAY_REC_8690,Africa Day,2025-05-25,Seed Loaf,Chitungwiza,2139,1921,1.29,218,0.898
HOLIDAY_REC_15209,Unity Day,2025-12-22,High Energy White,Gweru,1114,962,1.21,152,0.864
HOLIDAY_REC_1781,New Year's Day,2025-01-01,High Energy White,Masvingo,2546,2270,1.21,276,0.892
HOLIDAY_REC_13541,Defense Forces Day,2025-08-13,Whole Wheat,Gweru,1086,1026,1.05,60,0.945
HOLIDAY_REC_12960,Defense Forces Day,2025-08-13,Whole Wheat,Gweru,1635,1409,1.14,226,0.862
HOLIDAY_REC_9353,Africa Day,2025-05-25,Family Loaf,Chitungwiza,1323,1318,1.18,5,0.996
HOLIDAY_REC_3823,Independence Day,2025-04-18,Soft White,Mutare,1939,1917,1.22,22,0.989
HOLIDAY_REC_3796,Independence Day,2025-04-18,Seed Loaf,Masvingo,1545,1473,1.09,72,0.953
HOLIDAY_REC_13641,Defense Forces Day,2025-08-13,Soft White,Chitungwiza,1970,1898,1.16,72,0.963
HOLIDAY_REC_5887,Easter Monday,2025-04-21,High Energy Brown,Gweru,705,604,1.19,101,0.857
HOLIDAY_REC_18343,Boxing Day,2025-12-26,High Energy White,Masvingo,684,676,1.1,8,0.988
HOLIDAY_REC_18780,Boxing Day,2025-12-26,Wholegrain Brown,Gweru,2632,2476,1.23,156,0.941
HOLIDAY_REC_9145,Africa Day,2025-05-25,Wholegrain Brown,Masvingo,2210,2104,0.98,106,0.952
HOLIDAY_REC_9424,Africa Day,2025-05-25,Seed Loaf,Chitungwiza,685,630,1.29,55,0.92
HOLIDAY_REC_5838,Easter Monday,2025-04-21,High Energy Brown,Harare,630,574,1.12,56,0.911
HOLIDAY_REC_11346,Heroes Day,2025-08-12,Soft White,Mutare,2358,2178,1.27,180,0.924
HOLIDAY_REC_15657,Unity Day,2025-12-22,High Energy Brown,Mutare,680,629,0.92,51,0.925
HOLIDAY_REC_18315,Boxing Day,2025-12-26,Family Loaf,Masvingo,1868,1697,1.05,171,0.908
HOLIDAY_REC_18945,Boxing Day,2025-12-26,Seed Loaf,Chitungwiza,2517,2370,1.21,147,0.942
HOLIDAY_REC_3481,Independence Day,2025-04-18,Whole Wheat,Masvingo,2098,2061,1.15,37,0.982
HOLIDAY_REC_2056,National Youth Day,2025-02-21,High Energy White,Mutare,1659,1597,1.13,62,0.963
HOLIDAY_REC_5045,Independence Day,2025-04-18,High Energy White,Gweru,1446,1433,1.17,13,0.991
HOLIDAY_REC_13314,Defense Forces Day,2025-08-13,Soft White,Bulawayo,2298,2153,1.18,145,0.937
HOLIDAY_REC_8286,Workers Day,2025-05-01,Soft White,Bulawayo,1016,976,1.19,40,0.961
HOLIDAY_REC_3839,Independence Day,2025-04-18,High Energy White,Bulawayo,2327,2088,1.17,239,0.897
HOLIDAY_REC_12251,Defense Forces Day,2025-08-13,Wholegrain Brown,Bulawayo,2233,1960,1.16,273,0.878
HOLIDAY_REC_2305,National Youth Day,2025-02-21,Wholegrain Brown,Bulawayo,833,733,1.2,100,0.88
HOLIDAY_REC_6352,Easter Monday,2025-04-21,Family Loaf,Chitungwiza,829,804,1.16,25,0.97
HOLIDAY_REC_8953,Africa Day,2025-05-25,Family Loaf,Harare,1937,1896,1.03,41,0.979
HOLIDAY_REC_13333,Defense Forces Day,2025-08-13,Whole Wheat,Bulawayo,1354,1204,1.06,150,0.889
HOLIDAY_REC_6149,Easter Monday,2025-04-21,Family Loaf,Mutare,1765,1614,1.05,151,0.914
HOLIDAY_REC_15866,Christmas Day,2025-12-25,High Energy Brown,Bulawayo,2399,2308,0.93,91,0.962
HOLIDAY_REC_9802,Africa Day,2025-05-25,High Energy White,Masvingo,977,927,1.2,50,0.949
HOLIDAY_REC_2728,National Youth Day,2025-02-21,Wholegrain Brown,Gweru,1751,1601,1.01,150,0.914
