waste_id,timestamp,plant_id,stage,sku,qty_waste,waste_reason_code,batch_id,shift,route_id,retailer_id,temperature_at_check,handling_condition,notes,qty waste 
WST_301706,2025-02-20 05:14:03,Willowvale_Plant,post_dispatch,Whole Wheat,6,Mould Growth,,Morning,RT_011,STORE_135,21.4,Heat Damage,Customer returned,6
WST_307450,2025-02-07 12:37:02,Shepperton_Plant,production,Wholegrain Brown,126,Expired,BATCH_29408,Morning,,,20.3,Sun Exposure,Expired on shelf,126
WST_303153,2025-05-22 14:11:34,Shepperton_Plant,production,High Energy Brown,41,Contaminated,BATCH_24649,Afternoon,,,27.1,Heat Damage,Expired on shelf,41
WST_308509,2025-04-16 02:23:47,Willowvale_Plant,production,Seed Loaf,79,Expired,BATCH_11634,Morning,,,19.8,Rough Handling,Customer returned,79
WST_311013,2025-06-03 13:05:41,Willowvale_Plant,post_dispatch,High Energy White,47,Burnt/Overbaked,,Night,RT_063,STORE_018,20.2,Normal,Customer returned,47
WST_307654,2025-03-09 06:15:03,Willowvale_Plant,production,Wholegrain Brown,93,Mould Growth,BATCH_13654,Morning,,,24.5,Heat Damage,,93
WST_310022,2025-02-02 19:01:44,Shepperton_Plant,production,Soft White,82,Quality Failure,BATCH_12305,Night,,,20.1,Condensation,,82
WST_313521,2025-07-18 14:45:10,Willowvale_Plant,post_dispatch,High Energy Brown,25,Stale,,Morning,RT_014,STORE_102,22.9,Condensation,,25
WST_306240,2025-02-02 14:59:27,Shepperton_Plant,post_dispatch,Soft White,164,Expired,,Morning,RT_059,STORE_122,23.5,Condensation,Damaged during loading,164
WST_304990,2025-03-04 00:44:22,Willowvale_Plant,post_dispatch,Wholegrain Brown,171,Quality Failure,,Night,RT_016,STORE_071,23.1,Normal,Damaged during loading,171
WST_307104,2025-07-06 16:01:52,Willowvale_Plant,production,Wholegrain Brown,170,Stale,BATCH_27201,Afternoon,,,22.9,Normal,,170
WST_302374,2025-07-28 08:32:40,Willowvale_Plant,production,Family Loaf,80,Returned Unsold,BATCH_15661,Morning,,,26.7,Heat Damage,Expired on shelf,80
WST_306673,2025-07-19 17:51:30,Willowvale_Plant,production,Seed Loaf,135,Expired,BATCH_22258,Morning,,,23.1,Heat Damage,Customer returned,135
WST_301632,2025-06-18 14:07:59,Shepperton_Plant,post_dispatch,High Energy Brown,17,Returned Unsold,,Morning,RT_026,STORE_194,20.8,Normal,Expired on shelf,17
WST_308878,2025-04-24 05:19:17,Shepperton_Plant,production,Soft White,48,Crushed,BATCH_20231,Afternoon,,,,Rough Handling,Customer returned,48
WST_302298,2025-01-20 23:29:59,Shepperton_Plant,production,Seed Loaf,144,Returned Unsold,BATCH_24018,Night,,,41.2,Heat Damage,Customer returned,144
WST_310762,2025-02-18 05:07:46,Shepperton_Plant,production,Whole Wheat,119,Damaged Packaging,BATCH_10406,Night,,,26.5,Sun Exposure,Customer returned,119
WST_304252,2025-07-15 03:59:42,Willowvale_Plant,post_dispatch,Whole Wheat,40,Damaged Packaging,,Morning,RT_043,STORE_126,27.7,Sun Exposure,,40
WST_307820,2025-06-30 13:41:55,Willowvale_Plant,production,Whole Wheat,176,Damaged Packaging,BATCH_14647,Morning,,,21.1,Rough Handling,Customer returned,176
WST_302721,2025-07-02 13:30:29,Shepperton_Plant,post_dispatch,Whole Wheat,146,Contaminated,,Afternoon,RT_007,STORE_101,23.7,Normal,Customer returned,146
WST_307445,2025-06-04 11:15:22,Shepperton_Plant,production,High Energy White,141,Damaged Packaging,BATCH_20420,Night,,,24.0,Condensation,,141
WST_306975,2025-07-06 00:32:06,Willowvale_Plant,production,Soft White,30,Stale,BATCH_23595,Morning,,,25.9,Rough Handling,Customer returned,30
WST_313567,2025-06-18 04:26:54,Shepperton_Plant,post_dispatch,High Energy Brown,98,Mould Growth,,Night,RT_049,STORE_139,23.1,Sun Exposure,Damaged during loading,98
WST_313617,2025-02-10 00:41:00,Shepperton_Plant,production,Soft White,80,Mould Growth,BATCH_26630,Night,,,24.5,Sun Exposure,Damaged during loading,80
WST_310694,2025-01-12 23:22:29,Willowvale_Plant,production,Family Loaf,31,Underweight,BATCH_21273,Afternoon,,,27.2,Sun Exposure,,31
WST_308583,2025-03-14 11:39:08,Willowvale_Plant,production,Seed Loaf,27,Mould Growth,BATCH_23445,Afternoon,,,20.1,Normal,,27
WST_308819,2025-06-29 16:42:28,Willowvale_Plant,post_dispatch,Soft White,139,Stale,,Morning,RT_042,STORE_028,25.4,Condensation,,139
WST_310879,2025-04-13 04:57:25,Willowvale_Plant,production,Family Loaf,32,Mould Growth,BATCH_10906,Night,,,21.1,Heat Damage,Customer returned,32
WST_301736,2025-05-25 01:58:47,Willowvale_Plant,production,Wholegrain Brown,81,Contaminated,BATCH_12393,Afternoon,,,26.4,Sun Exposure,Damaged during loading,81
WST_307852,2025-05-30 03:34:36,Willowvale_Plant,production,Whole Wheat,136,Damaged Packaging,BATCH_18696,Afternoon,,,24.3,Rough Handling,Damaged during loading,136
WST_310416,2025-01-10 11:20:08,Shepperton_Plant,production,High Energy White,71,Expired,BATCH_21622,Morning,,,39.1,Normal,,71
WST_305736,2025-02-13 10:05:31,Willowvale_Plant,post_dispatch,High Energy White,156,Damaged Packaging,,Morning,RT_065,STORE_017,19.9,Normal,,156
WST_306962,2025-05-24 20:23:41,Shepperton_Plant,production,High Energy Brown,30,Stale,BATCH_14507,Night,,,23.8,Heat Damage,,30
WST_309584,2025-05-22 07:54:38,Shepperton_Plant,production,Family Loaf,68,Damaged Packaging,BATCH_27877,Afternoon,,,27.8,Sun Exposure,Damaged during loading,68
WST_310444,2025-03-12 11:51:53,Shepperton_Plant,post_dispatch,Whole Wheat,139,Mould Growth,,Night,RT_047,STORE_029,26.0,Rough Handling,Damaged during loading,139
WST_308735,2025-05-21 02:15:34,Shepperton_Plant,production,Family Loaf,24,Stale,BATCH_27914,Afternoon,,,23.9,Sun Exposure,Expired on shelf,24
WST_309712,2025-06-22 21:19:30,Shepperton_Plant,production,Family Loaf,127,Expired,BATCH_19836,Morning,,,25.0,Heat Damage,,127
WST_310191,2025-03-05 00:22:24,Shepperton_Plant,production,High Energy White,91,Stale,BATCH_15969,Afternoon,,,24.1,Condensation,Damaged during loading,91
WST_305094,2025-07-06 12:25:26,Willowvale_Plant,production,Whole Wheat,80,Damaged Packaging,BATCH_19147,Afternoon,,,19.7,Sun Exposure,,80
WST_302640,2025-03-22 06:01:45,Shepperton_Plant,production,Seed Loaf,99,Returned Unsold,BATCH_13634,Afternoon,,,27.8,Normal,Damaged during loading,99
WST_310003,2025-06-18 15:18:38,Shepperton_Plant,production,Whole Wheat,27,Stale,BATCH_16546,Afternoon,,,22.8,Rough Handling,Customer returned,27
WST_308292,2025-04-12 15:29:13,Willowvale_Plant,production,Soft White,33,Expired,BATCH_27562,Night,,,19.8,Normal,,33
WST_309371,2025-05-24 03:12:56,Shepperton_Plant,post_dispatch,High Energy Brown,8,Mould Growth,,Night,RT_016,STORE_097,24.3,Heat Damage,,8
WST_306054,2025-05-03 15:54:33,Shepperton_Plant,production,Seed Loaf,150,Crushed,BATCH_29256,Morning,,,22.3,Normal,,150
WST_309485,2025-03-20 13:52:57,Willowvale_Plant,production,Wholegrain Brown,97,Contaminated,BATCH_25527,Night,,,23.6,Rough Handling,,97
WST_311017,2025-01-11 00:42:05,Willowvale_Plant,post_dispatch,High Energy Brown,178,Underweight,,Morning,RT_033,STORE_175,24.1,Rough Handling,,178
WST_311430,2025-06-13 07:39:22,Shepperton_Plant,production,Seed Loaf,77,Mould Growth,BATCH_20241,Night,,,24.1,Normal,Damaged during loading,77
WST_302550,2025-07-16 09:48:48,Willowvale_Plant,production,High Energy Brown,169,Contaminated,BATCH_29081,Afternoon,,,23.3,Condensation,,169
WST_309571,2025-06-25 20:28:28,Shepperton_Plant,production,High Energy Brown,42,Mould Growth,BATCH_18946,Morning,,,21.5,Condensation,,42
WST_310858,2025-02-05 20:26:59,Shepperton_Plant,post_dispatch,High Energy White,123,Quality Failure,,Night,RT_064,STORE_024,35.8,Rough Handling,Damaged during loading,123
WST_307440,2025-05-24 18:59:09,Shepperton_Plant,production,Family Loaf,33,Burnt/Overbaked,BATCH_21432,Afternoon,,,20.6,Sun Exposure,Expired on shelf,33
WST_300938,2025-02-08 22:38:15,Willowvale_Plant,post_dispatch,High Energy White,26,Burnt/Overbaked,,Morning,RT_014,STORE_116,26.6,Normal,Expired on shelf,26
WST_306768,2025-03-18 12:45:03,Shepperton_Plant,production,High Energy Brown,53,Crushed,BATCH_28661,Afternoon,,,26.4,Sun Exposure,,53
WST_312205,2025-07-24 15:28:00,Willowvale_Plant,production,High Energy White,116,Stale,BATCH_23277,Afternoon,,,27.1,Condensation,Customer returned,116
WST_312474,2025-04-27 04:30:45,Shepperton_Plant,production,Family Loaf,54,Returned Unsold,BATCH_14855,Afternoon,,,42.4,Normal,,54
WST_306449,2025-03-02 06:26:28,Shepperton_Plant,production,Seed Loaf,11,Quality Failure,BATCH_18507,Morning,,,21.9,Heat Damage,,11
WST_311616,2025-07-04 12:43:36,Shepperton_Plant,production,Family Loaf,115,Expired,BATCH_22732,Morning,,,22.8,Condensation,Customer returned,115
WST_306434,2025-05-09 09:18:42,Willowvale_Plant,production,Wholegrain Brown,158,Burnt/Overbaked,BATCH_22978,Night,,,23.7,Sun Exposure,Customer returned,158
WST_313684,2025-06-09 01:23:23,Willowvale_Plant,post_dispatch,Wholegrain Brown,95,Damaged Packaging,,Morning,RT_014,STORE_088,20.8,Condensation,Customer returned,95
WST_304852,2025-06-04 18:30:25,Shepperton_Plant,post_dispatch,Whole Wheat,33,Contaminated,,Night,RT_028,STORE_154,25.2,Normal,Customer returned,33
WST_307612,2025-05-08 05:20:49,Willowvale_Plant,post_dispatch,Soft White,46,Burnt/Overbaked,,Night,RT_024,STORE_049,20.2,Rough Handling,,46
WST_302644,2025-03-11 13:32:14,Shepperton_Plant,production,Whole Wheat,72,Returned Unsold,BATCH_13310,Afternoon,,,18.1,Sun Exposure,,72
WST_312300,2025-04-03 03:57:04,Shepperton_Plant,production,Whole Wheat,131,Quality Failure,BATCH_16345,Morning,,,40.6,Sun Exposure,Damaged during loading,131
WST_309420,2025-07-22 08:15:30,Willowvale_Plant,production,High Energy Brown,83,Underweight,BATCH_29444,Afternoon,,,27.3,Condensation,Expired on shelf,83
WST_303165,2025-03-06 18:35:26,Willowvale_Plant,post_dispatch,Seed Loaf,163,Contaminated,,Afternoon,RT_027,STORE_168,18.8,Rough Handling,Expired on shelf,163
WST_303639,2025-02-20 19:50:01,Shepperton_Plant,production,Wholegrain Brown,152,Contaminated,BATCH_12099,Afternoon,,,25.3,Normal,Damaged during loading,152
WST_305069,2025-06-20 15:05:51,Shepperton_Plant,post_dispatch,Soft White,68,Expired,,Morning,RT_059,STORE_046,18.1,Condensation,Damaged during loading,68
WST_308298,2025-02-21 18:50:20,Willowvale_Plant,post_dispatch,Seed Loaf,78,Crushed,,Night,RT_028,STORE_008,23.5,Sun Exposure,Customer returned,78
WST_307376,2025-02-12 20:42:47,Shepperton_Plant,production,Seed Loaf,100,Stale,BATCH_27501,Morning,,,24.5,Heat Damage,,100
WST_306529,2025-05-16 08:24:08,Willowvale_Plant,production,High Energy White,86,Returned Unsold,BATCH_13318,Afternoon,,,19.6,Sun Exposure,Expired on shelf,86
WST_308140,2025-02-10 08:21:22,Shepperton_Plant,production,Wholegrain Brown,102,Burnt/Overbaked,BATCH_11195,Morning,,,18.3,Condensation,Expired on shelf,102
WST_307514,2025-03-14 18:54:53,Shepperton_Plant,production,High Energy White,117,Crushed,BATCH_22422,Afternoon,,,24.2,Normal,,117
WST_304487,2025-04-05 20:10:53,Willowvale_Plant,production,Soft White,161,Mould Growth,BATCH_13730,Afternoon,,,27.8,Rough Handling,Expired on shelf,161
WST_302061,2025-06-08 10:38:13,Willowvale_Plant,production,Seed Loaf,53,Contaminated,BATCH_22322,Morning,,,20.0,Rough Handling,,53
WST_304645,2025-04-13 19:55:27,Shepperton_Plant,production,Seed Loaf,5,Contaminated,BATCH_27843,Night,,,24.4,Normal,,5
WST_308419,2025-01-16 22:49:08,Willowvale_Plant,production,High Energy White,35,Stale,BATCH_11411,Night,,,23.5,Sun Exposure,,35
WST_302812,2025-07-16 22:13:35,Willowvale_Plant,post_dispatch,Seed Loaf,176,Damaged Packaging,,Night,RT_023,STORE_071,18.6,Rough Handling,Expired on shelf,176
WST_313210,2025-04-17 18:39:11,Willowvale_Plant,post_dispatch,Seed Loaf,20,Contaminated,,Morning,RT_004,STORE_008,39.6,Normal,,20
WST_312158,2025-02-15 17:00:44,Willowvale_Plant,post_dispatch,Whole Wheat,61,Stale,,Night,RT_022,STORE_061,18.4,Heat Damage,,61
WST_313607,2025-04-14 11:57:04,Willowvale_Plant,post_dispatch,Seed Loaf,38,Burnt/Overbaked,,Morning,RT_038,STORE_166,23.1,Normal,,38
WST_312659,2025-01-28 20:48:18,Shepperton_Plant,production,Whole Wheat,163,Mould Growth,BATCH_27201,Night,,,27.9,Normal,Damaged during loading,163
WST_302549,2025-02-26 17:47:24,Shepperton_Plant,production,Whole Wheat,156,Underweight,BATCH_12753,Afternoon,,,25.6,Condensation,,156
WST_313566,2025-04-19 07:55:28,Shepperton_Plant,production,HandSoap,81,Stale,BATCH_10073,Afternoon,,,20.1,Sun Exposure,Expired on shelf,81
WST_307265,2025-01-31 03:14:40,Shepperton_Plant,post_dispatch,Soft White,134,Contaminated,,Afternoon,RT_027,STORE_188,21.1,Sun Exposure,,134
WST_307516,2025-05-20 12:24:00,Willowvale_Plant,production,Family Loaf,125,Crushed,BATCH_13710,Afternoon,,,23.0,Rough Handling,Damaged during loading,125
WST_300888,2025-04-07 17:39:16,Shepperton_Plant,production,Whole Wheat,166,Quality Failure,BATCH_22157,Night,,,25.6,Heat Damage,Expired on shelf,166
WST_308360,2025-07-07 12:59:17,Shepperton_Plant,production,High Energy White,131,Burnt/Overbaked,BATCH_28381,Morning,,,27.5,Normal,Expired on shelf,131
WST_311256,2025-07-09 14:30:37,Willowvale_Plant,post_dispatch,Whole Wheat,92,Contaminated,,Morning,RT_049,STORE_052,21.6,Sun Exposure,Damaged during loading,92
WST_304174,2025-01-02 09:53:39,Willowvale_Plant,post_dispatch,Soft White,34,Returned Unsold,,Morning,RT_017,STORE_196,26.0,Sun Exposure,,34
WST_307744,2025-03-13 10:27:36,Willowvale_Plant,post_dispatch,Whole Wheat,76,Crushed,,Morning,RT_008,STORE_161,22.1,Condensation,Expired on shelf,76
WST_312320,2025-07-02 07:14:05,Shepperton_Plant,production,Whole Wheat,22,Stale,BATCH_18456,Afternoon,,,23.8,Sun Exposure,Expired on shelf,22
WST_301024,2025-05-06 17:49:07,Willowvale_Plant,production,Wholegrain Brown,145,Contaminated,BATCH_15157,Night,,,33.1,Sun Exposure,,145
WST_311723,2025-02-18 10:52:01,Willowvale_Plant,post_dispatch,Whole Wheat,129,Expired,,Morning,RT_018,STORE_053,37.3,Normal,Damaged during loading,129
WST_304848,2025-03-29 17:50:02,Shepperton_Plant,production,Wholegrain Brown,89,Burnt/Overbaked,BATCH_16326,Morning,,,26.5,Heat Damage,,89
WST_310760,2025-01-05 14:15:04,Willowvale_Plant,production,Whole Wheat,90,Stale,BATCH_17076,Night,,,20.7,Condensation,,90
WST_308293,2025-07-17 15:52:59,Shepperton_Plant,production,Whole Wheat,141,Expired,BATCH_10754,Afternoon,,,27.2,Rough Handling,Damaged during loading,141
WST_312537,2025-03-19 21:02:26,Willowvale_Plant,post_dispatch,Seed Loaf,56,Expired,,Morning,RT_037,STORE_030,22.9,Rough Handling,Expired on shelf,56
WST_301951,2025-01-20 14:23:59,Shepperton_Plant,post_dispatch,Whole Wheat,29,Crushed,,Afternoon,RT_013,STORE_136,25.4,Heat Damage,,29
WST_313337,2025-05-24 18:33:43,Willowvale_Plant,production,High Energy White,93,Stale,BATCH_10697,Morning,,,18.9,Sun Exposure,,93
WST_300351,2025-02-11 19:30:10,Willowvale_Plant,production,Soft White,76,Damaged Packaging,BATCH_28648,Afternoon,,,18.6,Condensation,Customer returned,76
WST_311219,2025-05-12 05:24:39,Shepperton_Plant,production,Soft White,173,Mould Growth,BATCH_15958,Morning,,,26.6,Heat Damage,,173
WST_300983,2025-03-28 05:20:07,Willowvale_Plant,production,Soft White,52,Underweight,BATCH_13164,Night,,,24.8,Normal,Customer returned,52
WST_305480,2025-07-04 11:51:35,Willowvale_Plant,production,Seed Loaf,8,Crushed,BATCH_29351,Afternoon,,,21.4,Heat Damage,,8
WST_311033,2025-07-30 07:45:05,Shepperton_Plant,production,High Energy Brown,54,Crushed,BATCH_13582,Afternoon,,,18.7,Heat Damage,,54
WST_306702,2025-04-07 08:20:58,Willowvale_Plant,production,Soft White,162,Mould Growth,BATCH_19057,Night,,,23.8,Heat Damage,Damaged during loading,162
WST_304797,2025-02-22 05:40:07,Willowvale_Plant,production,High Energy White,109,Mould Growth,BATCH_23531,Morning,,,32.7,Rough Handling,Expired on shelf,109
WST_309639,2025-04-20 00:27:37,Shepperton_Plant,production,High Energy Brown,117,Contaminated,BATCH_16261,Afternoon,,,19.3,Sun Exposure,Customer returned,117
WST_303662,2025-03-11 13:30:24,Willowvale_Plant,post_dispatch,Family Loaf,13,Underweight,,Afternoon,RT_047,STORE_062,23.7,Rough Handling,,13
WST_309034,2025-06-05 03:26:37,Willowvale_Plant,production,Whole Wheat,18,Returned Unsold,BATCH_25735,Night,,,22.0,Condensation,Customer returned,18
WST_306947,2025-01-20 05:29:02,Shepperton_Plant,post_dispatch,Soft White,8,Crushed,,Morning,RT_043,STORE_005,38.0,Condensation,,8
WST_304657,2025-04-21 08:02:25,Willowvale_Plant,post_dispatch,Seed Loaf,88,Expired,,Morning,RT_052,STORE_018,20.2,Rough Handling,,88
WST_306414,2025-04-02 16:05:37,Shepperton_Plant,post_dispatch,High Energy Brown,26,Underweight,,Morning,RT_050,STORE_046,25.6,Heat Damage,,26
WST_307194,2025-05-24 09:54:30,Willowvale_Plant,production,Whole Wheat,61,Returned Unsold,BATCH_25296,Afternoon,,,23.5,Normal,Customer returned,61
WST_307887,2025-06-29 03:24:07,Shepperton_Plant,production,Seed Loaf,21,Damaged Packaging,BATCH_12859,Night,,,26.1,Sun Exposure,Customer returned,21
WST_303150,2025-04-15 08:51:37,Shepperton_Plant,post_dispatch,High Energy Brown,89,Stale,,Afternoon,RT_059,STORE_114,25.8,Rough Handling,Expired on shelf,89
WST_308817,2025-02-25 03:42:38,Shepperton_Plant,post_dispatch,High Energy Brown,68,Quality Failure,,Morning,RT_048,STORE_156,21.7,Heat Damage,,68
WST_308366,2025-02-26 02:44:03,Shepperton_Plant,production,Seed Loaf,139,Underweight,BATCH_16492,Afternoon,,,21.8,Rough Handling,,139
WST_304813,2025-06-12 08:33:11,Willowvale_Plant,production,Soft White,138,Contaminated,BATCH_22781,Morning,,,19.8,Sun Exposure,,138
WST_308170,2025-01-27 22:52:47,Shepperton_Plant,production,High Energy Brown,39,Returned Unsold,BATCH_19339,Afternoon,,,25.3,Condensation,Expired on shelf,39
WST_310098,2025-07-24 07:40:54,Shepperton_Plant,post_dispatch,Soft White,67,Mould Growth,,Night,RT_045,STORE_165,21.4,Normal,Customer returned,67
WST_305969,2025-02-10 08:52:04,Willowvale_Plant,production,Soft White,151,Contaminated,BATCH_23639,Morning,,,26.5,Rough Handling,,151
WST_313389,2025-03-11 11:54:35,Willowvale_Plant,post_dispatch,High Energy White,28,Expired,,Afternoon,RT_010,STORE_056,19.2,Heat Damage,,28
WST_312202,2025-01-25 16:38:40,Shepperton_Plant,production,High Energy Brown,16,Mould Growth,BATCH_27028,Afternoon,,,18.7,Rough Handling,Damaged during loading,16
WST_305143,2025-02-12 20:29:50,Shepperton_Plant,production,High Energy Brown,110,Underweight,BATCH_11796,Afternoon,,,18.3,Normal,Damaged during loading,110
WST_302939,2025-05-16 06:56:02,Willowvale_Plant,production,Soft White,7,Damaged Packaging,BATCH_15935,Morning,,,22.3,Rough Handling,,7
WST_308812,2025-07-16 11:06:26,Willowvale_Plant,production,Wholegrain Brown,85,Burnt/Overbaked,BATCH_18207,Night,,,23.4,Rough Handling,Damaged during loading,85
WST_309737,2025-01-03 11:03:48,Shepperton_Plant,post_dispatch,Seed Loaf,82,Crushed,,Night,RT_027,STORE_112,20.0,Sun Exposure,Expired on shelf,82
WST_304510,2025-01-31 21:48:12,Willowvale_Plant,production,Whole Wheat,34,Expired,BATCH_27559,Afternoon,,,19.0,Normal,,34
WST_301340,2025-06-05 09:38:36,Shepperton_Plant,post_dispatch,Seed Loaf,60,Damaged Packaging,,Afternoon,RT_006,STORE_187,37.4,Normal,,60
WST_313197,2025-05-31 08:44:12,Shepperton_Plant,post_dispatch,Soft White,50,Damaged Packaging,,Afternoon,RT_011,STORE_193,24.4,Rough Handling,Customer returned,50
WST_301391,2025-01-06 23:59:09,Shepperton_Plant,post_dispatch,Wholegrain Brown,27,Mould Growth,,Night,RT_009,STORE_141,20.0,Sun Exposure,,27
WST_309072,2025-07-04 14:23:42,Shepperton_Plant,production,Seed Loaf,36,Contaminated,BATCH_12339,Night,,,35.8,Rough Handling,Damaged during loading,36
WST_312114,2025-04-01 08:46:44,Shepperton_Plant,post_dispatch,Seed Loaf,157,Expired,,Morning,RT_009,STORE_116,20.2,Rough Handling,,157
WST_310328,2025-02-18 02:09:27,Willowvale_Plant,post_dispatch,Whole Wheat,28,Burnt/Overbaked,,Morning,RT_012,STORE_143,19.6,Heat Damage,Customer returned,28
WST_310914,2025-02-09 21:43:42,Willowvale_Plant,post_dispatch,Soft White,81,Mould Growth,,Night,RT_032,STORE_094,27.3,Heat Damage,,81
WST_311760,2025-06-04 01:08:19,Willowvale_Plant,production,High Energy Brown,46,Mould Growth,BATCH_11019,Morning,,,19.4,Rough Handling,,46
WST_310336,2025-04-30 07:48:25,Shepperton_Plant,production,Seed Loaf,86,Quality Failure,BATCH_12394,Afternoon,,,18.7,Condensation,Expired on shelf,86
WST_308473,2025-07-12 15:32:21,Shepperton_Plant,production,High Energy White,133,Returned Unsold,BATCH_23863,Morning,,,24.6,Sun Exposure,Damaged during loading,133
WST_306146,2025-06-25 14:44:51,Willowvale_Plant,production,Wholegrain Brown,26,Damaged Packaging,BATCH_24223,Morning,,,21.5,Heat Damage,Customer returned,26
WST_306367,2025-01-15 19:31:38,Shepperton_Plant,production,Whole Wheat,24,Stale,BATCH_10032,Morning,,,25.2,Sun Exposure,,24
WST_301583,2025-05-11 03:30:02,Willowvale_Plant,production,Soft White,107,Returned Unsold,BATCH_27469,Night,,,18.4,Normal,Customer returned,107
WST_301412,2025-02-07 03:40:16,Willowvale_Plant,post_dispatch,High Energy White,157,Damaged Packaging,,Night,RT_060,STORE_175,23.3,Sun Exposure,Expired on shelf,157
WST_303503,2025-05-31 21:41:02,Willowvale_Plant,post_dispatch,Family Loaf,178,Returned Unsold,,Afternoon,RT_023,STORE_097,27.5,Heat Damage,,178
WST_312996,2025-01-15 12:05:59,Willowvale_Plant,post_dispatch,Milk1L,125,Expired,,Morning,RT_057,STORE_019,19.1,Normal,,125
WST_302256,2025-07-16 13:41:43,Shepperton_Plant,post_dispatch,High Energy Brown,110,Contaminated,,Morning,RT_013,STORE_035,32.5,Normal,Expired on shelf,110
WST_311813,2025-07-26 22:03:56,Willowvale_Plant,post_dispatch,Family Loaf,260,Damaged Packaging,,Afternoon,RT_009,STORE_129,37.7,Sun Exposure,,260
WST_310497,2025-06-01 15:02:41,Shepperton_Plant,production,Whole Wheat,146,Stale,BATCH_27036,Afternoon,,,24.8,Rough Handling,,146
WST_306120,2025-01-24 19:23:37,Willowvale_Plant,post_dispatch,Whole Wheat,79,Stale,,Morning,RT_057,STORE_107,18.2,Sun Exposure,Expired on shelf,79
WST_302212,2025-04-19 02:40:54,Willowvale_Plant,production,Soft White,83,Underweight,BATCH_19006,Morning,,,23.2,Rough Handling,Customer returned,83
WST_305603,2025-07-29 16:24:38,Willowvale_Plant,post_dispatch,Soft White,11,Returned Unsold,,Morning,RT_056,STORE_052,18.2,Rough Handling,Damaged during loading,11
WST_302622,2025-07-22 12:10:23,Willowvale_Plant,production,Family Loaf,173,Stale,BATCH_26129,Afternoon,,,20.3,Heat Damage,,173
WST_309782,2025-05-13 15:02:09,Willowvale_Plant,production,High Energy Brown,97,Stale,BATCH_19893,Night,,,24.7,Condensation,Damaged during loading,97
WST_306004,2025-03-17 21:34:02,Willowvale_Plant,production,Soft White,74,Underweight,BATCH_24279,Morning,,,22.5,Sun Exposure,Damaged during loading,74
WST_305417,2025-01-30 11:56:40,Shepperton_Plant,post_dispatch,Family Loaf,26,Quality Failure,,Afternoon,RT_016,STORE_155,25.2,Normal,Expired on shelf,26
WST_304938,2025-05-26 20:00:30,Shepperton_Plant,production,Soft White,72,Expired,BATCH_11169,Night,,,19.7,Heat Damage,Damaged during loading,72
WST_310260,2025-06-17 00:57:25,Willowvale_Plant,post_dispatch,High Energy White,10,Burnt/Overbaked,,Morning,RT_032,STORE_042,25.1,Condensation,Customer returned,10
WST_303624,2025-07-24 16:07:46,Shepperton_Plant,production,High Energy Brown,157,Contaminated,BATCH_23045,Afternoon,,,24.5,Normal,Customer returned,157
WST_303158,2025-06-22 09:07:50,Shepperton_Plant,production,High Energy Brown,169,Mould Growth,BATCH_23511,Night,,,24.2,Normal,Damaged during loading,169
WST_304267,2025-01-31 18:49:46,Shepperton_Plant,post_dispatch,Soft White,109,Expired,,Afternoon,RT_044,STORE_101,20.7,Condensation,,109
WST_313049,2025-03-17 18:47:32,Willowvale_Plant,post_dispatch,Seed Loaf,122,Stale,,Morning,RT_049,STORE_089,30.6,Normal,,122
WST_311527,2025-07-12 19:49:43,Shepperton_Plant,production,Milk1L,145,Expired,BATCH_27130,Night,,,26.9,Sun Exposure,Damaged during loading,145
WST_300463,2025-05-23 17:32:22,Willowvale_Plant,production,High Energy White,108,Burnt/Overbaked,BATCH_23813,Afternoon,,,42.2,Heat Damage,Customer returned,108
WST_301754,2025-05-05 05:06:42,Willowvale_Plant,production,Whole Wheat,171,Underweight,BATCH_12629,Night,,,34.5,Heat Damage,Customer returned,171
WST_310287,2025-06-17 03:37:40,Shepperton_Plant,post_dispatch,Wholegrain Brown,115,Expired,,Afternoon,RT_057,STORE_063,20.2,Rough Handling,Expired on shelf,115
WST_308655,2025-03-08 10:53:58,Shepperton_Plant,production,High Energy Brown,65,Returned Unsold,BATCH_20182,Morning,,,37.6,Condensation,Customer returned,65
WST_305638,2025-06-01 20:02:12,Willowvale_Plant,post_dispatch,Seed Loaf,157,Stale,,Morning,RT_008,STORE_134,18.9,Sun Exposure,,157
WST_308471,2025-04-23 06:22:35,Willowvale_Plant,production,Wholegrain Brown,163,Burnt/Overbaked,BATCH_16158,Afternoon,,,21.9,Sun Exposure,,163
WST_306380,2025-07-12 18:33:57,Willowvale_Plant,post_dispatch,Family Loaf,95,Stale,,Afternoon,RT_009,STORE_077,21.0,Condensation,Expired on shelf,95
WST_308067,2025-03-08 19:02:18,Willowvale_Plant,production,Whole Wheat,14,Quality Failure,BATCH_27534,Afternoon,,,22.0,Sun Exposure,Customer returned,14
WST_310979,2025-01-29 11:58:02,Shepperton_Plant,production,Whole Wheat,91,Crushed,BATCH_16774,Morning,,,20.0,Sun Exposure,Damaged during loading,91
WST_300378,2025-06-05 21:42:17,Shepperton_Plant,post_dispatch,Whole Wheat,150,Stale,,Morning,RT_061,STORE_157,24.2,Rough Handling,,150
WST_303106,2025-03-27 14:24:33,Shepperton_Plant,production,High Energy White,126,Stale,BATCH_13704,Night,,,27.9,Heat Damage,,126
