return_id,timestamp,route_id,retailer_id,sku,qty_returned,reason_code,notes,temperature_at_return,handling_condition,qty returned 
RET_208629,2025-04-17 00:00:30,RT_032,STORE_071,Soft White,97,Damaged Packaging,Damaged on shelf,18.3,Normal,97
RET_206004,2025-03-17 21:34:02,RT_068,STORE_049,High Energy White,83,Expired,Late delivery,26.3,Normal,83
RET_205417,2025-01-30 11:56:40,RT_053,STORE_125,High Energy White,58,Damaged Packaging,,26.5,Exposure to Sun,58
RET_204938,2025-05-26 20:00:30,RT_063,STORE_052,Soft White,210,Expired,,22.6,Temperature Abuse,210
RET_209546,2025-04-17 11:21:20,RT_042,STORE_028,Wholegrain Brown,39,Stale,Damaged on shelf,24.1,Exposure to Sun,39
RET_203624,2025-07-24 16:07:46,RT_042,STORE_144,Whole grain Brown,21,Expired,Packaging issue,36.6,Exposure to Sun,21
RET_212634,2025-02-26 00:14:02,RT_048,STORE_082,Wholegrain Brown,14,Returned Unsold,Late delivery,27.0,Condensation,14
RET_204267,2025-01-31 18:49:46,RT_038,STORE_190,Wholegrain Brown,58,Expired,Damaged on shelf,26.1,Temperature Abuse,58
RET_211733,2025-07-17 10:25:13,RT_024,STORE_141,Family Loaf,2,Crushed/Squashed,Late delivery,23.6,Condensation,2
RET_200463,2025-05-23 17:32:22,RT_061,STORE_111,High Energy Brown,29,Stale,Damaged on shelf,20.5,Exposure to Sun,29
RET_201754,2025-05-05 05:06:42,RT_008,STORE_158,High Energy Brown,49,Stale,Late delivery,20.0,Exposure to Sun,49
RET_211860,2025-03-30 12:17:22,RT_026,STORE_066,Family Loaf,35,Expired,Customer complaints,26.6,Poor Handling,35
RET_207883,2025-07-12 16:58:39,RT_025,STORE_146,High Energy Brown,12,Damaged Packaging,Damaged on shelf,20.6,Temperature Abuse,12
RET_205638,2025-06-01 20:02:12,RT_007,STORE_024,Whole Wheat,28,Mould Growth,Packaging issue,,Condensation,28
RET_207556,2025-04-25 13:17:22,RT_028,STORE_033,Seed Loaf,57,Mould Growth,,24.0,Normal,57
RET_206380,2025-07-12 18:33:57,RT_045,STORE_145,High Energy White,25,Crushed/Squashed,Late delivery,28.0,Poor Handling,25
RET_206935,2025-01-21 07:01:53,RT_002,STORE_120,Wholegrain Brown,26,Returned Unsold,Customer complaints,18.0,Temperature Abuse,26
RET_209462,2025-06-10 09:59:43,RT_062,STORE_051,Whole Wheat,98,Wrong Delivery,,20.2,Normal,98
RET_200378,2025-06-05 21:42:17,RT_063,STORE_128,Wholegrain Brown,55,Wrong Delivery,Customer complaints,24.1,Normal,55
RET_203106,2025-03-27 14:24:33,RT_047,STORE_103,Seed Loaf,24,Damaged Packaging,Late delivery,21.7,Poor Handling,24
RET_204803,2025-03-29 07:04:02,RT_041,STORE_165,Seed Loaf,80,Mould Growth,,18.0,Temperature Abuse,80
RET_201335,2025-02-02 02:28:27,RT_059,STORE_170,Family Loaf,87,Wrong Delivery,,27.3,Exposure to Sun,87
RET_211492,2025-07-12 12:54:17,RT_049,STORE_083,High Energy White,10,Mould Growth,Damaged on shelf,18.3,Condensation,10
RET_212667,2025-01-25 17:50:10,RT_027,STORE_041,Wholegrain Brown,143,Expired,Damaged on shelf,24.1,Exposure to Sun,143
RET_202716,2025-06-09 07:15:00,RT_003,STORE_158,Wholegrain Brown,17,Wrong Delivery,Customer complaints,21.7,Temperature Abuse,17
RET_208370,2025-04-29 12:29:47,RT_022,STORE_009,Seed Loaf,21,Mould Growth,Damaged on shelf,30.2,Exposure to Sun,21
RET_207484,2025-05-04 00:16:12,RT_025,STORE_097,Wholegrain Brown,22,Returned Unsold,,28.0,Condensation,22
RET_205446,2025-03-07 23:37:28,RT_025,STORE_066,Wholegrain Brown,26,Damaged Packaging,Customer complaints,22.8,Condensation,26
RET_208968,2025-05-05 07:33:49,RT_057,STORE_056,Seed Loaf,3,Stale,,30.6,Normal,3
RET_211785,2025-02-08 04:19:31,RT_038,STORE_099,High Energy Brown,103,Mould Growth,Packaging issue,25.3,Normal,103
RET_208455,2025-02-28 09:30:16,RT_047,STORE_051,Wholegrain Brown,75,Returned Unsold,Packaging issue,20.3,Exposure to Sun,75
RET_201811,2025-06-10 10:58:49,RT_012,STORE_034,Seed Loaf,16,Damaged Packaging,Damaged on shelf,23.7,Condensation,16
RET_206322,2025-01-14 18:18:58,RT_008,STORE_035,High Energy White,42,Expired,,27.0,Poor Handling,42
RET_208366,2025-02-26 02:44:03,RT_052,STORE_183,Seed Loaf,21,Returned Unsold,Damaged on shelf,18.1,Poor Handling,21
RET_207884,2025-01-12 09:44:21,RT_013,STORE_072,Whole Wheat,105,Crushed/Squashed,Customer complaints,22.4,Condensation,105
RET_201894,2025-03-29 16:03:07,RT_061,STORE_070,Whole Wheat,23,Damaged Packaging,Packaging issue,24.5,Temperature Abuse,23
RET_209642,2025-07-08 00:05:48,RT_017,STORE_029,Soft White,23,Crushed/Squashed,Damaged on shelf,20.1,Temperature Abuse,23
RET_207516,2025-05-20 12:24:00,RT_011,STORE_138,Soft White,66,Stale,,23.4,Normal,66
RET_210184,2025-04-22 01:53:00,RT_051,STORE_150,Soft White,30,Wrong Delivery,Packaging issue,19.8,Condensation,30
RET_208759,2025-01-09 07:24:44,RT_008,STORE_031,Seed Loaf,52,Returned Unsold,Damaged on shelf,18.6,Poor Handling,52
RET_206221,2025-06-11 14:25:13,RT_013,STORE_159,Whole Wheat,17,Expired,Late delivery,18.1,Normal,17
RET_207752,2025-04-11 21:55:36,RT_017,STORE_026,Seed Loaf,57,Wrong Delivery,Packaging issue,21.1,Condensation,57
RET_201189,2025-06-16 08:22:08,RT_019,STORE_042,Whole Wheat,4,Damaged Packaging,,20.6,Condensation,4
RET_205194,2025-04-13 02:25:49,RT_026,STORE_037,High Energy White,21,Damaged Packaging,Damaged on shelf,18.2,Temperature Abuse,21
RET_208742,2025-01-22 23:04:25,RT_056,STORE_197,High Energy Brown,40,Mould Growth,Packaging issue,23.0,Normal,40
RET_208072,2025-02-02 07:27:51,RT_039,STORE_007,High Energy Brown,87,Crushed/Squashed,Packaging issue,23.6,Temperature Abuse,87
RET_207040,2025-06-04 17:24:44,RT_053,STORE_087,Wholegrain Brown,29,Returned Unsold,Damaged on shelf,21.9,Condensation,29
RET_203454,2025-07-27 08:17:07,RT_048,STORE_050,Seed Loaf,43,Wrong Delivery,,27.3,Condensation,43
RET_208622,2025-02-22 18:31:52,RT_026,STORE_038,High Energy White,96,Expired,,21.7,Normal,96
RET_207501,2025-03-26 15:54:55,RT_018,STORE_007,Whole Wheat,13,Mould Growth,Late delivery,23.2,Condensation,13
RET_206877,2025-04-30 06:26:43,RT_001,STORE_080,Soft White,140,Mould Growth,Customer complaints,22.3,Temperature Abuse,140
RET_206983,2025-05-24 11:08:42,RT_022,STORE_084,Soft White,52,Mould Growth,Damaged on shelf,18.2,Poor Handling,52
RET_211019,2025-05-20 18:35:02,RT_036,STORE_185,Soft White,44,Returned Unsold,Customer complaints,28.0,Condensation,44
RET_206428,2025-01-02 17:14:29,RT_010,STORE_150,Whole Wheat,15,Damaged Packaging,Damaged on shelf,20.9,Temperature Abuse,15
RET_206925,2025-06-04 13:54:55,RT_062,STORE_071,Seed Loaf,99,Returned Unsold,Packaging issue,22.8,Normal,99
RET_209008,2025-04-28 13:47:07,RT_062,STORE_133,Whole Wheat,105,Stale,Customer complaints,25.7,Normal,105
RET_209743,2025-05-13 15:38:03,RT_040,STORE_034,Soft White,23,Stale,,26.0,Temperature Abuse,23
RET_204613,2025-01-13 03:22:46,RT_059,STORE_004,Soft White,102,Stale,Packaging issue,25.3,Poor Handling,102
RET_203992,2025-01-16 12:24:43,RT_043,STORE_171,Whole Wheat,76,Mould Growth,,25.1,Exposure to Sun,76
RET_206691,2025-02-06 00:31:01,RT_069,STORE_101,Soft White,46,Crushed/Squashed,Customer complaints,25.9,Condensation,46
RET_212089,2025-03-10 20:43:02,RT_010,STORE_101,Whole Wheat,106,Damaged Packaging,Packaging issue,42.3,Temperature Abuse,106
RET_201030,2025-02-07 19:20:02,RT_022,STORE_086,Family Loaf,64,Mould Growth,Packaging issue,22.2,Exposure to Sun,64
RET_207981,2025-01-06 14:23:11,RT_028,STORE_119,Whole Wheat,32,Expired,,22.8,Temperature Abuse,32
RET_202220,2025-01-07 13:14:48,RT_040,STORE_110,High Energy White,102,Damaged Packaging,,26.4,Normal,102
RET_203774,2025-06-24 23:21:55,RT_056,STORE_177,Wholegrain Brown,114,Mould Growth,Customer complaints,34.7,Normal,114
RET_209271,2025-02-08 08:28:43,RT_007,STORE_080,Family Loaf,60,Returned Unsold,Customer complaints,22.2,Poor Handling,60
RET_210611,2025-06-03 20:23:19,RT_018,STORE_044,Whole Wheat,65,Expired,Late delivery,22.9,Poor Handling,65
RET_212018,2025-05-30 15:09:31,RT_050,STORE_169,Seed Loaf,30,Wrong Delivery,Late delivery,39.5,Poor Handling,30
RET_201755,2025-04-14 00:08:11,RT_059,STORE_076,Family Loaf,119,Returned Unsold,Packaging issue,24.0,Normal,119
RET_212684,2025-03-13 05:20:08,RT_045,STORE_110,Wholegrain Brown,118,Wrong Delivery,Late delivery,23.8,Temperature Abuse,118
RET_209553,2025-04-09 22:58:26,RT_030,STORE_041,High Energy Brown,81,Wrong Delivery,,20.2,Temperature Abuse,81
RET_209152,2025-04-07 03:29:06,RT_032,STORE_188,Wholegrain Brown,101,Returned Unsold,Customer complaints,25.2,Exposure to Sun,101
RET_204327,2025-04-10 01:39:16,RT_026,STORE_131,High Energy Brown,98,Damaged Packaging,Late delivery,27.7,Exposure to Sun,98
RET_211162,2025-03-25 01:23:05,RT_048,STORE_142,High Energy Brown,89,Returned Unsold,,19.2,Temperature Abuse,89
RET_200110,2025-07-25 10:46:04,RT_006,STORE_199,Family Loaf,7,Crushed/Squashed,Customer complaints,24.1,Normal,7
RET_212391,2025-06-13 22:46:04,RT_002,STORE_155,Wholegrain Brown,30,Expired,,18.3,Poor Handling,30
RET_209690,2025-02-27 04:22:40,RT_020,STORE_164,Family Loaf,96,Stale,,26.8,Normal,96
RET_210580,2025-02-03 02:13:44,RT_026,STORE_150,Seed Loaf,1,Stale,Damaged on shelf,18.4,Condensation,1
RET_205731,2025-05-14 04:45:20,RT_059,STORE_196,Seed Loaf,22,Mould Growth,,20.1,Condensation,22
RET_202917,2025-03-22 02:46:23,RT_019,STORE_146,Wholegrain Brown,177,Wrong Delivery,Packaging issue,24.4,Condensation,177
RET_211389,2025-02-03 10:27:31,RT_054,STORE_161,Wholegrain Brown,105,Mould Growth,,22.2,Poor Handling,105
RET_211909,2025-04-14 22:18:16,RT_055,STORE_134,High Energy White,42,Mould Growth,Damaged on shelf,21.1,Exposure to Sun,42
RET_206326,2025-04-24 21:34:10,RT_016,STORE_010,Soft White,108,Crushed/Squashed,,20.3,Temperature Abuse,108
RET_201515,2025-04-23 13:29:05,RT_024,STORE_075,Seed Loaf,55,Returned Unsold,Packaging issue,25.9,Condensation,55
RET_212344,2025-03-25 00:28:57,RT_026,STORE_004,High Energy Brown,91,Damaged Packaging,Packaging issue,18.9,Temperature Abuse,91
RET_212046,2025-01-21 07:25:41,RT_027,STORE_129,Whole Wheat,29,Wrong Delivery,,18.3,Condensation,29
RET_212760,2025-02-27 11:37:17,RT_058,STORE_099,Seed Loaf,82,Returned Unsold,,21.1,Normal,82
RET_210982,2025-02-21 05:50:31,RT_020,STORE_188,High Energy White,36,Mould Growth,,21.0,Poor Handling,36
RET_202263,2025-06-25 05:40:49,RT_052,STORE_113,Soft White,56,Crushed/Squashed,Packaging issue,24.1,Exposure to Sun,56
RET_207756,2025-01-27 10:49:22,RT_006,STORE_090,Wholegrain Brown,75,Damaged Packaging,Late delivery,27.4,Temperature Abuse,75
RET_209002,2025-04-30 01:21:19,RT_036,STORE_064,Family Loaf,48,Expired,Damaged on shelf,20.1,Temperature Abuse,48
RET_211624,2025-03-24 21:44:28,RT_066,STORE_070,High Energy White,14,Mould Growth,Packaging issue,21.9,Condensation,14
RET_211154,2025-05-30 21:52:24,RT_056,STORE_066,Soft White,96,Mould Growth,Customer complaints,25.5,Exposure to Sun,96
RET_200893,2025-03-27 14:15:50,,STORE_072,Wholegrain Brown,28,Damaged Packaging,,19.9,Condensation,28
RET_201490,2025-01-27 21:07:46,RT_047,STORE_076,High Energy Brown,27,Stale,Customer complaints,25.9,Normal,27
RET_201850,2025-03-03 04:51:53,,STORE_076,Family Loaf,109,Returned Unsold,Customer complaints,24.3,Poor Handling,109
RET_209594,2025-04-20 17:25:31,RT_006,STORE_186,Soft White,74,Crushed/Squashed,Late delivery,27.8,Exposure to Sun,74
RET_208686,2025-06-24 12:28:55,RT_058,STORE_103,High Energy Brown,83,Wrong Delivery,Late delivery,19.8,Condensation,83
RET_200324,2025-03-15 03:28:27,RT_010,STORE_140,Soft White,59,Damaged Packaging,Damaged on shelf,33.2,Normal,59
RET_201215,2025-06-06 05:25:27,RT_045,STORE_129,Soft White,82,Stale,Late delivery,24.3,Poor Handling,82
RET_202933,2025-07-24 06:39:04,RT_042,STORE_002,Family Loaf,117,Mould Growth,Customer complaints,25.5,Exposure to Sun,117
RET_204689,2025-04-16 19:38:13,RT_009,STORE_060,Soft White,101,Mould Growth,Late delivery,19.5,Temperature Abuse,101
RET_209666,2025-03-17 13:35:25,RT_062,STORE_122,Whole Wheat,66,Damaged Packaging,Packaging issue,19.7,Temperature Abuse,66
RET_209373,2025-07-27 08:50:07,RT_024,STORE_083,Soft White,12,Mould Growth,Packaging issue,20.6,Condensation,12
RET_212272,2025-02-23 12:08:20,RT_063,STORE_156,Family Loaf,81,Expired,Customer complaints,18.5,Condensation,81
RET_212001,2025-05-11 17:36:57,RT_006,STORE_048,Soft White,63,Damaged Packaging,Damaged on shelf,24.5,Exposure to Sun,63
RET_212940,2025-01-08 01:46:44,RT_027,STORE_193,Wholegrain Brown,89,Wrong Delivery,Customer complaints,20.8,Normal,89
RET_201129,2025-06-13 16:43:05,RT_052,STORE_126,Soft White,58,Stale,Damaged on shelf,23.3,Poor Handling,58
RET_200731,2025-04-09 00:44:32,RT_030,STORE_143,Family Loaf,93,Wrong Delivery,Packaging issue,26.0,Exposure to Sun,93
RET_202918,2025-03-17 13:02:05,RT_031,STORE_133,High Energy White,27,Expired,Packaging issue,27.2,Temperature Abuse,27
RET_206872,2025-03-15 03:10:53,RT_022,STORE_110,Family Loaf,32,Damaged Packaging,,19.6,Exposure to Sun,32
RET_203084,2025-01-05 21:55:28,RT_038,STORE_149,High Energy Brown,50,Returned Unsold,,18.2,Poor Handling,50
RET_204588,2025-05-22 03:18:49,RT_058,STORE_121,Wholegrain Brown,13,Damaged Packaging,Damaged on shelf,27.2,Normal,13
RET_204304,2025-03-14 10:17:18,RT_016,STORE_061,Seed Loaf,7,Mould Growth,,33.2,Exposure to Sun,7
RET_202795,Feb 30 2025,RT_014,STORE_098,High Energy Brown,67,Wrong Delivery,Packaging issue,24.0,Normal,67
RET_206840,2025-06-26 18:02:37,RT_069,STORE_009,Wholegrain Brown,7,Wrong Delivery,,37.4,Temperature Abuse,7
RET_200798,2025-05-01 01:38:24,RT_017,STORE_154,Wholegrain Brown,36,Mould Growth,Damaged on shelf,21.6,Poor Handling,36
RET_206232,2025-02-01 17:20:55,RT_003,STORE_172,Seed Loaf,25,Wrong Delivery,Late delivery,23.4,Condensation,25
RET_200734,2025-07-07 12:55:05,RT_014,STORE_005,Wholegrain Brown,107,Wrong Delivery,Late delivery,20.2,Condensation,107
RET_209026,2025-03-01 10:03:03,RT_027,STORE_041,Whole Wheat,90,Returned Unsold,,18.8,Condensation,90
RET_202244,2025-04-26 14:33:20,RT_068,STORE_052,High Energy Brown,89,Crushed/Squashed,Late delivery,19.7,Poor Handling,89
RET_200178,2025-03-15 01:55:27,RT_055,STORE_187,Seed Loaf,16,Stale,Customer complaints,23.4,Condensation,16
RET_209043,2025-04-11 10:26:36,RT_050,STORE_180,Whole Wheat,35,Damaged Packaging,Damaged on shelf,19.9,Condensation,35
RET_209901,2025-06-30 14:30:23,RT_044,STORE_144,Soft White,40,Expired,Late delivery,23.0,Poor Handling,40
RET_201174,2025-03-19 22:20:15,RT_063,STORE_024,High Energy White,73,Damaged Packaging,,34.6,Temperature Abuse,73
RET_207229,2025-05-11 15:32:47,RT_032,STORE_104,Whole Wheat,2,Wrong Delivery,Packaging issue,21.4,Temperature Abuse,2
RET_209058,2025-02-04 22:46:19,RT_005,STORE_078,High Energy Brown,82,Damaged Packaging,Customer complaints,25.4,Exposure to Sun,82
RET_201831,2025-06-01 19:35:15,RT_031,STORE_186,Soft White,23,Expired,Late delivery,26.5,Temperature Abuse,23
RET_210559,2025-06-12 12:08:03,RT_055,STORE_159,Soft White,111,Stale,Damaged on shelf,20.3,Normal,111
RET_207379,2025-06-02 17:19:08,RT_016,STORE_003,High Energy Brown,97,Expired,Late delivery,32.9,Poor Handling,97
RET_212939,2025-01-15 19:32:18,RT_014,STORE_091,Wholegrain Brown,4,Crushed/Squashed,Packaging issue,26.5,Condensation,4
RET_201781,2025-03-06 08:14:37,RT_018,STORE_137,High Energy White,52,Expired,,24.5,Poor Handling,52
RET_203201,2025-07-06 14:06:53,RT_046,STORE_114,Seed Loaf,23,Damaged Packaging,Packaging issue,20.1,Poor Handling,23
RET_200198,2025-04-29 13:58:54,RT_038,STORE_102,Seed Loaf,14,Damaged Packaging,Customer complaints,21.9,Normal,14
RET_206451,2025-01-22 16:02:34,RT_045,STORE_041,Wholegrain Brown,26,Crushed/Squashed,Late delivery,21.0,Condensation,26
RET_210717,2025-05-25 20:22:03,RT_067,STORE_151,Family Loaf,101,Damaged Packaging,,26.3,Temperature Abuse,101
RET_204087,2025-04-03 19:54:57,RT_014,STORE_074,Seed Loaf,59,Damaged Packaging,Late delivery,19.1,Temperature Abuse,59
RET_205193,2025-06-19 19:16:49,RT_014,STORE_090,Seed Loaf,104,Mould Growth,Customer complaints,22.1,Poor Handling,104
RET_200548,2025-01-31 21:04:27,RT_025,STORE_125,Seed Loaf,61,Expired,,25.4,Condensation,61
RET_203339,2025-05-25 14:16:47,RT_011,STORE_045,Coke500ml,30,Damaged Packaging,,18.0,Condensation,30
RET_212325,2025-06-22 06:23:13,RT_054,STORE_014,High Energy Brown,105,Expired,,34.2,Temperature Abuse,105
RET_207864,2025-03-28 20:32:41,RT_029,STORE_048,Whole Wheat,61,Wrong Delivery,Packaging issue,35.0,Condensation,61
RET_207819,2025-07-20 09:11:44,RT_043,STORE_073,Soft White,2,Returned Unsold,Damaged on shelf,18.9,Poor Handling,2
RET_208159,2025-04-08 13:39:08,RT_002,STORE_013,Whole Wheat,36,Crushed/Squashed,,22.0,Condensation,36
RET_202532,2025-01-16 20:21:17,RT_002,STORE_023,Whole Wheat,58,Returned Unsold,Damaged on shelf,20.8,Condensation,58
RET_209390,2025-06-25 10:52:08,RT_038,STORE_105,High Energy Brown,2,Crushed/Squashed,,43.8,Condensation,2
RET_202314,2025-05-30 08:08:04,RT_064,STORE_035,Whole Wheat,81,Mould Growth,Damaged on shelf,23.9,Exposure to Sun,81
RET_210502,2025-03-18 04:17:11,RT_063,STORE_074,Family Loaf,114,Wrong Delivery,Packaging issue,21.4,Condensation,114
RET_209293,2025-02-20 13:45:35,RT_067,STORE_122,Whole Wheat,17,Mould Growth,Damaged on shelf,25.8,Temperature Abuse,17
RET_210771,2025-06-27 15:30:46,RT_069,STORE_112,Soft White,75,Expired,Damaged on shelf,19.6,Normal,75
RET_206853,2025-01-08 04:42:27,RT_010,STORE_163,High Energy Brown,57,Crushed/Squashed,Late delivery,27.8,Condensation,57
RET_200066,2025-07-30 16:18:08,RT_002,STORE_048,Wholegrain Brown,28,Stale,Damaged on shelf,24.7,Normal,28
RET_205127,2025-03-04 03:28:57,RT_050,STORE_021,Wholegrain Brown,51,Returned Unsold,,25.1,Exposure to Sun,51
RET_204712,2025-03-06 14:37:46,RT_010,STORE_122,High Energy White,28,Wrong Delivery,,23.4,Poor Handling,28
RET_205214,2025-01-26 05:35:39,RT_048,STORE_095,High Energy Brown,98,Crushed/Squashed,Customer complaints,21.5,Condensation,98
RET_203260,2025-02-03 10:09:17,RT_033,STORE_055,Wholegrain Brown,45,Stale,,26.8,Exposure to Sun,45
RET_205033,2025-05-11 21:55:29,RT_019,STORE_028,Seed Loaf,42,Stale,Late delivery,27.3,Temperature Abuse,42
RET_202572,2025-04-03 17:39:29,RT_036,STORE_089,Soft White,101,Expired,,19.2,Normal,101
RET_209379,2025-01-04 03:26:49,RT_023,STORE_012,Family Loaf,80,Returned Unsold,Late delivery,19.1,Normal,80
RET_209392,2025-02-07 07:40:00,RT_004,STORE_163,Whole Wheat,119,Wrong Delivery,Customer complaints,37.0,Condensation,119
RET_200622,2025-01-04 18:55:59,RT_066,STORE_141,Seed Loaf,38,Returned Unsold,,20.3,Exposure to Sun,38
RET_201681,2025-01-20 03:39:13,RT_066,STORE_063,Family Loaf,119,Mould Growth,Packaging issue,19.2,Normal,119
RET_207356,2025-04-27 09:26:36,RT_031,STORE_010,Soft White,56,Returned Unsold,Late delivery,21.1,Temperature Abuse,56
RET_200787,2025-04-12 13:22:13,RT_068,STORE_165,High Energy Brown,64,Stale,,26.5,Poor Handling,64
RET_203332,2025-03-07 09:32:32,RT_008,STORE_093,Whole Wheat,86,Returned Unsold,Late delivery,18.4,Condensation,86
RET_206390,2025-01-26 00:46:06,RT_027,STORE_173,High Energy Brown,24,Returned Unsold,Customer complaints,19.9,Condensation,24
RET_210509,2025-01-24 00:11:21,RT_038,STORE_128,High Energy Brown,14,Damaged Packaging,Damaged on shelf,21.5,Condensation,14
RET_206008,2025-03-28 23:26:22,RT_037,STORE_115,Family Loaf,103,Crushed/Squashed,,22.9,Normal,103
RET_212768,2025-04-07 23:13:42,RT_007,STORE_187,Family Loaf,82,Mould Growth,,22.3,Condensation,82
RET_212727,2025-02-27 17:20:08,RT_046,STORE_006,Whole Wheat,35,Damaged Packaging,,35.5,Temperature Abuse,35
RET_203280,2025-01-02 10:49:15,RT_003,STORE_047,High Energy White,88,Stale,Packaging issue,19.4,Normal,88
RET_208131,2025-06-01 23:00:24,RT_004,STORE_113,Soft White,36,Returned Unsold,Late delivery,42.1,Exposure to Sun,36
RET_209191,2025-05-17 10:57:56,RT_003,STORE_188,Wholegrain Brown,52,Mould Growth,Damaged on shelf,20.9,Poor Handling,52
RET_211923,2025-05-29 02:25:08,RT_054,STORE_153,Family Loaf,60,Damaged Packaging,Late delivery,19.4,Exposure to Sun,60
RET_209656,2025-04-16 14:47:52,RT_006,STORE_189,Soft White,51,Crushed/Squashed,,19.2,Exposure to Sun,51
RET_207007,2025-04-22 01:50:10,RT_033,STORE_008,Wholegrain Brown,205,Damaged Packaging,,38.0,Temperature Abuse,205
RET_212711,2025-03-06 17:50:13,RT_066,STORE_154,High Energy White,44,Crushed/Squashed,,27.6,Normal,44
RET_200515,2025-06-05 15:59:23,RT_068,STORE_142,Family Loaf,7,Damaged Packaging,,24.3,Normal,7
RET_206158,2025-02-07 16:00:49,RT_013,STORE_099,Family Loaf,116,Expired,,24.2,Poor Handling,116
RET_200478,2025-05-02 19:34:01,RT_057,STORE_175,Family Loaf,69,Damaged Packaging,Damaged on shelf,23.4,Temperature Abuse,69
RET_210566,2025-03-30 07:11:40,RT_029,STORE_152,Family Loaf,13,Damaged Packaging,Packaging issue,27.7,Temperature Abuse,13
RET_207369,2025-06-12 22:23:07,RT_002,STORE_033,Seed Loaf,32,Mould Growth,,24.5,Condensation,32
RET_208935,2025-06-13 08:58:11,RT_028,STORE_111,Soft White,30,Expired,Packaging issue,24.1,Temperature Abuse,30
RET_202647,2025-04-22 07:02:34,RT_039,STORE_138,Soft White,102,Returned Unsold,Packaging issue,25.8,Poor Handling,102
RET_210708,2025-03-13 04:22:38,RT_060,STORE_072,Family Loaf,11,Mould Growth,Packaging issue,21.4,Condensation,11
RET_209404,2025-07-29 11:50:36,RT_051,STORE_133,Family Loaf,55,Wrong Delivery,Packaging issue,26.8,Normal,55
RET_202040,2025-06-09 21:57:33,RT_061,STORE_107,Whole Wheat,35,Wrong Delivery,,24.9,Normal,35
RET_212839,2025-03-28 18:19:00,RT_014,STORE_165,Soft White,10,Stale,,21.9,Condensation,10
RET_201033,2025-06-12 21:09:49,RT_046,STORE_132,High Energy Brown,19,Wrong Delivery,,30.7,Condensation,19
RET_212707,2025-03-07 13:09:29,RT_040,STORE_062,High Energy White,81,Crushed/Squashed,Customer complaints,27.4,Poor Handling,81
RET_210579,2025-07-15 16:35:25,RT_034,STORE_082,Family Loaf,85,Expired,Customer complaints,26.7,Normal,85
RET_202598,2025-03-22 19:17:20,RT_004,STORE_098,Whole Wheat,23,Wrong Delivery,,19.6,Exposure to Sun,23
RET_207120,2025-04-21 20:44:32,RT_039,STORE_138,Whole Wheat,114,Stale,Damaged on shelf,20.1,Poor Handling,114
RET_206191,2025-05-05 09:04:49,RT_054,STORE_192,High Energy White,68,Mould Growth,Late delivery,27.8,Normal,68
RET_208713,2025-07-16 09:53:39,RT_063,STORE_134,Seed Loaf,38,Damaged Packaging,,26.6,Condensation,38
RET_212916,2025-07-06 04:04:23,RT_009,STORE_092,High Energy White,7,Returned Unsold,Customer complaints,42.0,Poor Handling,7
RET_209056,2025-07-23 02:26:58,RT_008,STORE_197,Wholegrain Brown,71,Crushed/Squashed,Packaging issue,20.4,Poor Handling,71
RET_207809,2025-03-07 08:37:49,RT_031,STORE_101,Seed Loaf,44,Wrong Delivery,,27.4,Exposure to Sun,44
RET_200344,2025-07-16 05:23:51,RT_059,STORE_015,Soft White,114,Mould Growth,,23.6,Normal,114
RET_205521,2025-05-06 11:54:12,RT_003,STORE_139,Seed Loaf,105,Mould Growth,,19.4,Normal,105
RET_211920,2025-07-20 08:38:21,RT_028,STORE_077,High Energy Brown,11,Returned Unsold,Damaged on shelf,23.6,Normal,11
RET_201871,2025-03-02 00:29:33,RT_052,STORE_042,Whole Wheat,20,Stale,Late delivery,27.7,Exposure to Sun,20
RET_202977,2025-01-28 08:26:02,RT_058,STORE_044,Whole Wheat,84,Wrong Delivery,,25.6,Condensation,84
RET_210652,2025-05-21 07:51:06,RT_036,STORE_008,Family Loaf,6,Stale,,21.1,Poor Handling,6
RET_203986,2025-05-17 04:11:58,RT_007,STORE_012,Seed Loaf,2,Returned Unsold,,24.1,Condensation,2
RET_212555,2025-05-03 08:44:11,RT_004,STORE_198,Wholegrain Brown,78,Stale,Damaged on shelf,26.9,Exposure to Sun,78
RET_202888,2025-06-10 12:38:46,RT_007,STORE_186,Wholegrain Brown,69,Mould Growth,Customer complaints,27.6,Condensation,69
RET_208779,2025-06-23 10:50:36,RT_063,STORE_061,Seed Loaf,33,Damaged Packaging,,24.5,Exposure to Sun,33
RET_204623,2025-07-06 05:31:39,RT_043,STORE_012,Whole Wheat,54,Mould Growth,,20.9,Condensation,54
RET_204818,2025-02-09 08:50:47,RT_011,STORE_030,High Energy White,12,Wrong Delivery,,18.1,Poor Handling,12
RET_208814,2025-03-04 18:30:44,RT_056,STORE_034,Soft White,115,Wrong Delivery,,23.1,Temperature Abuse,115
RET_207792,2025-03-15 17:19:13,RT_018,STORE_195,Wholegrain Brown,94,Expired,Damaged on shelf,27.1,Temperature Abuse,94
RET_200220,2025-05-11 21:49:12,RT_059,STORE_046,High Energy Brown,117,Stale,Late delivery,19.0,Temperature Abuse,117
RET_212013,2025-03-10 23:23:37,RT_002,STORE_036,Whole Wheat,18,Mould Growth,Late delivery,25.7,Exposure to Sun,18
RET_208077,2025-02-15 05:55:08,RT_009,STORE_082,Family Loaf,63,Wrong Delivery,,21.2,Temperature Abuse,63
