dispatch_id,timestamp,plant_id,route_id,vehicle_id,sku,qty_dispatched,expected_arrival,actual_arrival,retailer_id,qty dispatched 
DSP_105313,2025-07-02 21:30:31,Shepperton_Plant,RT_002,TRUCK_047,Wholegrain Brown,49,2025-07-03 00:36:31,2025-07-03 00:33:31,STORE_190,49
DSP_102284,2025-07-24 04:39:15,Willowvale_Plant,RT_050,TRUCK_037,Soft White,524,2025-07-24 05:24:15,2025-07-24 05:21:15,STORE_156,524
DSP_113527,2025-03-17 19:08:52,Willowvale_Plant,RT_029,TRUCK_050,High Energy Brown,413,2025-03-17 22:36:52,2025-03-17 23:01:52,STORE_176,413
DSP_110076,2025-06-04 22:59:00,Willowvale_Plant,RT_022,TRUCK_065,Wholegrain Brown,204,2025-06-05 01:00:00,2025-06-05 01:14:00,STORE_007,204
DSP_104827,2025-05-29 15:01:12,Willowvale_Plant,RT_033,TRUCK_013,Wholegrain Brown,346,2025-05-29 17:24:12,2025-05-29 17:36:12,STORE_039,346
DSP_114271,2025-02-20 10:52:02,Shepperton_Plant,RT_065,TRUCK_065,Seed Loaf,132,2025-02-20 14:16:02,2025-02-20 14:24:02,STORE_193,132
DSP_100807,2025-04-04 07:07:13,Willowvale_Plant,RT_009,TRUCK_066,Whole Wheat,447,2025-04-04 07:55:13,2025-04-04 08:30:13,STORE_070,447
DSP_103907,2025-01-30 18:05:25,Willowvale_Plant,RT_049,TRUCK_023,High Energy White,103,2025-01-30 19:40:25,2025-01-30 20:03:25,STORE_060,103
DSP_107023,2025-04-30 09:04:24,Willowvale_Plant,RT_066,TRUCK_061,Soft White,242,2025-04-30 10:28:24,2025-04-30 10:29:24,STORE_067,242
DSP_101956,2025-03-06 03:35:11,Willowvale_Plant,RT_040,TRUCK_066,Soft White,176,2025-03-06 07:34:11,2025-03-06 08:06:11,STORE_152,176
DSP_109343,2025-05-22 03:36:10,Shepperton_Plant,RT_035,TRUCK_042,Soft White,333,2025-05-22 07:05:10,2025-05-22 07:20:10,STORE_184,333
DSP_111018,2025-01-06 04:19:24,Willowvale_Plant,RT_042,TRUCK_087,High Energy White,235,2025-01-06 06:32:24,2025-01-06 06:32:24,STORE_154,235
DSP_113129,2025-03-05 23:12:51,Shepperton_Plant,,TRUCK_077,Soft White,35,2025-03-06 00:43:51,2025-03-06 01:19:51,STORE_177,35
DSP_102402,2025-02-10 00:10:53,Shepperton_Plant,RT_020,TRUCK_060,Seed Loaf,478,2025-02-10 04:00:53,2025-02-10 04:26:53,STORE_113,478
DSP_111582,2025-05-01 12:45:29,Willowvale_Plant,RT_009,TRUCK_013,High Energy White,182,2025-05-01 13:19:29,2025-05-01 13:11:29,STORE_144,182
DSP_101073,2025-05-29 05:30:49,Shepperton_Plant,RT_047,TRUCK_030,Whole Wheat,515,2025-05-29 08:35:49,2025-05-29 08:39:49,STORE_194,515
DSP_106524,2025-01-15 16:16:22,Shepperton_Plant,RT_002,TRUCK_024,High Energy White,498,2025-01-15 19:06:22,2025-01-15 19:09:22,STORE_056,498
DSP_113705,2025-01-17 05:50:00,Shepperton_Plant,RT_023,TRUCK_005,High Energy Brown,333,2025-01-17 08:53:00,2025-01-17 09:00:00,STORE_054,333
DSP_110613,2025-04-13 21:07:16,Shepperton_Plant,RT_050,TRUCK_029,High Energy Brown,361,2025-04-14 01:05:16,2025-04-14 01:13:16,STORE_022,361
DSP_108095,2025-02-15 18:39:59,Shepperton_Plant,RT_027,TRUCK_047,Soft White,31,2025-02-15 19:18:59,2025-02-15 19:23:59,STORE_103,31
DSP_112349,2025-03-20 19:20:07,Shepperton_Plant,RT_012,TRUCK_003,High Energy White,474,2025-03-20 22:01:07,2025-03-20 22:24:07,STORE_016,474
DSP_113312,2025-05-15 19:50:24,Shepperton_Plant,RT_011,TRUCK_059,High Energy White,351,2025-05-15 20:28:24,2025-05-15 20:28:24,STORE_020,351
DSP_113509,2025-07-08 00:08:06,Shepperton_Plant,RT_040,TRUCK_012,Seed Loaf,425,2025-07-08 01:12:06,2025-07-08 01:42:06,STORE_134,425
DSP_113368,2025-07-08 22:42:43,Shepperton_Plant,RT_004,TRUCK_074,Wholegrain Brown,94,2025-07-09 00:45:43,2025-07-09 01:14:43,STORE_148,94
DSP_112856,2025-04-27 09:15:14,Willowvale_Plant,RT_011,TRUCK_015,Soft White,407,2025-04-27 12:21:14,2025-04-27 12:52:14,STORE_180,407
DSP_101003,2025-04-15 03:15:54,Willowvale_Plant,RT_025,TRUCK_011,High Energy Brown,159,2025-04-15 03:50:54,2025-04-15 03:53:54,STORE_111,159
DSP_107658,2025-07-04 10:49:25,Shepperton_Plant,RT_012,TRUCK_081,Whole Wheat,340,2025-07-04 12:21:25,2025-07-04 12:49:25,STORE_174,340
DSP_114667,2025-07-05 08:25:41,Shepperton_Plant,RT_008,TRUCK_056,Seed Loaf,301,2025-07-05 11:28:41,2025-07-05 11:32:41,STORE_198,301
DSP_107566,2025-06-26 19:51:27,Shepperton_Plant,RT_034,TRUCK_077,Wholegrain Brown,544,2025-06-26 22:02:27,2025-06-26 22:23:27,STORE_070,544
DSP_109677,2025-03-01 09:18:51,Shepperton_Plant,RT_016,TRUCK_002,High Energy Brown,502,2025-03-01 10:59:51,2025-03-01 11:25:51,STORE_185,502
DSP_114880,2025-06-15 16:05:54,Willowvale_Plant,RT_058,TRUCK_020,Wholegrain Brown,253,2025-06-15 17:01:54,2025-06-15 17:07:54,STORE_038,253
DSP_105368,2025-04-19 00:20:39,Shepperton_Plant,RT_024,TRUCK_002,Whole Wheat,370,2025-04-19 02:24:39,2025-04-19 02:40:39,STORE_124,370
DSP_113002,2025-04-13 11:32:06,Willowvale_Plant,RT_041,TRUCK_042,High Energy White,76,2025-04-13 15:26:06,2025-04-13 16:00:06,STORE_190,76
DSP_109603,2025-04-25 21:37:15,Shepperton_Plant,RT_014,TRUCK_063,Family Loaf,391,2025-04-26 00:01:15,2025-04-26 00:00:15,STORE_179,391
DSP_106289,2025-05-22 13:09:53,Shepperton_Plant,RT_019,TRUCK_038,SoftWhite,409,2025-05-22 16:18:53,2025-05-22 16:32:53,STORE_103,409
DSP_113565,2025-07-14 07:39:33,Shepperton_Plant,RT_032,TRUCK_085,Whole Wheat,182,2025-07-14 10:20:33,2025-07-14 10:27:33,STORE_059,182
DSP_114198,2025-05-25 01:09:34,Willowvale_Plant,RT_027,TRUCK_070,Soft White,229,2025-05-25 02:45:34,2025-05-25 03:05:34,STORE_055,229
DSP_114275,2025-02-19 20:46:08,Willowvale_Plant,RT_034,,Soft White,450,2025-02-20 00:42:08,2025-02-20 00:52:08,STORE_039,450
DSP_100985,2025-06-10 04:11:34,Shepperton_Plant,RT_068,TRUCK_078,High Energy Brown,147,2025-06-10 06:11:34,2025-06-10 06:48:34,STORE_131,147
DSP_111571,2025-02-09 21:49:56,Willowvale_Plant,RT_044,TRUCK_012,High Energy Brown,476,2025-02-10 01:03:56,2025-02-10 01:36:56,STORE_098,476
DSP_106169,2025-05-05 02:25:05,Willowvale_Plant,RT_057,TRUCK_063,High Energy White,388,2025-05-05 02:56:05,2025-05-05 03:11:05,STORE_119,388
DSP_113095,2025-07-06 10:05:20,Willowvale_Plant,RT_059,TRUCK_023,Soft White,487,2025-07-06 11:01:20,2025-07-06 11:32:20,STORE_075,487
DSP_107384,2025-04-07 03:14:02,Shepperton_Plant,RT_030,TRUCK_035,Wholegrain Brown,171,2025-04-07 05:51:02,2025-04-07 06:06:02,STORE_191,171
DSP_111202,2025-07-29 16:03:59,Willowvale_Plant,RT_048,TRUCK_072,Wholegrain Brown,59,2025-07-29 16:42:59,2025-07-29 17:22:59,STORE_019,59
DSP_114720,2025-04-17 18:35:54,Willowvale_Plant,RT_064,TRUCK_007,High Energy White,409,2025-04-17 19:31:54,2025-04-17 19:21:54,STORE_126,409
DSP_110973,2025-01-12 11:57:57,Shepperton_Plant,RT_021,TRUCK_006,Seed Loaf,367,2025-01-12 14:36:57,2025-01-12 14:30:57,STORE_072,367
DSP_115089,2025-02-02 06:53:28,Willowvale_Plant,,TRUCK_042,Seed Loaf,366,2025-02-02 09:37:28,2025-02-02 09:59:28,STORE_158,366
DSP_109460,2025-03-25 01:06:13,Shepperton_Plant,RT_050,TRUCK_027,Wholegrain Brown,193,2025-03-25 02:37:13,2025-03-25 02:44:13,STORE_179,193
DSP_102462,2025-02-28 11:14:06,Willowvale_Plant,RT_047,TRUCK_043,High Energy Brown,148,2025-02-28 13:58:06,2025-02-28 14:40:06,STORE_142,148
DSP_111463,2025-02-25 19:38:44,Shepperton_Plant,RT_068,TRUCK_015,Family Loaf,217,2025-02-25 21:10:44,2025-02-25 21:54:44,STORE_153,217
DSP_100268,2025-02-20 04:24:28,Willowvale_Plant,RT_051,TRUCK_005,Family Loaf,338,2025-02-20 06:36:28,2025-02-20 06:58:28,STORE_054,338
DSP_107962,2025-06-13 06:45:28,Shepperton_Plant,RT_028,TRUCK_042,High Energy White,357,2025-06-13 10:40:28,2025-06-13 11:20:28,STORE_089,357
DSP_103580,2025-07-06 15:31:30,Shepperton_Plant,RT_036,TRUCK_070,Soft White,294,2025-07-06 18:14:30,2025-07-06 18:34:30,STORE_134,294
DSP_100071,2025-05-28 05:07:22,Shepperton_Plant,RT_063,TRUCK_042,High Energy Brown,544,2025-05-28 07:56:22,2025-05-28 07:55:22,STORE_092,544
DSP_114101,2025-02-27 02:36:50,Shepperton_Plant,RT_055,TRUCK_074,Seed Loaf,365,2025-02-27 03:32:50,2025-02-27 03:35:50,STORE_011,365
DSP_115854,2025-07-06 13:13:07,Shepperton_Plant,RT_049,TRUCK_069,Soft White,512,2025-07-06 15:01:07,2025-07-06 15:10:07,STORE_067,512
DSP_112404,2025-07-02 07:34:24,Willowvale_Plant,RT_058,TRUCK_051,Wholegrain Brown,478,2025-07-02 08:52:24,2025-07-02 08:47:24,STORE_164,478
DSP_102821,2025-07-13 11:26:47,Willowvale_Plant,RT_033,TRUCK_020,Soft White,431,2025-07-13 13:39:47,2025-07-13 13:58:47,STORE_076,431
DSP_114463,2025-01-27 06:04:59,Shepperton_Plant,RT_008,TRUCK_008,High Energy Brown,464,2025-01-27 07:42:59,2025-01-27 08:23:59,STORE_165,464
DSP_100589,2025-01-20 22:25:20,Shepperton_Plant,RT_067,TRUCK_015,Family Loaf,336,2025-01-20 23:40:20,2025-01-20 23:59:20,STORE_183,336
DSP_111242,2025-06-26 12:17:13,Shepperton_Plant,RT_029,TRUCK_076,High Energy White,525,2025-06-26 14:23:13,2025-06-26 14:42:13,STORE_149,525
DSP_113669,2025-01-27 16:49:32,Shepperton_Plant,RT_045,TRUCK_038,Seed Loaf,161,2025-01-27 20:14:32,2025-01-27 20:11:32,STORE_174,161
DSP_111877,2025-03-11 20:22:23,Shepperton_Plant,RT_021,TRUCK_074,Seed Loaf,354,2025-03-11 21:51:23,2025-03-11 22:33:23,STORE_198,354
DSP_112503,2025-04-15 23:55:06,Willowvale_Plant,RT_035,TRUCK_059,Wholegrain Brown,248,2025-04-16 02:18:06,2025-04-16 02:56:06,STORE_194,248
DSP_111633,2025-02-19 19:49:39,Shepperton_Plant,RT_021,TRUCK_033,Wholegrain Brown,225,2025-02-19 21:46:39,2025-02-19 22:25:39,STORE_029,225
DSP_103758,2025-01-18 20:50:12,Willowvale_Plant,RT_014,TRUCK_072,Whole Wheat,184,2025-01-19 00:14:12,2025-01-19 00:55:12,STORE_095,184
DSP_106845,2025-05-08 10:03:18,Willowvale_Plant,RT_002,TRUCK_088,High Energy Brown,384,2025-05-08 11:14:18,2025-05-08 11:46:18,STORE_043,384
DSP_102028,2025-07-06 21:18:03,Shepperton_Plant,RT_014,TRUCK_039,Soft White,508,2025-07-06 21:49:03,2025-07-06 22:03:03,STORE_131,508
DSP_108869,2025-07-15 18:39:56,Shepperton_Plant,RT_061,TRUCK_068,Wholegrain Brown,517,2025-07-15 19:52:56,2025-07-15 20:36:56,STORE_177,517
DSP_111054,2025-01-04 01:09:29,Willowvale_Plant,RT_029,TRUCK_085,High Energy White,128,2025-01-04 03:59:29,2025-01-04 04:20:29,STORE_081,128
DSP_113173,2025-06-09 18:42:09,Shepperton_Plant,RT_009,TRUCK_028,High Energy White,335,2025-06-09 21:59:09,2025-06-09 22:39:09,STORE_091,335
DSP_105454,2025-01-25 04:53:39,Willowvale_Plant,RT_028,,Family Loaf,99,2025-01-25 05:44:39,2025-01-25 05:44:39,STORE_076,99
DSP_110630,2025-07-07 13:53:53,Shepperton_Plant,RT_067,TRUCK_050,Family Loaf,285,2025-07-07 15:07:53,2025-07-07 15:04:53,STORE_115,285
DSP_112540,2025-07-05 22:02:25,Shepperton_Plant,RT_062,TRUCK_029,Seed Loaf,76,2025-07-06 01:42:25,2025-07-06 02:20:25,STORE_061,76
DSP_115874,2025-05-01 04:42:48,Shepperton_Plant,RT_036,TRUCK_081,High Energy Brown,152,2025-05-01 08:29:48,2025-05-01 08:35:48,STORE_012,152
DSP_110776,2025-05-12 22:03:26,Shepperton_Plant,RT_005,TRUCK_089,High Energy Brown,113,2025-05-12 23:08:26,2025-05-12 23:08:26,STORE_133,113
DSP_102432,2025-04-04 02:24:06,Willowvale_Plant,RT_069,TRUCK_030,Soft White,386,2025-04-04 03:10:06,2025-04-04 03:10:06,STORE_030,386
DSP_114537,2025-07-21 14:16:02,Shepperton_Plant,RT_031,TRUCK_037,Soft White,152,2025-07-21 16:45:02,2025-07-21 16:49:02,STORE_079,152
DSP_104647,2025-02-04 02:55:34,Willowvale_Plant,RT_007,TRUCK_027,High Energy Brown,492,2025-02-04 06:13:34,2025-02-04 06:23:34,STORE_082,492
DSP_108469,2025-05-21 02:17:51,Shepperton_Plant,RT_032,TRUCK_022,Seed Loaf,410,2025-05-21 04:22:51,2025-05-21 04:48:51,STORE_161,410
DSP_110377,2025-05-13 03:02:04,Shepperton_Plant,RT_038,TRUCK_034,Whole Wheat,440,2025-05-13 04:25:04,2025-05-13 04:30:04,STORE_006,440
DSP_100896,2025-01-15 12:46:04,Willowvale_Plant,RT_063,TRUCK_079,Whole Wheat,513,2025-01-15 13:57:04,2025-01-15 14:30:04,STORE_029,513
DSP_109803,2025-04-02 13:59:58,Shepperton_Plant,RT_036,TRUCK_088,Whole Wheat,266,2025-04-02 15:12:58,2025-04-02 15:42:58,STORE_193,266
DSP_113256,2025-07-08 14:02:29,Willowvale_Plant,RT_064,TRUCK_064,Family Loaf,323,2025-07-08 16:47:29,2025-07-08 17:31:29,STORE_194,323
DSP_101587,2025-02-05 04:31:07,Willowvale_Plant,RT_067,TRUCK_043,Wholegrain Brown,502,2025-02-05 07:41:07,2025-02-05 07:34:07,STORE_047,502
DSP_106686,2025-04-29 04:49:48,Willowvale_Plant,RT_006,TRUCK_070,Whole Wheat,250,2025-04-29 05:56:48,2025-04-29 06:22:48,STORE_106,250
DSP_101719,2025-03-27 19:03:40,Shepperton_Plant,RT_056,TRUCK_018,Wholegrain Brown,311,2025-03-27 21:44:40,2025-03-27 22:14:40,STORE_160,311
DSP_106100,2025-05-04 17:11:05,Willowvale_Plant,RT_063,TRUCK_038,Seed Loaf,373,2025-05-04 19:25:05,2025-05-04 19:58:05,STORE_184,373
DSP_103806,2025-03-08 15:58:39,Willowvale_Plant,RT_014,TRUCK_039,High Energy White,66,2025-03-08 19:46:39,2025-03-08 20:02:39,STORE_107,66
DSP_108806,2025-04-11 05:55:51,Willowvale_Plant,RT_014,TRUCK_057,Family Loaf,425,2025-04-11 06:48:51,2025-04-11 07:06:51,STORE_141,425
DSP_114786,2025-07-25 14:55:10,Willowvale_Plant,RT_047,TRUCK_083,Whole Wheat,53,2025-07-25 16:18:10,2025-07-25 16:15:10,STORE_051,53
DSP_103961,2025-05-10 20:00:53,Shepperton_Plant,RT_002,TRUCK_036,Wholegrain Brown,483,2025-05-10 21:16:53,2025-05-10 21:30:53,STORE_182,483
DSP_113199,2025-07-15 14:30:10,Willowvale_Plant,RT_026,TRUCK_070,WholegrainBrown,143,2025-07-15 17:36:10,2025-07-15 18:06:10,STORE_140,143
DSP_107036,2025-03-21 11:13:19,Shepperton_Plant,RT_045,TRUCK_076,Soft White,477,2025-03-21 11:55:19,2025-03-21 11:57:19,STORE_126,477
DSP_113633,2025-03-27 11:41:29,Willowvale_Plant,RT_002,TRUCK_048,Seed Loaf,388,2025-03-27 13:45:29,2025-03-27 14:03:29,STORE_197,388
DSP_100890,2025-04-20 09:22:17,Willowvale_Plant,RT_059,TRUCK_077,Seed Loaf,390,2025-04-20 10:59:17,2025-04-20 11:22:17,STORE_136,390
DSP_114524,2025-04-30 22:35:07,Willowvale_Plant,RT_026,TRUCK_039,Soft White,231,2025-05-01 01:36:07,2025-05-01 02:19:07,STORE_198,231
DSP_104006,2025-03-22 02:11:19,Shepperton_Plant,RT_055,TRUCK_049,Soft White,126,2025-03-22 03:42:19,2025-03-22 04:10:19,STORE_084,126
DSP_104939,2025-07-26 13:53:28,Shepperton_Plant,RT_037,TRUCK_062,Whole Wheat,390,2025-07-26 15:39:28,2025-07-26 15:55:28,STORE_078,390
DSP_112750,2025-01-25 18:34:27,Willowvale_Plant,RT_039,TRUCK_079,Wholegrain Brown,259,2025-01-25 22:22:27,2025-01-25 22:35:27,STORE_198,259
DSP_115841,2025-01-13 16:41:18,Shepperton_Plant,RT_058,TRUCK_064,Wholegrain Brown,340,2025-01-13 20:13:18,2025-01-13 20:48:18,STORE_058,340
DSP_105898,2025-05-21 03:47:28,Willowvale_Plant,RT_060,TRUCK_047,Soft White,376,2025-05-21 05:24:28,2025-05-21 05:36:28,STORE_095,376
DSP_112119,2025-04-21 14:55:06,Shepperton_Plant,RT_053,TRUCK_030,Whole Wheat,170,2025-04-21 16:53:06,2025-04-21 16:51:06,STORE_198,170
DSP_112852,2025-07-04 03:23:21,Willowvale_Plant,RT_054,TRUCK_070,Wholegrain Brown,325,2025-07-04 05:47:21,2025-07-04 05:51:21,STORE_083,325
DSP_112152,2025-05-14 01:47:58,Shepperton_Plant,RT_030,TRUCK_063,Soft White,269,2025-05-14 02:29:58,2025-05-14 02:52:58,STORE_147,269
DSP_100584,2025-02-20 07:09:20,Willowvale_Plant,,TRUCK_047,Soft White,54,2025-02-20 08:31:20,2025-02-20 09:05:20,STORE_139,54
DSP_103932,2025-06-11 11:10:53,Willowvale_Plant,RT_063,TRUCK_043,High Energy Brown,247,2025-06-11 12:15:53,2025-06-11 12:51:53,STORE_162,247
DSP_101260,2025-01-20 23:21:30,Willowvale_Plant,RT_027,TRUCK_059,High Energy White,290,2025-01-21 00:22:30,2025-01-21 00:28:30,STORE_103,290
DSP_111230,2025-07-16 11:57:07,Willowvale_Plant,RT_017,TRUCK_045,Seed Loaf,478,2025-07-16 13:14:07,2025-07-16 13:25:07,STORE_026,478
DSP_100310,2025-04-24 17:45:41,Shepperton_Plant,RT_014,TRUCK_038,Whole Wheat,388,2025-04-24 21:20:41,2025-04-24 21:25:41,STORE_171,388
DSP_101716,2025-01-03 00:40:11,Willowvale_Plant,RT_041,TRUCK_024,Seed Loaf,220,2025-01-03 03:21:11,2025-01-03 03:36:11,STORE_099,220
DSP_106009,2025-04-22 21:58:24,Willowvale_Plant,RT_001,TRUCK_082,Soft White,428,2025-04-23 00:33:24,2025-04-23 00:38:24,STORE_088,428
DSP_102052,2025-01-31 18:38:03,Willowvale_Plant,RT_010,TRUCK_079,Soft White,410,2025-01-31 20:53:03,2025-01-31 21:21:03,STORE_033,410
DSP_111179,2025-05-24 09:10:42,Willowvale_Plant,RT_067,TRUCK_050,High Energy Brown,525,2025-05-24 12:21:42,2025-05-24 13:01:42,STORE_187,525
DSP_104668,2025-03-02 19:06:47,Shepperton_Plant,RT_037,TRUCK_043,Soft White,498,2025-03-02 21:30:47,2025-03-02 21:34:47,STORE_123,498
DSP_104298,2025-03-24 05:03:03,Shepperton_Plant,RT_005,TRUCK_018,Soft White,162,2025-03-24 08:05:03,2025-03-24 08:42:03,STORE_097,162
DSP_106646,2025-07-20 11:37:49,Shepperton_Plant,RT_022,TRUCK_045,Whole Wheat,295,2025-07-20 14:28:49,2025-07-20 14:44:49,STORE_121,295
DSP_103783,2025-06-21 11:39:09,Willowvale_Plant,RT_064,TRUCK_061,Whole Wheat,132,2025-06-21 13:38:09,2025-06-21 13:46:09,STORE_063,132
DSP_101008,2025-01-08 01:46:53,Shepperton_Plant,RT_055,TRUCK_059,Soft White,66,2025-01-08 05:05:53,2025-01-08 05:36:53,STORE_124,66
DSP_107347,2025-03-25 12:43:57,Shepperton_Plant,RT_045,TRUCK_020,Soft White,387,2025-03-25 15:58:57,2025-03-25 16:03:57,STORE_054,387
DSP_113436,2025-01-24 11:26:06,Shepperton_Plant,RT_042,TRUCK_018,Whole Wheat,500,2025-01-24 14:49:06,2025-01-24 15:33:06,STORE_113,500
DSP_115093,2025-02-26 11:32:12,Willowvale_Plant,RT_012,TRUCK_071,Seed Loaf,412,2025-02-26 13:42:12,2025-02-26 14:15:12,STORE_018,412
DSP_108383,2025-04-25 13:51:50,Willowvale_Plant,RT_010,TRUCK_049,Soft White,201,2025-04-25 14:30:50,2025-04-25 14:31:50,STORE_005,201
DSP_109878,2025-04-29 14:33:52,Shepperton_Plant,RT_015,TRUCK_045,Seed Loaf,443,2025-04-29 18:22:52,2025-04-29 18:18:52,STORE_177,443
DSP_110857,2025-04-18 02:53:00,Willowvale_Plant,RT_044,TRUCK_059,Whole Wheat,277,2025-04-18 05:33:00,2025-04-18 05:43:00,STORE_010,277
DSP_104059,2025-03-10 12:06:46,Willowvale_Plant,RT_048,TRUCK_076,Soft White,526,2025-03-10 16:00:46,2025-03-10 16:21:46,STORE_167,526
DSP_108721,2025-06-14 01:15:01,Shepperton_Plant,RT_042,TRUCK_012,Family Loaf,251,2025-06-14 04:35:01,2025-06-14 04:26:01,STORE_171,251
DSP_100090,2025-01-06 16:27:14,Willowvale_Plant,RT_034,TRUCK_073,High Energy White,94,2025-01-06 17:57:14,2025-01-06 17:59:14,STORE_101,94
DSP_101987,2025-06-02 01:15:11,Shepperton_Plant,RT_040,TRUCK_058,Seed Loaf,452,2025-06-02 02:04:11,2025-06-02 02:40:11,STORE_165,452
DSP_114034,2025-02-14 19:47:46,Shepperton_Plant,RT_025,TRUCK_041,Wholegrain Brown,398,2025-02-14 20:18:46,2025-02-14 20:27:46,STORE_160,398
DSP_112639,2025-01-05 16:54:57,Shepperton_Plant,RT_001,TRUCK_051,Seed Loaf,277,2025-01-05 20:33:57,2025-01-05 20:45:57,STORE_002,277
DSP_112586,2025-02-08 04:27:28,Willowvale_Plant,RT_009,TRUCK_064,Soft White,165,2025-02-08 08:03:28,2025-02-08 07:57:28,STORE_152,165
DSP_107279,2025-02-15 08:03:20,Shepperton_Plant,RT_050,TRUCK_036,Soft White,382,2025-02-15 10:11:20,2025-02-15 10:26:20,STORE_143,382
DSP_112929,2025-03-31 12:58:54,Shepperton_Plant,RT_036,TRUCK_009,Family Loaf,260,2025-03-31 16:27:54,2025-03-31 16:48:54,STORE_149,260
DSP_111665,2025-02-16 03:35:38,Shepperton_Plant,,TRUCK_012,High Energy Brown,53,2025-02-16 06:14:38,2025-02-16 06:13:38,STORE_054,53
DSP_113991,2025-05-05 22:58:49,Shepperton_Plant,RT_014,TRUCK_009,High Energy White,439,2025-05-06 00:37:49,2025-05-06 00:37:49,STORE_095,439
DSP_115280,2025-01-20 02:20:24,Shepperton_Plant,RT_024,TRUCK_034,High Energy Brown,186,2025-01-20 04:16:24,2025-01-20 04:23:24,STORE_040,186
DSP_109517,2025-05-10 16:11:11,Shepperton_Plant,RT_002,TRUCK_081,High Energy Brown,533,2025-05-10 16:56:11,2025-05-10 17:30:11,STORE_084,533
DSP_113989,2025-06-27 10:26:33,Shepperton_Plant,RT_039,TRUCK_007,Whole Wheat,79,2025-06-27 13:00:33,2025-06-27 12:50:33,STORE_128,79
DSP_113868,2025-04-04 18:07:04,Shepperton_Plant,RT_016,TRUCK_004,Seed Loaf,454,2025-04-04 19:17:04,2025-04-04 19:25:04,STORE_176,454
DSP_102925,2025-02-14 22:17:37,Willowvale_Plant,RT_061,TRUCK_087,Seed Loaf,198,2025-02-15 02:05:37,2025-02-15 02:23:37,STORE_054,198
DSP_110711,2025-06-17 22:28:55,Willowvale_Plant,RT_036,TRUCK_066,High Energy Brown,66,2025-06-18 00:58:55,2025-06-18 01:17:55,STORE_176,66
DSP_108185,2025-06-11 19:14:00,Willowvale_Plant,RT_016,TRUCK_025,Soft White,540,2025-06-11 21:51:00,2025-06-11 22:24:00,STORE_011,540
DSP_105884,2025-07-02 00:12:15,Willowvale_Plant,RT_041,TRUCK_048,High Energy Brown,59,2025-07-02 02:50:15,2025-07-02 02:40:15,STORE_165,59
DSP_102341,2025-02-18 21:55:56,Willowvale_Plant,RT_014,TRUCK_073,High Energy Brown,379,2025-02-19 01:23:56,2025-02-19 01:32:56,STORE_047,379
DSP_112202,2025-01-25 16:38:40,Shepperton_Plant,RT_060,TRUCK_050,Seed Loaf,131,2025-01-25 19:13:40,2025-01-25 19:18:40,STORE_170,131
DSP_111446,2025-06-21 10:04:01,Shepperton_Plant,RT_037,TRUCK_024,High Energy White,354,2025-06-21 12:31:01,2025-06-21 12:33:01,STORE_126,354
DSP_100627,2025-01-07 08:50:22,Shepperton_Plant,RT_028,TRUCK_026,High Energy Brown,443,2025-01-07 11:56:22,2025-01-07 11:54:22,STORE_147,443
DSP_110802,2025-02-15 11:57:21,Shepperton_Plant,RT_057,TRUCK_051,Seed Loaf,527,2025-02-15 13:18:21,2025-02-15 13:50:21,STORE_139,527
DSP_107545,2025-05-11 22:32:41,Willowvale_Plant,RT_011,TRUCK_061,Whole Wheat,396,2025-05-12 00:40:41,2025-05-12 01:00:41,STORE_049,396
DSP_110456,2025-03-31 08:20:02,Shepperton_Plant,RT_036,TRUCK_031,Soft White,334,2025-03-31 12:10:02,2025-03-31 12:12:02,STORE_180,334
DSP_104765,2025-07-27 01:01:44,Willowvale_Plant,RT_037,TRUCK_078,High Energy Brown,123,2025-07-27 02:23:44,2025-07-27 02:25:44,STORE_096,123
DSP_113117,2025-02-23 04:17:21,Willowvale_Plant,RT_036,TRUCK_045,Seed Loaf,254,2025-02-23 05:04:21,2025-02-23 05:28:21,STORE_187,254
DSP_115457,2025-01-21 06:46:02,Willowvale_Plant,RT_037,TRUCK_041,Soft White,457,2025-01-21 10:13:02,2025-01-21 10:49:02,STORE_137,457
DSP_113599,2025-05-28 19:49:15,Shepperton_Plant,RT_048,TRUCK_052,Wholegrain Brown,104,2025-05-28 23:02:15,2025-05-28 23:01:15,STORE_162,104
DSP_100128,2025-01-26 20:50:00,Shepperton_Plant,RT_054,TRUCK_055,Soft White,180,2025-01-26 22:42:00,2025-01-26 22:59:00,STORE_163,180
DSP_112858,2025-06-02 07:52:48,Shepperton_Plant,RT_036,TRUCK_084,Seed Loaf,147,2025-06-02 08:25:48,2025-06-02 08:51:48,STORE_122,147
DSP_111180,2025-07-19 05:52:34,Willowvale_Plant,RT_033,TRUCK_050,Soft White,547,2025-07-19 08:56:34,2025-07-19 09:23:34,STORE_006,547
DSP_113979,2025-02-25 02:52:27,Shepperton_Plant,RT_007,TRUCK_013,Soft White,497,2025-02-25 03:24:27,2025-02-25 03:47:27,STORE_176,497
DSP_104182,2025-05-22 19:25:49,Shepperton_Plant,RT_020,TRUCK_014,High Energy Brown,58,2025-05-22 22:50:49,2025-05-22 23:14:49,STORE_079,58
DSP_107299,2025-02-24 21:52:33,Shepperton_Plant,RT_016,TRUCK_086,Whole Wheat,33,2025-02-25 00:39:33,2025-02-25 01:09:33,STORE_105,33
