sensor_id,timestamp,plant_id,equipment_id,metric_name,metric_value
SEN_5642,2025-05-29 01:38:22,Willowvale_Plant,OVEN_02,Oven Temperature,217.24
SEN_12446,2025-02-12 01:17:28,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,112.28
SEN_14486,2025-05-13 08:51:49,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,28.58
SEN_4522,2025-05-08 22:39:16,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,4.82
SEN_14032,2025-01-22 05:14:44,Willowvale_Plant,PROOFER_01,Humidity Level,78.83
SEN_3542,2025-04-05 07:00:36,Willowvale_Plant,CONVEYOR_01,Belt Speed,0.64
SEN_15593,2025-05-06 19:07:59,Willowvale_Plant,PROOFER_01,Humidity Level,82.05
SEN_7765,2025-07-21 22:13:56,Willowvale_Plant,CONVEYOR_02,Belt Speed,0.94
SEN_17852,2025-04-26 11:16:29,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,28.08
SEN_14308,2025-03-25 03:25:05,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.76
SEN_17882,2025-02-25 20:37:28,Shepperton_Plant,CONVEYOR_02,Belt Speed,0.76
SEN_2212,2025-06-04 04:13:34,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_10394,2025-01-27 06:57:43,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.88
SEN_11028,2025-07-10 19:13:27,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,99.96
SEN_3134,2025-02-02 10:36:45,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,1.7
SEN_9781,2025-02-23 06:55:36,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,35.85
SEN_13012,2025-01-12 22:19:02,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.98
SEN_11834,2025-05-19 15:49:57,Shepperton_Plant,OVEN_01,Oven Temperature,222.08
SEN_11925,2025-06-17 22:00:03,Shepperton_Plant,PROOFER_01,Humidity Level,76.55
SEN_5939,2025-05-02 07:14:30,Willowvale_Plant,PROOFER_01,Humidity Level,87.46
SEN_4321,2025-02-26 09:11:22,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_11545,2025-07-30 21:59:45,Willowvale_Plant,PROOFER_01,Humidity Level,67.24
SEN_2108,2025-04-12 23:19:41,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,28.03
SEN_12893,2025-03-07 20:39:06,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,26.18
SEN_3035,2025-01-05 14:47:05,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,112.32
SEN_13008,2025-06-24 23:30:25,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.75
SEN_7063,2025-05-21 17:50:54,Shepperton_Plant,OVEN_01,Oven Temperature,193.25
SEN_4664,2025-04-04 23:22:43,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.09
SEN_10863,2025-04-06 17:45:46,Shepperton_Plant,OVEN_02,Oven Temperature,203.14
SEN_14074,2025-07-04 05:21:50,Shepperton_Plant,OVEN_02,Oven Temperature,201.34
SEN_2368,2025-06-12 12:12:59,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,4.54
SEN_9989,2025-01-15 20:40:55,Shepperton_Plant,OVEN_01,Oven Temperature,216.93
SEN_441,2025-07-02 19:29:58,Shepperton_Plant,OVEN_02,Oven Temperature,202.31
SEN_16663,2025-03-30 21:18:03,Shepperton_Plant,CONVEYOR_02,Belt Speed,0.71
SEN_16138,2025-03-08 17:46:47,Shepperton_Plant,OVEN_02,Oven Temperature,245.51
SEN_10350,2025-03-22 02:31:35,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.45
SEN_833,2025-05-20 16:54:55,Willowvale_Plant,OVEN_01,Oven Temperature,222.89
SEN_15234,2025-06-26 23:49:15,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,108.37
SEN_3065,2025-07-29 12:37:27,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.96
SEN_7715,2025-04-03 03:38:01,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,4.02
SEN_13142,2025-07-14 14:19:07,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,27.48
SEN_1225,2025-07-27 15:10:05,Willowvale_Plant,OVEN_02,Oven Temperature,188.6
SEN_16808,2025-07-27 17:07:04,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.73
SEN_2593,2025-05-31 16:29:14,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,1.67
SEN_3248,2025-07-14 04:02:41,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,18.45
SEN_6850,2025-04-01 15:55:54,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,104.69
SEN_8024,2025-04-01 19:56:03,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_10352,2025-06-23 18:22:12,Shepperton_Plant,OVEN_01,Oven Temperature,214.61
SEN_10872,2025-05-31 06:43:04,Willowvale_Plant,OVEN_02,Oven Temperature,208.65
SEN_15516,2025-06-09 19:43:25,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,100.65
SEN_2692,2025-07-27 03:58:25,Willowvale_Plant,OVEN_01,Oven Temperature,215.95
SEN_11812,2025-03-24 03:05:49,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.87
SEN_9390,2025-03-06 04:15:23,Shepperton_Plant,PROOFER_01,Humidity Level,69.43
SEN_14210,2025-03-25 14:19:52,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,2.83
SEN_11632,2025-06-25 17:54:23,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_17866,2025-05-15 07:54:30,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.51
SEN_11936,2025-06-14 06:09:39,Shepperton_Plant,OVEN_01,Oven Temperature,206.55
SEN_10293,2025-02-23 17:47:13,Shepperton_Plant,OVEN_02,Oven Temperature,223.47
SEN_16437,2025-04-12 20:28:55,Willowvale_Plant,CONVEYOR_01,Belt Speed,0.94
SEN_3197,2025-02-03 22:56:51,Shepperton_Plant,CONVEYOR_02,Belt Speed,0.89
SEN_10374,2025-05-03 16:38:18,Shepperton_Plant,OVEN_02,Oven Temperature,233.39
SEN_487,2025-05-07 07:23:16,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,32.93
SEN_13265,2025-02-16 10:17:55,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.55
SEN_10461,2025-01-23 07:38:02,Shepperton_Plant,CONVEYOR_02,Belt Speed,0.67
SEN_784,2025-02-05 22:45:58,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_6597,2025-04-07 15:20:50,Shepperton_Plant,OVEN_02,Oven Temperature,202.39
SEN_10929,2025-03-15 16:10:16,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,4.65
SEN_9249,2025-05-06 04:26:39,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_3239,2025-02-11 02:23:05,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.17
SEN_11981,2025-04-03 11:18:40,Shepperton_Plant,OVEN_01,Oven Temperature,227.33
SEN_874,2025-06-15 06:16:27,Willowvale_Plant,OVEN_02,Oven Temperature,222.06
SEN_11198,2025-03-01 02:42:47,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,27.78
SEN_2048,2025-03-30 08:12:29,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,4.09
SEN_105,2025-06-22 21:05:51,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.64
SEN_10537,2025-04-26 02:01:46,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_10980,2025-03-15 18:58:04,Willowvale_Plant,OVEN_01,Oven Temperature,201.04
SEN_1916,2025-01-17 16:56:41,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,116.43
SEN_6500,2025-05-27 07:43:53,Willowvale_Plant,OVEN_02,Oven Temperature,217.6
SEN_5685,2025-02-05 19:20:06,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.89
SEN_6729,2025-02-04 21:42:30,Willowvale_Plant,CONVEYOR_01,Belt Speed,0.7
SEN_3633,2025-01-12 23:26:20,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,25.76
SEN_110,2025-03-12 15:58:45,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.86
SEN_2139,2025-06-28 17:30:42,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.95
SEN_12721,2025-03-07 23:04:19,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.21
SEN_9050,2025-06-07 17:56:41,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,3.77
SEN_15436,2025-01-14 17:17:39,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,31.87
SEN_9467,2025-07-24 10:18:00,Willowvale_Plant,OVEN_01,Oven Temperature,201.44
SEN_9755,2025-01-08 01:56:26,Willowvale_Plant,OVEN_02,Oven Temperature,215.26
SEN_9130,2025-02-23 16:56:06,Shepperton_Plant,PROOFER_01,Humidity Level,84.86
SEN_3325,2025-06-12 22:23:07,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.59
SEN_17437,2025-04-20 12:19:53,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.03
SEN_4481,2025-05-13 14:44:20,Willowvale_Plant,OVEN_02,Oven Temperature,236.84
SEN_12517,2025-03-25 10:54:30,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,105.77
SEN_14841,2025-05-27 02:33:43,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,105.13
SEN_10167,2025-03-02 15:47:11,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.68
SEN_15241,2025-05-16 21:28:37,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,21.58
SEN_15055,2025-04-29 04:36:42,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,94.21
SEN_4812,2025-01-08 19:14:35,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,35.1
SEN_12157,2025-03-14 14:38:28,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,109.34
SEN_10160,2025-07-22 03:41:19,Willowvale_Plant,PROOFER_01,Humidity Level,69.3
SEN_6132,2025-07-13 16:02:29,Shepperton_Plant,OVEN_02,Oven Temperature,236.62
SEN_13544,2025-03-08 14:50:13,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,104.89
SEN_8942,2025-07-12 16:02:48,Willowvale_Plant,OVEN_02,Oven Temperature,226.26
SEN_9940,2025-03-09 23:03:24,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.48
SEN_17186,2025-07-05 06:13:54,Willowvale_Plant,OVEN_01,Oven Temperature,229.01
SEN_7333,2025-04-08 21:45:19,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.89
SEN_11660,2025-07-18 14:25:04,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,106.29
SEN_1835,2025-07-26 14:48:13,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,107.13
SEN_11904,2025-01-20 09:50:00,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_12027,2025-04-06 08:59:05,Shepperton_Plant,OVEN_01,Oven Temperature,210.88
SEN_16194,2025-05-09 16:25:17,Willowvale_Plant,OVEN_02,Oven Temperature,216.14
SEN_15189,2025-01-23 22:56:06,Shepperton_Plant,OVEN_01,Oven Temperature,186.43
SEN_14579,2025-04-12 21:17:25,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,27.18
SEN_17412,2025-06-08 14:18:18,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.62
SEN_9150,2025-07-17 06:33:40,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,25.2
SEN_16990,2025-07-11 07:37:10,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.18
SEN_3004,2025-02-27 13:24:24,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_8216,2025-06-16 01:48:22,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.72
SEN_14677,2025-05-30 13:20:04,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,20.43
SEN_5390,2025-02-17 06:09:00,Shepperton_Plant,PROOFER_01,Humidity Level,76.76
SEN_12056,2025-03-04 15:46:39,Willowvale_Plant,OVEN_01,Oven Temperature,211.53
SEN_1310,2025-07-24 06:39:04,Willowvale_Plant,OVEN_02,Oven Temperature,219.52
SEN_3476,2025-07-03 17:39:54,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.26
SEN_790,2025-05-02 06:52:33,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_15947,2025-05-27 00:58:17,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,3.08
SEN_10158,2025-05-01 13:57:01,Shepperton_Plant,OVEN_01,Oven Temperature,212.65
SEN_7741,2025-02-17 00:44:10,Shepperton_Plant,PROOFER_01,Humidity Level,66.19
SEN_3285,2025-06-09 02:46:02,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,117.67
SEN_12268,2025-03-20 13:54:32,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_2515,2025-01-24 23:36:11,Shepperton_Plant,OVEN_02,Oven Temperature,227.65
SEN_9512,2025-05-26 05:11:11,Willowvale_Plant,OVEN_01,Oven Temperature,221.42
SEN_12042,2025-05-27 20:13:36,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,4.54
SEN_10225,2025-07-21 18:23:59,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.92
SEN_11948,2025-04-21 12:09:24,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,106.26
SEN_6228,2025-01-19 08:08:12,Willowvale_Plant,CONVEYOR_01,Belt Speed,0.76
SEN_13375,2025-02-03 11:18:58,Willowvale_Plant,OVEN_02,Oven Temperature,232.19
SEN_12265,2025-07-27 13:30:36,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.32
SEN_8792,2025-05-12 02:26:11,Shepperton_Plant,OVEN_02,Oven Temperature,205.83
SEN_13992,2025-01-27 22:05:12,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,3.73
SEN_5007,2025-02-09 15:32:45,Willowvale_Plant,OVEN_01,Oven Temperature,220.62
SEN_6215,2025-05-13 15:11:38,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.58
SEN_12516,2025-06-02 11:24:46,Shepperton_Plant,OVEN_02,Oven Temperature,210.64
SEN_5258,2025-04-22 18:38:23,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_9114,2025-01-04 02:21:49,Willowvale_Plant,OVEN_01,Oven Temperature,240.08
SEN_14643,2025-03-17 23:41:55,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,26.74
SEN_8966,2025-06-23 09:48:14,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.89
SEN_15215,2025-02-02 21:33:07,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.16
SEN_3302,2025-03-09 10:41:56,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.72
SEN_16777,2025-06-22 08:22:03,Shepperton_Plant,CONVEYOR_02,Belt Speed,0.82
SEN_6844,2025-03-12 07:31:30,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,92.52
SEN_13130,2025-01-09 08:22:31,Shepperton_Plant,PROOFER_01,Humidity Level,88.28
SEN_7991,2025-03-04 15:13:02,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,3.15
SEN_5407,2025-07-04 11:46:05,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.46
SEN_713,2025-04-08 10:07:13,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,32.81
SEN_13469,2025-04-02 12:18:38,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.27
SEN_4410,2025-05-31 22:54:39,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.55
SEN_13933,2025-07-07 16:16:16,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,2.64
SEN_5921,2025-03-05 23:12:51,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,1.35
SEN_12570,2025-07-15 01:15:18,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.13
SEN_5412,2025-02-04 16:51:17,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.07
SEN_14470,2025-04-11 19:12:21,Willowvale_Plant,OVEN_01,Oven Temperature,220.69
SEN_551,2025-04-07 12:02:15,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_10515,2025-01-21 19:01:15,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.24
SEN_3242,2025-04-12 13:55:10,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.96
SEN_12698,2025-05-18 19:11:36,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,2.68
SEN_13378,2025-02-23 19:14:10,Willowvale_Plant,OVEN_01,Oven Temperature,224.57
SEN_11392,2025-02-28 20:05:42,Willowvale_Plant,CONVEYOR_02,Belt Speed,0.98
SEN_8494,2025-06-28 12:53:27,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.29
SEN_16327,2025-06-01 23:13:34,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.24
SEN_3265,2025-03-01 14:23:07,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.52
SEN_5062,2025-05-04 12:09:37,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,22.63
SEN_8445,2025-02-24 21:56:05,Willowvale_Plant,OVEN_01,Oven Temperature,193.92
SEN_2099,2025-04-15 04:54:41,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,35.65
SEN_7002,2025-07-02 18:51:59,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.06
SEN_7293,2025-05-25 07:52:50,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.51
SEN_3672,2025-05-31 19:23:12,Shepperton_Plant,OVEN_01,Oven Temperature,217.78
SEN_14472,2025-03-10 08:18:14,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.66
SEN_9321,2025-05-16 04:10:15,Willowvale_Plant,OVEN_01,Oven Temperature,211.83
SEN_15736,2025-06-24 02:04:42,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.55
SEN_4417,2025-05-14 06:43:01,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.44
SEN_16701,2025-04-02 00:21:40,Shepperton_Plant,PROOFER_01,Humidity Level,87.23
SEN_10020,2025-01-10 05:23:59,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,25.02
SEN_9723,2025-03-24 12:06:37,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.85
SEN_16387,2025-04-23 07:38:34,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.56
SEN_2935,2025-07-13 23:58:00,Willowvale_Plant,CONVEYOR_02,Belt Speed,0.65
SEN_10049,2025-01-29 11:59:56,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,4.2
SEN_6598,2025-04-28 07:11:23,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_9802,2025-03-10 18:36:18,Willowvale_Plant,OVEN_01,Oven Temperature,226.29
SEN_14454,2025-04-09 14:50:12,Shepperton_Plant,OVEN_01,Oven Temperature,218.43
SEN_4834,2025-07-02 07:57:35,Willowvale_Plant,PROOFER_01,Humidity Level,83.73
SEN_16464,2025-05-26 21:49:42,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.47
SEN_11171,2025-06-29 17:53:08,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,27.12
SEN_12605,2025-04-05 20:50:55,Willowvale_Plant,PROOFER_01,Humidity Level,75.14
SEN_16864,2025-05-27 09:29:46,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.52
SEN_14413,2025-02-25 13:46:50,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_11735,2025-02-24 14:54:02,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_57,2025-03-12 00:00:00,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_3413,2025-02-26 20:04:22,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.53
SEN_2856,2025-01-05 11:59:02,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_401,2025-02-11 09:57:06,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,105.69
SEN_2987,2025-05-25 07:39:22,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,28.46
SEN_6606,2025-04-19 19:33:14,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,4.35
SEN_16136,2025-03-30 16:12:32,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,93.37
SEN_11100,2025-06-13 13:59:48,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_12674,2025-06-28 04:43:54,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_6555,2025-06-29 06:57:58,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.32
SEN_8781,2025-01-18 11:52:06,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.55
SEN_7259,2025-02-19 14:32:18,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,24.67
SEN_11214,2025-01-10 17:17:23,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.55
SEN_5782,2025-04-01 15:45:28,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,1.4
SEN_13981,2025-02-15 11:38:54,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.5
SEN_8978,2025-02-09 03:14:41,Shepperton_Plant,OVEN_02,Oven Temperature,217.45
SEN_14333,2025-07-11 01:03:17,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,112.75
SEN_7234,2025-07-06 02:45:11,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_15116,2025-05-27 20:20:05,Shepperton_Plant,PROOFER_01,Humidity Level,76.35
SEN_520,2025-03-19 17:05:01,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_1756,2025-07-17 22:44:13,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.43
SEN_4509,2025-05-13 17:25:29,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,107.16
SEN_13930,2025-06-25 15:08:49,,CONVEYOR_02,Belt Speed,1.43
SEN_11276,2025-06-22 21:30:19,Shepperton_Plant,PROOFER_01,Humidity Level,73.01
SEN_5264,2025-02-09 08:17:38,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.57
SEN_1070,2025-04-07 09:44:02,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,2.19
SEN_8341,2025-02-10 08:16:15,Willowvale_Plant,OVEN_02,Oven Temperature,206.3
SEN_8420,2025-03-15 00:10:41,Willowvale_Plant,PROOFER_01,Humidity Level,80.38
SEN_13949,2025-02-23 13:37:02,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.68
SEN_6612,2025-05-12 04:27:17,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.85
SEN_13815,2025-05-28 00:26:30,Willowvale_Plant,OVEN_01,Oven Temperature,230.77
SEN_666,2025-05-08 09:25:45,Willowvale_Plant,OVEN_02,Oven Temperature,220.93
SEN_17934,2025-01-29 19:07:06,Willowvale_Plant,PROOFER_01,Humidity Level,84.16
SEN_717,2025-06-17 18:57:34,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,22.55
SEN_13136,2025-05-04 17:03:04,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.7
SEN_1700,2025-06-17 03:12:39,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,4.26
SEN_1878,2025-03-07 19:32:01,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,27.29
SEN_11553,2025-06-01 19:45:52,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,3.17
SEN_17126,2025-03-01 08:41:02,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_7321,2025-03-03 12:50:08,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,27.27
SEN_16675,2025-06-27 03:30:04,Shepperton_Plant,OVEN_01,Oven Temperature,241.45
SEN_6801,2025-05-12 08:53:18,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,27.01
SEN_16622,2025-02-04 22:48:20,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.41
SEN_7066,2025-04-11 06:34:47,Willowvale_Plant,OVEN_02,Oven Temperature,199.25
SEN_7141,2025-05-25 07:10:40,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,21.61
SEN_12845,2025-05-05 05:53:24,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_10068,2025-04-14 03:57:52,Willowvale_Plant,CONVEYOR_02,Belt Speed,0.75
SEN_6862,2025-03-20 20:59:40,Willowvale_Plant,PROOFER_01,Humidity Level,69.39
SEN_8169,2025-06-25 09:36:51,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.92
SEN_11380,2025-04-29 07:35:11,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,26.55
SEN_13977,2025-06-19 00:55:04,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_8129,2025-05-06 18:54:26,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.89
SEN_6593,2025-01-01 11:30:10,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.02
SEN_8673,2025-01-29 23:48:38,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_14998,2025-04-06 23:32:28,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_92,2025-05-30 23:02:08,Shepperton_Plant,OVEN_01,Oven Temperature,221.67
SEN_2578,2025-07-06 08:49:13,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,1.42
SEN_9252,2025-03-12 01:55:29,Shepperton_Plant,PROOFER_01,Humidity Level,80.2
SEN_8385,2025-06-07 04:58:19,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.3
SEN_9300,2025-01-09 09:54:04,Shepperton_Plant,OVEN_01,Oven Temperature,229.29
SEN_17427,2025-03-25 11:26:53,Willowvale_Plant,OVEN_01,Oven Temperature,211.78
SEN_17491,2025-01-26 10:17:27,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,34.54
SEN_15624,2025-05-27 12:20:35,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.11
SEN_3897,2025-02-04 16:02:33,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.83
SEN_14135,2025-05-25 22:58:43,Shepperton_Plant,OVEN_02,Oven Temperature,210.89
SEN_1350,2025-07-10 06:35:51,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,28.75
SEN_9254,2025-05-15 23:25:51,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,110.8
SEN_16306,2025-03-09 14:05:29,Shepperton_Plant,OVEN_02,Oven Temperature,215.2
SEN_3778,2025-02-25 01:14:57,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_14830,2025-04-02 00:45:05,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,106.58
SEN_15172,2025-05-20 01:15:36,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.38
