qc_id,timestamp,batch_id,sku,parameter,value,pass_fail,notes,value 
QC_504368,2025-04-26 13:58:18,BATCH_13456,Family Loaf,crust_color_level,-1.09,fail,Color inconsistency,-1.09
QC_508313,2025-03-22 15:52:09,BATCH_14771,High Energy Brown,package_seal_strength,87.46,pass,,87.46
QC_517238,2025-02-26 23:52:54,BATCH_17746,High Energy Brown,package_seal_strength,121.2,fail,Internal temperature deviation,121.2
QC_510641,2025-01-01 19:34:23,BATCH_15547,Wholegrain Brown,texture_score,5.51,pass,,5.51
QC_511570,2025-04-07 02:53:51,BATCH_15856,Whole Wheat,crust_color_level,2.34,pass,,2.34
QC_507325,2025-06-09 08:10:53,BATCH_14441,Soft White,moisture_percent,40.79,fail,Seal issue detected,40.79
QC_506080,2025-04-02 10:14:44,BATCH_14026,Wholegrain Brown,weight_grams,695.18,pass,,695.18
QC_511967,2025-03-23 11:31:19,BATCH_15989,Family Loaf,internal_temp_c,91.66,fail,Color inconsistency,91.66
QC_502601,2025-03-09 06:49:25,BATCH_12867,High Energy Brown,moisture_percent,37.54,pass,,37.54
QC_506568,2025-02-09 12:51:11,BATCH_14189,High Energy White,slice_uniformity_mm,5.68,pass,,5.68
QC_514827,2025-05-26 16:01:47,BATCH_16942,High Energy Brown,crust_color_level,4.07,pass,,4.07
QC_502173,2025-05-31 02:31:45,BATCH_12724,Soft White,slice_uniformity_mm,4.33,pass,,4.33
QC_503605,2025-03-17 06:26:56,BATCH_13201,Soft White,moisture_percent,33.99,pass,,33.99
QC_506429,2025-07-02 20:12:46,BATCH_14143,High Energy White,moisture_percent,31.83,pass,,31.83
QC_515194,2025-07-09 14:11:00,BATCH_17064,Seed Loaf,package_seal_strength,92.34,pass,,92.34
QC_507995,2025-07-07 00:38:02,BATCH_14665,Whole Wheat,package_seal_strength,87.97,pass,,87.97
QC_509142,2025-03-04 22:45:57,BATCH_15047,Whole Wheat,crust_color_level,6.9,fail,Internal temperature deviation,6.9
QC_503768,2025-01-08 00:10:09,BATCH_13256,High Energy Brown,crust_color_level,1.72,pass,,1.72
QC_505077,2025-04-14 10:38:12,BATCH_13692,Wholegrain Brown,package_seal_strength,111.88,pass,,111.88
QC_508274,2025-03-19 13:02:24,BATCH_14758,Soft White,weight_grams,708.55,pass,,708.55
QC_509599,2025-04-06 18:22:05,BATCH_15199,Wholegrain Brown,moisture_percent,34.64,pass,,34.64
QC_504631,2025-02-23 05:48:28,BATCH_13543,Seed Loaf,weight_grams,715.65,pass,,715.65
QC_512531,2025-04-05 22:30:37,BATCH_16177,Wholegrain Brown,crust_color_level,6.23,fail,Color inconsistency,6.23
QC_500240,2025-07-05 08:10:46,BATCH_12080,Family Loaf,crust_color_level,3.34,pass,,3.34
QC_514417,2025-07-13 04:31:33,BATCH_16805,High Energy White,weight_grams,684.37,pass,,684.37
QC_510771,2025-05-15 03:23:36,BATCH_15590,Wholegrain Brown,weight_grams,717.89,pass,,717.89
QC_511272,2025-06-13 18:31:48,BATCH_15757,Whole Wheat,internal_temp_c,95.05,pass,,95.05
QC_510930,2025-01-12 06:28:57,BATCH_15643,Whole Wheat,crust_color_level,1.2,pass,,1.2
QC_507602,2025-07-01 20:11:12,BATCH_14534,Whole Wheat,weight_grams,713.02,pass,,713.02
QC_511465,2025-02-18 23:03:27,BATCH_15821,Soft White,crust_color_level,-0.65,fail,Internal temperature deviation,-0.65
QC_501867,2025-01-04 18:55:59,BATCH_12622,High Energy Brown,package_seal_strength,87.47,pass,,87.47
QC_511778,2025-03-18 16:39:39,BATCH_15926,Soft White,internal_temp_c,90.67,fail,Above tolerance range,90.67
QC_515652,2025-01-17 13:57:52,BATCH_17217,High Energy Brown,crust_color_level,6.3,fail,Seal issue detected,6.3
QC_516968,2025-01-26 19:37:33,BATCH_17656,High Energy White,package_seal_strength,101.88,pass,,101.88
QC_502521,2025-02-23 14:57:58,BATCH_12840,Whole Wheat,package_seal_strength,117.21,pass,,117.21
QC_513181,2025-04-08 15:00:58,BATCH_16393,Wholegrain Brown,package_seal_strength,100.06,pass,,100.06
QC_501820,2025-06-11 09:12:34,BATCH_12606,Family Loaf,texture_score,10.1,fail,Seal issue detected,10.1
QC_502410,2025-07-23 06:51:23,BATCH_12803,Whole Wheat,weight_grams,679.7,fail,Above tolerance range,679.7
QC_508243,2025-05-22 21:17:14,BATCH_14747,Wholegrain Brown,package_seal_strength,90.77,pass,,90.77
QC_506637,2025-04-19 02:40:54,BATCH_14212,Seed Loaf,texture_score,9.15,pass,,9.15
QC_505187,2025-05-26 14:50:22,BATCH_13729,High Energy White,package_seal_strength,118.52,pass,,118.52
QC_513426,2025-04-28 18:53:48,BATCH_16475,High Energy White,crust_color_level,4.64,pass,,4.64
QC_504565,2025-03-12 10:39:28,BATCH_13521,High Energy White,package_seal_strength,85.87,pass,,85.87
QC_507942,2025-04-22 07:02:34,BATCH_14647,Family Loaf,crust_color_level,2.98,pass,,2.98
QC_516453,2025-04-22 02:12:13,BATCH_17484,High Energy Brown,moisture_percent,36.6,pass,,36.6
QC_506391,2025-07-13 08:30:08,BATCH_14130,Wholegrain Brown,slice_uniformity_mm,0.98,fail,Below expected tolerance,0.98
QC_502118,2025-04-15 09:14:33,BATCH_12706,High Energy White,internal_temp_c,95.66,pass,,95.66
QC_510050,2025-01-25 02:36:03,BATCH_15350,Family Loaf,texture_score,4.42,pass,,4.42
QC_503779,2025-04-07 12:02:15,BATCH_13259,High Energy Brown,moisture_percent,32.88,pass,,32.88
QC_516882,2025-01-02 01:54:06,BATCH_17627,High Energy White,weight_grams,694.29,pass,,694.29
QC_504961,2025-02-01 16:09:42,BATCH_13653,Seed Loaf,crust_color_level,6.98,fail,Color inconsistency,6.98
QC_502809,2025-03-14 02:53:39,BATCH_12936,Wholegrain Brown,weight_grams,706.67,pass,,706.67
QC_500498,2025-03-05 09:40:47,BATCH_12166,Whole Wheat,slice_uniformity_mm,4.87,pass,,4.87
QC_500918,2025-06-28 01:39:10,BATCH_12306,Wholegrain Brown,internal_temp_c,92.26,fail,Internal temperature deviation,92.26
QC_514560,2025-07-17 13:27:03,BATCH_16853,Soft White,weight_grams,718.23,pass,,718.23
QC_508617,2025-03-01 15:30:35,BATCH_14872,High Energy White,internal_temp_c,99.35,fail,Below expected tolerance,99.35
QC_504284,2025-04-14 17:27:29,BATCH_13428,High Energy Brown,moisture_percent,40.93,fail,Color inconsistency,40.93
QC_515210,2025-04-16 02:29:21,BATCH_17070,High Energy Brown,internal_temp_c,99.3,fail,Above tolerance range,99.3
QC_511998,2025-05-08 04:12:15,BATCH_15999,Wholegrain Brown,moisture_percent,34.72,pass,,34.72
QC_500228,2025-02-25 07:54:10,BATCH_12076,High Energy Brown,internal_temp_c,94.19,pass,,94.19
QC_511716,2025-03-15 20:05:15,BATCH_15905,High Energy Brown,slice_uniformity_mm,5.59,pass,,5.59
QC_513079,2025-01-13 01:19:26,BATCH_16359,Family Loaf,texture_score,7.3,pass,,7.3
QC_502741,2025-03-18 02:35:16,BATCH_12913,Seed Loaf,internal_temp_c,99.99,fail,Internal temperature deviation,99.99
QC_509271,2025-04-09 16:50:35,BATCH_15090,Family Loaf,crust_color_level,0.84,fail,Internal temperature deviation,0.84
QC_512699,2025-02-06 21:53:09,BATCH_16233,High Energy Brown,crust_color_level,5.66,fail,Above tolerance range,5.66
QC_511113,2025-01-11 14:51:12,BATCH_15704,High Energy White,moisture_percent,37.94,pass,,37.94
QC_506001,2025-03-25 22:56:57,BATCH_14000,High Energy Brown,crust_color_level,4.62,pass,,4.62
QC_505718,2025-03-22 17:56:50,BATCH_13906,High Energy White,crust_color_level,2.73,pass,,2.73
QC_515057,2025-01-30 00:42:44,BATCH_17019,Whole Wheat,package_seal_strength,112.31,pass,,112.31
QC_505583,2025-07-28 16:16:13,BATCH_13861,Wholegrain Brown,package_seal_strength,115.05,pass,,115.05
QC_516663,2025-07-18 10:48:29,BATCH_17554,High Energy White,crust_color_level,5.37,fail,Internal temperature deviation,5.37
QC_507867,2025-07-22 12:10:23,BATCH_14622,Seed Loaf,slice_uniformity_mm,3.16,pass,,3.16
QC_516731,2025-03-13 00:27:42,BATCH_17577,Wholegrain Brown,texture_score,9.02,pass,,9.02
QC_501128,2025-02-12 17:55:05,BATCH_12376,Seed Loaf,texture_score,11.43,fail,Seal issue detected,11.43
QC_517395,2025-02-04 17:24:24,BATCH_17798,High Energy White,internal_temp_c,100.29,fail,Below expected tolerance,100.29
QC_515273,2025-01-08 02:35:01,BATCH_17091,Wholegrain Brown,slice_uniformity_mm,2.33,pass,,2.33
QC_510400,2025-06-11 04:10:13,BATCH_15466,Soft White,weight_grams,689.0,pass,,689.0
QC_516671,2025-01-13 04:50:12,BATCH_17557,Family Loaf,crust_color_level,0.03,fail,Internal temperature deviation,0.03
QC_510298,2025-06-26 02:14:15,BATCH_15432,Whole Wheat,internal_temp_c,98.43,pass,,98.43
QC_501706,2025-06-01 04:01:59,BATCH_12568,High Energy White,moisture_percent,35.74,pass,,35.74
QC_507450,2025-03-11 09:06:16,BATCH_14483,Whole Wheat,package_seal_strength,122.25,fail,Seal issue detected,122.25
QC_503153,2025-07-05 00:20:49,BATCH_13051,Seed Loaf,slice_uniformity_mm,3.19,pass,,3.19
QC_510364,2025-07-27 08:17:07,BATCH_15454,High Energy Brown,moisture_percent,30.23,fail,Seal issue detected,30.23
QC_512658,2025-02-17 01:56:24,BATCH_16219,Soft White,weight_grams,701.88,pass,,701.88
QC_515639,2025-06-04 09:41:34,BATCH_17213,Seed Loaf,moisture_percent,33.06,pass,,33.06
QC_500512,2025-05-03 15:11:51,BATCH_12170,Seed Loaf,texture_score,0.09,fail,Below expected tolerance,0.09
QC_506240,2025-03-10 20:44:12,BATCH_14080,High Energy White,package_seal_strength,105.97,pass,,105.97
QC_507104,2025-04-17 23:57:35,BATCH_14368,High Energy White,crust_color_level,3.2,pass,,3.2
QC_510566,2025-06-28 22:27:20,BATCH_15522,High Energy Brown,weight_grams,717.63,pass,,717.63
QC_509824,2025-01-29 14:59:59,BATCH_15274,Soft White,texture_score,9.82,pass,,9.82
QC_512634,2025-07-20 20:28:51,BATCH_16211,Family Loaf,internal_temp_c,97.42,pass,,97.42
QC_510490,2025-01-23 13:07:41,BATCH_15496,High Energy Brown,package_seal_strength,113.93,pass,,113.93
QC_517880,2025-03-20 09:54:30,BATCH_17960,Family Loaf,crust_color_level,3.24,pass,,3.24
QC_511610,2025-06-14 15:48:40,BATCH_15870,Wholegrain Brown,moisture_percent,29.23,fail,Color inconsistency,29.23
QC_502721,2025-07-23 21:19:37,BATCH_12907,High Energy White,moisture_percent,30.07,fail,Above tolerance range,30.07
QC_507445,2025-03-31 14:10:16,BATCH_14481,High Energy Brown,internal_temp_c,98.0,pass,,98.0
QC_507893,2025-05-20 01:47:35,BATCH_14631,Whole Wheat,moisture_percent,39.85,fail,Color inconsistency,39.85
QC_507509,2025-06-13 15:35:08,BATCH_14503,High Energy Brown,crust_color_level,1.95,pass,,1.95
QC_515301,2025-05-02 04:18:08,BATCH_17100,High Energy White,internal_temp_c,98.31,pass,,98.31
QC_508042,2025-05-15 04:30:36,BATCH_14680,Soft White,slice_uniformity_mm,5.53,pass,,5.53
QC_511771,2025-01-11 02:27:14,BATCH_15923,High Energy White,slice_uniformity_mm,2.19,pass,,2.19
QC_512214,2025-05-15 09:31:01,BATCH_16071,High Energy Brown,crust_color_level,2.34,pass,,2.34
QC_512556,2025-07-25 20:35:39,BATCH_16185,Whole Wheat,crust_color_level,0.01,fail,,0.01
QC_515502,2025-03-28 17:58:15,BATCH_17167,Wholegrain Brown,weight_grams,719.19,pass,,719.19
QC_513478,2025-05-01 00:05:54,BATCH_16492,Soft White,crust_color_level,4.33,pass,,4.33
QC_516499,2025-02-01 22:59:18,BATCH_17499,Wholegrain Brown,moisture_percent,38.04,pass,,38.04
QC_513829,2025-04-26 15:53:20,BATCH_16609,Seed Loaf,texture_score,11.36,fail,Seal issue detected,11.36
QC_514540,2025-03-14 03:46:48,BATCH_16846,Soft White,weight_grams,704.39,pass,,704.39
QC_515395,2025-06-29 19:07:22,BATCH_17131,Wholegrain Brown,texture_score,0.33,fail,Below expected tolerance,0.33
QC_509053,2025-01-04 13:43:37,BATCH_15017,High Energy White,crust_color_level,6.73,fail,Below expected tolerance,6.73
QC_513335,2025-01-17 22:16:43,BATCH_16445,Soft White,texture_score,0.44,fail,Below expected tolerance,0.44
QC_506054,2025-05-11 00:03:14,BATCH_14018,Seed Loaf,slice_uniformity_mm,2.97,pass,,2.97
QC_513497,2025-04-10 07:28:24,BATCH_16499,Soft White,package_seal_strength,101.96,pass,,101.96
QC_516297,2025-05-11 09:07:50,BATCH_17432,Soft White,texture_score,9.01,pass,,9.01
QC_502550,2025-05-13 15:21:23,BATCH_12850,High Energy White,crust_color_level,4.04,pass,,4.04
QC_517099,2025-05-01 12:22:57,BATCH_17699,Seed Loaf,texture_score,-0.38,fail,Color inconsistency,-0.38
QC_507440,2025-01-06 07:59:56,BATCH_14480,Seed Loaf,crust_color_level,3.05,pass,,3.05
QC_516953,2025-07-21 17:24:00,BATCH_17651,Whole Wheat,slice_uniformity_mm,4.91,pass,,4.91
QC_506768,2025-07-16 13:41:43,BATCH_14256,High Energy Brown,moisture_percent,34.51,pass,,34.51
QC_514943,2025-05-18 02:19:05,BATCH_16981,High Energy Brown,package_seal_strength,92.86,pass,,92.86
QC_502681,2025-03-27 14:15:50,BATCH_12893,Family Loaf,texture_score,1.66,pass,,1.66
QC_506449,2025-03-23 17:26:23,BATCH_14149,Seed Loaf,package_seal_strength,119.12,pass,,119.12
QC_515011,2025-01-16 03:22:46,BATCH_17003,Wholegrain Brown,internal_temp_c,92.87,fail,Internal temperature deviation,92.87
QC_501045,2025-02-12 19:36:31,BATCH_12348,Family Loaf,crust_color_level,3.59,pass,,3.59
QC_502644,2025-05-15 11:23:47,BATCH_12881,High Energy White,weight_grams,691.6,pass,,691.6
QC_504435,2025-07-17 05:48:36,BATCH_13478,High Energy Brown,package_seal_strength,79.92,fail,Seal issue detected,79.92
QC_504487,2025-04-26 05:52:48,BATCH_13495,Wholegrain Brown,moisture_percent,40.72,fail,Above tolerance range,40.72
QC_502061,2025-06-25 09:09:54,BATCH_12687,Family Loaf,slice_uniformity_mm,4.15,pass,,4.15
QC_504645,2025-02-14 14:22:01,BATCH_13548,Soft White,weight_grams,684.28,pass,,684.28
QC_509112,2025-07-03 08:27:20,BATCH_15037,High Energy White,moisture_percent,39.33,fail,Seal issue detected,39.33
QC_511004,2025-07-28 17:57:20,BATCH_15668,Wholegrain Brown,slice_uniformity_mm,3.27,pass,,3.27
QC_503775,2025-05-12 16:29:47,BATCH_13258,Whole Wheat,texture_score,-1.43,fail,Seal issue detected,-1.43
QC_516872,2025-02-18 05:18:09,BATCH_17624,Seed Loaf,texture_score,10.98,fail,Below expected tolerance,10.98
QC_505596,2025-04-18 18:36:08,BATCH_13865,High Energy White,package_seal_strength,94.71,pass,,94.71
QC_517194,2025-05-14 04:45:20,BATCH_17731,High Energy Brown,texture_score,10.93,fail,Above tolerance range,10.93
QC_510741,2025-07-06 15:31:30,BATCH_15580,Whole Wheat,internal_temp_c,99.46,fail,Below expected tolerance,99.46
QC_509297,2025-03-23 23:40:10,BATCH_15099,Soft White,weight_grams,709.79,pass,,709.79
QC_507265,2025-05-28 06:00:56,BATCH_14421,Seed Loaf,crust_color_level,6.33,fail,Color inconsistency,6.33
QC_512628,2025-05-18 16:06:20,BATCH_16209,Family Loaf,texture_score,5.35,pass,,5.35
QC_515241,2025-03-12 08:07:14,BATCH_17080,Seed Loaf,internal_temp_c,97.3,pass,,97.3
QC_504174,2025-01-06 23:59:09,BATCH_13391,High Energy White,crust_color_level,-1.34,fail,Above tolerance range,-1.34
QC_516126,2025-01-11 01:39:13,BATCH_17375,Soft White,package_seal_strength,110.74,pass,,110.74
QC_509216,2025-05-31 02:26:45,BATCH_15072,Family Loaf,texture_score,9.67,pass,,9.67
QC_516557,2025-03-20 18:18:00,BATCH_17519,Whole Wheat,slice_uniformity_mm,1.14,fail,Color inconsistency,1.14
QC_513954,2025-05-05 18:59:33,BATCH_16651,High Energy Brown,package_seal_strength,121.89,fail,Color inconsistency,121.89
QC_513338,2025-04-22 20:20:37,BATCH_16446,Soft White,crust_color_level,0.42,fail,Below expected tolerance,0.42
QC_510143,2025-06-04 04:16:48,BATCH_15381,Wholegrain Brown,slice_uniformity_mm,6.35,fail,Below expected tolerance,6.35
QC_517181,2025-05-15 06:05:20,BATCH_17727,Soft White,package_seal_strength,104.98,pass,,104.98
QC_508543,2025-05-18 12:11:47,BATCH_14847,High Energy Brown,package_seal_strength,107.17,pass,,107.17
QC_515995,2025-04-28 04:00:43,BATCH_17331,Soft White,moisture_percent,30.7,fail,Color inconsistency,30.7
QC_500983,2025-02-12 18:39:21,BATCH_12327,Family Loaf,internal_temp_c,94.64,pass,,94.64
QC_513590,2025-05-05 02:38:10,BATCH_16530,High Energy Brown,weight_grams,686.08,pass,,686.08
QC_505480,2025-02-14 11:20:11,BATCH_13826,Soft White,package_seal_strength,110.17,pass,,110.17
QC_515731,2025-03-01 19:22:53,BATCH_17243,Whole Wheat,slice_uniformity_mm,-0.22,fail,Internal temperature deviation,-0.22
QC_504797,2025-02-06 20:39:50,BATCH_13599,Seed Loaf,internal_temp_c,95.55,pass,,95.55
QC_515074,2025-07-08 05:08:50,BATCH_17024,Family Loaf,moisture_percent,34.91,pass,,34.91
QC_503662,2025-06-06 15:36:13,BATCH_13220,High Energy Brown,package_seal_strength,94.33,pass,,94.33
QC_517393,2025-03-25 15:48:39,BATCH_17797,Soft White,slice_uniformity_mm,5.57,pass,,5.57
QC_510486,2025-02-15 00:52:31,BATCH_15495,Soft White,package_seal_strength,84.7,pass,,84.7
QC_506947,2025-03-29 23:35:48,BATCH_14315,Seed Loaf,package_seal_strength,106.34,pass,,106.34
QC_504657,2025-06-22 05:59:56,BATCH_13552,Soft White,moisture_percent,35.42,pass,,35.42
QC_506414,2025-04-21 11:44:23,BATCH_14138,Whole Wheat,internal_temp_c,93.16,pass,,93.16
QC_514237,2025-04-07 15:46:24,BATCH_16745,High Energy Brown,moisture_percent,37.59,pass,,37.59
QC_503150,2025-04-17 02:55:24,BATCH_13050,High Energy Brown,texture_score,8.49,pass,,8.49
QC_512554,2025-03-08 13:06:33,BATCH_16184,Seed Loaf,package_seal_strength,118.41,pass,,118.41
QC_517721,2025-06-28 13:50:51,BATCH_17907,Whole Wheat,crust_color_level,4.3,pass,,4.3
QC_504813,2025-03-19 10:05:42,BATCH_13604,Whole Wheat,weight_grams,710.27,pass,,710.27
QC_509265,2025-03-02 22:38:01,BATCH_15088,Family Loaf,internal_temp_c,97.94,pass,,97.94
QC_505969,2025-01-27 20:34:44,BATCH_13989,Seed Loaf,internal_temp_c,94.02,pass,,94.02
QC_502939,2025-04-07 21:04:22,BATCH_12979,Whole Wheat,crust_color_level,6.74,fail,Below expected tolerance,6.74
QC_501340,2025-07-02 17:30:03,BATCH_12446,Whole Wheat,crust_color_level,-1.28,fail,Internal temperature deviation,-1.28
QC_501391,2025-05-23 17:32:22,BATCH_12463,High Energy Brown,texture_score,1.94,pass,,1.94
QC_517848,2025-02-27 02:49:50,BATCH_17949,Seed Loaf,texture_score,11.53,fail,Color inconsistency,11.53
QC_507437,2025-06-08 14:43:00,BATCH_14479,Whole Wheat,crust_color_level,2.95,pass,,2.95
QC_512354,2025-07-07 08:21:02,BATCH_16118,Wholegrain Brown,internal_temp_c,95.46,pass,,95.46
QC_508802,2025-07-08 07:44:23,BATCH_14934,Seed Loaf,package_seal_strength,118.92,pass,,118.92
QC_516286,2025-07-24 13:58:40,BATCH_17428,Wholegrain Brown,slice_uniformity_mm,6.5,fail,Seal issue detected,6.5
QC_514740,2025-06-27 21:57:48,BATCH_16913,Whole Wheat,texture_score,5.59,pass,,5.59
QC_512062,2025-04-02 21:53:58,BATCH_16020,Seed Loaf,package_seal_strength,93.79,pass,,93.79
QC_506146,2025-01-12 07:53:56,BATCH_14048,Soft White,internal_temp_c,99.33,fail,Seal issue detected,99.33
QC_509775,2025-06-02 02:31:15,BATCH_15258,Family Loaf,weight_grams,718.71,pass,,718.71
QC_501412,2025-04-28 15:33:31,BATCH_12470,Whole Wheat,package_seal_strength,94.98,pass,,94.98
QC_502256,2025-03-16 11:54:06,BATCH_12752,Family Loaf,internal_temp_c,94.33,pass,,94.33
QC_514834,2025-05-17 13:39:24,BATCH_16944,Family Loaf,moisture_percent,32.55,pass,,32.55
QC_516063,2025-05-14 10:05:01,BATCH_17354,Family Loaf,weight_grams,709.25,pass,,709.25
QC_506120,2025-06-09 21:57:33,BATCH_14040,Family Loaf,internal_temp_c,100.74,fail,Internal temperature deviation,100.74
QC_502212,2025-07-04 06:58:13,BATCH_12737,High Energy White,crust_color_level,5.9,fail,Below expected tolerance,5.9
QC_505603,2025-05-12 05:01:41,BATCH_13867,High Energy Brown,moisture_percent,38.66,pass,,38.66
QC_510814,2025-06-14 02:16:26,BATCH_15604,High Energy Brown,package_seal_strength,95.3,pass,,95.3
QC_508881,2025-06-25 15:34:37,BATCH_14960,Family Loaf,texture_score,5.98,pass,,5.98
QC_506004,2025-02-20 04:18:38,BATCH_14001,High Energy Brown,crust_color_level,4.71,pass,,4.71
QC_505417,2025-04-27 19:40:05,BATCH_13805,Wholegrain Brown,crust_color_level,-0.13,fail,Seal issue detected,-0.13
QC_504938,2025-06-07 00:09:41,BATCH_13646,Soft White,internal_temp_c,100.37,fail,Internal temperature deviation,100.37
QC_503624,2025-06-24 21:27:33,BATCH_13208,Wholegrain Brown,weight_grams,705.91,pass,,705.91
QC_503158,2025-06-23 19:19:00,BATCH_13052,High Energy White,internal_temp_c,92.69,fail,Seal issue detected,92.69
QC_504267,2025-02-18 03:09:09,BATCH_13422,High Energy White,texture_score,-1.31,fail,Below expected tolerance,-1.31
QC_509158,2025-03-25 21:00:13,BATCH_15052,High Energy Brown,slice_uniformity_mm,4.2,pass,,4.2
QC_500463,2025-07-19 00:08:16,BATCH_12154,High Energy White,internal_temp_c,99.64,fail,Color inconsistency,99.64
QC_501754,2025-02-20 07:09:20,BATCH_12584,Seed Loaf,package_seal_strength,93.35,pass,,93.35
QC_516979,2025-01-17 10:37:34,BATCH_17659,Whole Wheat,package_seal_strength,93.09,pass,,93.09
QC_515926,2025-04-10 23:24:32,BATCH_17308,High Energy White,internal_temp_c,91.59,fail,Above tolerance range,91.59
QC_506380,2025-04-30 09:30:13,BATCH_14126,High Energy Brown,texture_score,0.54,fail,Color inconsistency,0.54
QC_503829,2025-07-21 18:49:27,BATCH_13276,High Energy Brown,texture_score,6.18,pass,,6.18
QC_500378,2025-02-03 15:36:00,BATCH_12126,Wholegrain Brown,slice_uniformity_mm,3.86,pass,,3.86
QC_511298,2025-02-21 18:37:27,BATCH_15766,High Energy White,moisture_percent,38.97,pass,,38.97
QC_514597,2025-03-14 15:38:40,BATCH_16865,Whole Wheat,package_seal_strength,112.35,pass,,112.35
QC_501335,2025-06-16 03:59:04,BATCH_12445,High Energy White,slice_uniformity_mm,5.1,pass,,5.1
QC_517826,2025-01-26 13:56:26,BATCH_17942,Wholegrain Brown,weight_grams,709.5,pass,,709.5
QC_502716,2025-07-24 11:45:11,BATCH_12905,Soft White,internal_temp_c,99.43,fail,Seal issue detected,99.43
QC_512842,2025-06-23 11:46:13,BATCH_16280,Wholegrain Brown,texture_score,5.84,pass,,5.84
QC_515132,2025-02-21 01:48:23,BATCH_17044,Soft White,moisture_percent,36.44,pass,,36.44
QC_516993,2025-07-16 02:43:27,BATCH_17664,High Energy White,moisture_percent,37.69,pass,,37.69
QC_517229,2025-05-07 17:18:07,BATCH_17743,Family Loaf,slice_uniformity_mm,4.0,pass,,4.0
QC_517702,2025-04-11 04:03:04,BATCH_17900,Whole Wheat,crust_color_level,3.38,pass,,3.38
QC_510003,2025-07-22 18:45:04,BATCH_15334,High Energy Brwn,moisture_percent,35.55,pass,,35.55
QC_506322,2025-06-10 00:33:17,BATCH_14107,Soft White,moisture_percent,34.29,pass,,34.29
QC_513692,2025-03-15 20:11:18,BATCH_16564,Family Loaf,internal_temp_c,95.34,pass,,95.34
QC_513086,2025-01-19 17:48:02,BATCH_16362,Seed Loaf,slice_uniformity_mm,3.26,pass,,3.26
QC_501894,2025-02-23 21:48:13,BATCH_12631,Wholegrain Brown,weight_grams,680.33,pass,,680.33
QC_509399,2025-06-08 19:53:36,BATCH_15133,Whole Wheat,weight_grams,697.22,pass,,697.22
QC_504661,2025-02-22 23:23:53,BATCH_13553,Whole Wheat,crust_color_level,0.35,fail,Above tolerance range,0.35
QC_513570,2025-06-15 07:54:10,BATCH_16523,Seed Loaf,slice_uniformity_mm,5.23,pass,,5.23
QC_507769,2025-07-19 15:02:25,BATCH_14589,Wholegrain Brown,moisture_percent,38.32,pass,,38.32
QC_507090,2025-03-19 14:06:00,BATCH_14363,Soft White,package_seal_strength,110.9,pass,,110.9
QC_506221,2025-01-19 12:25:08,BATCH_14073,Wholegrain Brown,slice_uniformity_mm,0.04,fail,Below expected tolerance,0.04
QC_516085,2025-07-07 18:01:37,BATCH_17361,Family Loaf,package_seal_strength,90.0,pass,,90.0
QC_509381,2025-01-12 23:44:51,BATCH_15127,Family Loaf,internal_temp_c,98.42,pass,,98.42
QC_515620,2025-03-17 00:18:13,BATCH_17206,Whole Wheat,package_seal_strength,122.35,fail,Below expected tolerance,122.35
QC_512465,2025-04-12 23:34:09,BATCH_16155,Whole Wheat,crust_color_level,-0.56,fail,Color inconsistency,-0.56
QC_507037,2025-04-05 01:42:27,BATCH_14345,High Energy Brown,weight_grams,705.34,pass,,705.34
QC_514360,2025-02-28 10:47:38,BATCH_16786,High Energy White,weight_grams,687.99,pass,,687.99
QC_511519,2025-04-22 09:00:23,BATCH_15839,Seed Loaf,slice_uniformity_mm,0.66,fail,Below expected tolerance,0.66
QC_511604,2025-02-03 06:12:04,BATCH_15868,High Energy Brown,texture_score,-0.52,fail,Above tolerance range,-0.52
QC_511626,2025-01-07 22:05:04,BATCH_15875,Whole Wheat,weight_grams,722.3,fail,Above tolerance range,722.3
QC_516670,2025-01-09 06:41:35,BATCH_17556,High Energy White,slice_uniformity_mm,3.78,pass,,3.78
QC_513805,2025-04-23 06:03:43,BATCH_16601,Seed Loaf,weight_grams,714.33,pass,,714.33
QC_514927,2025-07-06 19:05:53,BATCH_16975,High Energy White,slice_uniformity_mm,8.09,fail,Internal temperature deviation,8.09
QC_503992,2025-06-10 17:04:21,BATCH_13330,High Energy Brown,package_seal_strength,113.73,pass,,113.73
QC_506691,2025-06-28 15:00:22,BATCH_14230,High Energy White,internal_temp_c,97.34,pass,,97.34
QC_515812,2025-01-24 10:05:53,BATCH_17270,Family Loaf,texture_score,-0.37,fail,Seal issue detected,-0.37
QC_501030,2025-06-08 00:05:44,BATCH_12343,Family Loaf,package_seal_strength,105.88,pass,,105.88
QC_509164,2025-06-04 07:14:50,BATCH_15054,Seed Loaf,slice_uniformity_mm,3.62,pass,,3.62
QC_502220,2025-04-18 15:43:54,BATCH_12740,Seed Loaf,slice_uniformity_mm,4.52,pass,,4.52
QC_509488,2025-02-12 01:03:52,BATCH_15162,High Energy White,moisture_percent,36.67,pass,,36.67
QC_516947,2025-06-14 07:30:46,BATCH_17649,Whole Wheat,weight_grams,684.63,pass,,684.63
QC_517390,2025-03-04 17:54:11,BATCH_17796,Family Loaf,texture_score,11.16,fail,Internal temperature deviation,11.16
QC_509947,2025-04-26 21:29:45,BATCH_15315,High Energy Brown,slice_uniformity_mm,0.82,fail,Above tolerance range,0.82
