dispatch_id,timestamp,plant_id,route_id,vehicle_id,sku,qty_dispatched,expected_arrival,actual_arrival,retailer_id,dispatch_delay_minutes,hour,dayofweek
DSP_105796,2025-03-04 17:54:11,Willowvale_Plant,RT_063,TRUCK_087,High Energy White,357,2025-03-04 20:02:11,2025-03-04 20:41:11,STORE_130,39.0,17.0,Tuesday
DSP_106136,2025-07-19 14:25:14,Willowvale_Plant,RT_007,TRUCK_054,Whole Wheat,335,2025-07-19 16:59:14,2025-07-19 17:00:14,STORE_103,1.0,14.0,Saturday
DSP_103717,2025-01-14 19:39:42,Willowvale_Plant,RT_059,TRUCK_052,Wholegrain Brown,104,2025-01-14 22:35:42,2025-01-14 22:29:42,STORE_145,-6.0,19.0,Tuesday
DSP_110361,2025-01-20 19:36:29,Shepperton_Plant,RT_052,TRUCK_013,High Energy Brown,253,2025-01-20 20:51:29,2025-01-20 21:08:29,STORE_089,17.0,19.0,Monday
DSP_115326,2025-01-01 21:29:07,Willowvale_Plant,RT_036,TRUCK_003,Wholegrain Brown,387,2025-01-01 22:55:07,2025-01-01 22:48:07,STORE_136,-7.0,21.0,Wednesday
DSP_102968,2025-06-06 23:13:46,Willowvale_Plant,RT_058,TRUCK_012,Family Loaf,154,2025-06-07 00:32:46,2025-06-07 00:38:46,STORE_199,6.0,23.0,Friday
DSP_103607,2025-01-24 20:03:05,Shepperton_Plant,RT_057,TRUCK_075,Wholegrain Brown,55,2025-01-24 23:33:05,2025-01-25 00:10:05,STORE_165,37.0,20.0,Friday
DSP_115291,2025-06-06 02:20:34,Willowvale_Plant,RT_017,TRUCK_008,High Energy White,199,2025-06-06 03:51:34,2025-06-06 04:33:34,STORE_064,42.0,2.0,Friday
DSP_103249,2025-03-30 09:26:14,Shepperton_Plant,RT_039,TRUCK_018,High Energy Brown,438,2025-03-30 13:21:14,2025-03-30 13:50:14,STORE_071,29.0,9.0,Sunday
DSP_100057,2025-01-12 15:48:13,Willowvale_Plant,RT_013,TRUCK_067,Family Loaf,176,2025-01-12 18:37:13,2025-01-12 18:59:13,STORE_182,22.0,15.0,Sunday
DSP_101515,2025-04-23 13:29:05,Shepperton_Plant,RT_057,TRUCK_078,SoapBar,324,2025-04-23 16:25:05,2025-04-23 16:35:05,STORE_086,10.0,13.0,Wednesday
DSP_103934,2025-02-14 05:21:28,Shepperton_Plant,RT_006,TRUCK_039,Wholegrain Brown,270,2025-02-14 08:38:28,2025-02-14 09:10:28,STORE_014,32.0,5.0,Friday
DSP_101241,2025-06-29 17:03:20,Willowvale_Plant,RT_016,TRUCK_046,Soft White,49,2025-06-29 18:06:20,2025-06-29 18:27:20,STORE_096,21.0,17.0,Sunday
DSP_101799,2025-06-22 19:31:55,Willowvale_Plant,RT_037,TRUCK_023,Soft White,450,2025-06-22 21:22:55,2025-06-22 21:55:55,STORE_102,33.0,19.0,Sunday
DSP_109465,2025-05-31 17:49:31,Shepperton_Plant,RT_027,TRUCK_085,Coke500ml,145,2025-05-31 18:21:31,2025-05-31 18:39:31,STORE_129,18.0,17.0,Saturday
DSP_103619,2025-02-27 12:46:49,Shepperton_Plant,RT_031,TRUCK_004,High Energy White,151,2025-02-27 16:37:49,2025-02-27 16:38:49,STORE_043,1.0,12.0,Thursday
DSP_103024,2025-04-23 02:40:27,Willowvale_Plant,RT_049,TRUCK_084,Soft White,127,2025-04-23 04:39:27,2025-04-23 04:29:27,STORE_103,-10.0,2.0,Wednesday
DSP_104305,2025-06-24 00:48:11,Shepperton_Plant,RT_009,TRUCK_020,Whole Wheat,158,2025-06-24 03:24:11,2025-06-24 03:16:11,STORE_172,-8.0,0.0,Tuesday
DSP_102521,2025-05-19 07:52:32,Willowvale_Plant,RT_003,TRUCK_005,Soft White,342,2025-05-19 09:16:32,2025-05-19 09:29:32,STORE_071,13.0,7.0,Monday
DSP_111749,2025-01-08 01:10:03,Shepperton_Plant,RT_042,TRUCK_028,High Energy White,30,2025-01-08 03:33:03,2025-01-08 03:33:03,STORE_184,0.0,1.0,Wednesday
DSP_109847,2025-03-04 15:23:19,Shepperton_Plant,RT_046,TRUCK_058,Family Loaf,532,2025-03-04 17:42:19,2025-03-04 17:53:19,STORE_123,11.0,15.0,Tuesday
DSP_108848,2025-05-27 11:40:39,Willowvale_Plant,RT_023,TRUCK_058,Whole Wheat,468,2025-05-27 15:04:39,2025-05-27 15:26:39,STORE_101,22.0,11.0,Tuesday
DSP_107570,2025-04-22 09:06:47,Willowvale_Plant,RT_062,TRUCK_065,High Energy White,78,2025-04-22 10:06:47,2025-04-22 10:32:47,STORE_163,26.0,9.0,Tuesday
DSP_114148,2025-07-13 09:26:43,Shepperton_Plant,RT_039,TRUCK_049,Family Loaf,183,2025-07-13 12:56:43,2025-07-13 13:07:43,STORE_173,11.0,9.0,Sunday
DSP_115793,2025-03-22 11:25:22,Shepperton_Plant,RT_034,TRUCK_078,Family Loaf,494,2025-03-22 12:05:22,2025-03-22 12:23:22,STORE_188,18.0,11.0,Saturday
DSP_111633,2025-02-19 19:49:39,Shepperton_Plant,RT_021,TRUCK_033,Wholegrain Brown,225,2025-02-19 21:46:39,2025-02-19 22:25:39,STORE_029,39.0,19.0,Wednesday
DSP_108254,2025-04-06 06:53:43,Shepperton_Plant,RT_026,TRUCK_002,Whole Wheat,367,2025-04-06 07:32:43,2025-04-06 07:43:43,STORE_048,11.0,6.0,Sunday
DSP_114233,2025-07-27 15:08:44,Willowvale_Plant,RT_057,TRUCK_083,High Energy Brown,351,2025-07-27 17:51:44,2025-07-27 17:41:44,STORE_074,-10.0,15.0,Sunday
DSP_105724,2025-07-02 09:28:30,Willowvale_Plant,RT_020,TRUCK_011,Family Loaf,372,2025-07-02 13:11:30,2025-07-02 13:40:30,STORE_134,29.0,9.0,Wednesday
DSP_108041,2025-01-12 23:26:20,Shepperton_Plant,RT_065,TRUCK_080,Seed Loaf,159,2025-01-13 01:51:20,2025-01-13 01:45:20,STORE_171,-6.0,23.0,Sunday
DSP_105369,2025-02-18 23:00:13,Shepperton_Plant,RT_061,TRUCK_040,Family Loaf,174,2025-02-19 01:20:13,2025-02-19 01:34:13,STORE_109,14.0,23.0,Tuesday
DSP_106195,2025-07-05 14:51:18,Willowvale_Plant,RT_036,TRUCK_027,Seed Loaf,231,2025-07-05 16:17:18,2025-07-05 16:08:18,STORE_113,-9.0,14.0,Saturday
DSP_104844,2025-06-25 00:08:04,Willowvale_Plant,RT_007,TRUCK_052,Whole Wheat,470,2025-06-25 01:13:04,2025-06-25 01:52:04,STORE_119,39.0,0.0,Wednesday
DSP_111559,2025-06-16 03:15:58,Shepperton_Plant,RT_045,TRUCK_052,High Energy White,371,2025-06-16 07:08:58,2025-06-16 07:07:58,STORE_030,-1.0,3.0,Monday
DSP_115839,2025-05-13 17:54:08,Willowvale_Plant,RT_023,TRUCK_057,Wholegrain Brown,320,2025-05-13 21:26:08,2025-05-13 21:43:08,STORE_007,17.0,17.0,Tuesday
DSP_110297,2025-03-26 00:33:23,Shepperton_Plant,RT_020,TRUCK_081,High Energy White,508,2025-03-26 01:13:23,2025-03-26 01:23:23,STORE_022,10.0,0.0,Wednesday
DSP_107731,2025-05-06 01:45:22,Shepperton_Plant,RT_060,TRUCK_079,Soft White,154,2025-05-06 04:38:22,2025-05-06 04:55:22,STORE_181,17.0,1.0,Tuesday
DSP_102319,2025-02-21 01:55:59,Shepperton_Plant,RT_025,TRUCK_084,Whole Wheat,517,2025-02-21 03:48:59,2025-02-21 04:02:59,STORE_167,14.0,1.0,Friday
DSP_106676,2025-03-19 08:50:01,Shepperton_Plant,RT_049,TRUCK_048,Soft White,459,2025-03-19 12:06:01,2025-03-19 12:10:01,STORE_189,4.0,8.0,Wednesday
DSP_110533,2025-03-03 18:25:58,Shepperton_Plant,RT_026,TRUCK_087,High Energy Brown,386,2025-03-03 19:05:58,2025-03-03 19:41:58,STORE_162,36.0,18.0,Monday
DSP_108119,2025-01-31 00:42:25,Willowvale_Plant,RT_055,TRUCK_073,Soft White,162,2025-01-31 02:47:25,2025-01-31 02:37:25,STORE_178,-10.0,0.0,Friday
DSP_102391,2025-07-27 12:40:40,Shepperton_Plant,RT_060,TRUCK_003,High Energy Brown,334,2025-07-27 13:51:40,2025-07-27 14:00:40,STORE_054,9.0,12.0,Sunday
DSP_110303,2025-06-09 02:59:42,Willowvale_Plant,RT_008,TRUCK_061,Whole Wheat,121,2025-06-09 05:20:42,2025-06-09 05:51:42,STORE_003,31.0,2.0,Monday
DSP_100122,2025-01-14 21:44:42,Shepperton_Plant,RT_064,TRUCK_046,High Energy White,534,2025-01-15 00:04:42,2025-01-15 00:46:42,STORE_138,42.0,21.0,Tuesday
DSP_104802,2025-07-10 18:27:10,Shepperton_Plant,RT_025,TRUCK_046,Family Loaf,283,2025-07-10 21:14:10,2025-07-10 21:46:10,STORE_059,32.0,18.0,Thursday
DSP_103093,2025-03-19 02:38:34,Shepperton_Plant,RT_019,TRUCK_073,Whole Wheat,377,2025-03-19 06:29:34,2025-03-19 06:46:34,STORE_143,17.0,2.0,Wednesday
DSP_101528,2025-05-21 07:29:08,Shepperton_Plant,RT_008,TRUCK_023,Seed Loaf,153,2025-05-21 08:34:08,2025-05-21 08:58:08,STORE_010,24.0,7.0,Wednesday
DSP_108051,2025-05-30 14:16:11,Shepperton_Plant,RT_018,TRUCK_034,Wholegrain Brown,399,2025-05-30 17:52:11,2025-05-30 18:35:11,STORE_072,43.0,14.0,Friday
DSP_102317,2025-04-12 21:20:08,Willowvale_Plant,RT_037,TRUCK_020,Soft White,289,2025-04-12 23:10:08,2025-04-12 23:48:08,STORE_065,38.0,21.0,Saturday
DSP_104403,2025-03-08 22:09:57,Willowvale_Plant,RT_038,TRUCK_086,Wholegrain Brown,447,2025-03-09 01:07:57,2025-03-09 01:13:57,STORE_016,6.0,22.0,Saturday
DSP_114669,2025-03-04 23:00:19,Shepperton_Plant,RT_069,TRUCK_056,High Energy Brown,377,2025-03-05 02:36:19,2025-03-05 02:53:19,STORE_114,17.0,23.0,Tuesday
DSP_105667,2025-03-10 10:47:43,Willowvale_Plant,RT_068,TRUCK_077,Whole Wheat,404,2025-03-10 14:06:43,2025-03-10 13:58:43,STORE_131,-8.0,10.0,Monday
DSP_105191,2025-05-26 20:44:54,Willowvale_Plant,RT_035,TRUCK_046,Seed Loaf,529,2025-05-26 21:19:54,2025-05-26 21:31:54,STORE_100,12.0,20.0,Monday
DSP_109604,2025-01-31 05:20:12,Willowvale_Plant,RT_051,TRUCK_081,High Energy White,209,2025-01-31 07:27:12,2025-01-31 08:00:12,STORE_033,33.0,5.0,Friday
DSP_113409,2025-07-23 20:25:04,Willowvale_Plant,RT_042,TRUCK_086,Wholegrain Brown,340,2025-07-23 22:17:04,2025-07-23 22:11:04,STORE_101,-6.0,20.0,Wednesday
DSP_104283,2025-03-28 18:15:10,Willowvale_Plant,RT_006,TRUCK_077,Seed Loaf,149,2025-03-28 20:07:10,2025-03-28 20:13:10,STORE_076,6.0,18.0,Friday
DSP_101806,2025-05-21 16:11:37,Willowvale_Plant,RT_023,TRUCK_069,Soft White,547,2025-05-21 18:18:37,2025-05-21 18:31:37,STORE_084,13.0,16.0,Wednesday
DSP_108675,2025-05-23 02:24:00,Willowvale_Plant,RT_060,TRUCK_046,High Energy White,505,2025-05-23 05:51:00,2025-05-23 05:48:00,STORE_014,-3.0,2.0,Friday
DSP_113786,2025-05-11 18:08:11,Shepperton_Plant,RT_061,TRUCK_072,Whole Wheat,505,2025-05-11 21:49:11,2025-05-11 22:21:11,STORE_057,32.0,18.0,Sunday
DSP_111144,2025-01-01 06:21:13,Willowvale_Plant,RT_020,TRUCK_076,Family Loaf,416,2025-01-01 08:18:13,2025-01-01 08:58:13,STORE_062,40.0,6.0,Wednesday
DSP_110612,2025-01-03 21:28:59,Shepperton_Plant,RT_057,TRUCK_044,Wholegrain Brown,328,2025-01-03 23:05:59,2025-01-03 23:11:59,STORE_070,6.0,21.0,Friday
DSP_100608,2025-01-31 18:29:31,Willowvale_Plant,RT_042,TRUCK_074,Whole Wheat,528,2025-01-31 20:20:31,2025-01-31 20:55:31,STORE_134,35.0,18.0,Friday
DSP_107456,2025-07-12 12:50:15,Willowvale_Plant,RT_009,TRUCK_081,Wholegrain Brown,329,2025-07-12 14:00:15,2025-07-12 14:02:15,STORE_163,2.0,12.0,Saturday
DSP_101559,2025-07-01 13:15:44,Willowvale_Plant,RT_025,TRUCK_020,Family Loaf,533,2025-07-01 17:13:44,2025-07-01 17:57:44,STORE_034,44.0,13.0,Tuesday
DSP_106310,2025-06-15 01:26:49,Willowvale_Plant,RT_052,TRUCK_035,Family Loaf,315,2025-06-15 04:04:49,2025-06-15 04:02:49,STORE_014,-2.0,1.0,Sunday
DSP_115818,2025-01-07 05:24:49,Willowvale_Plant,RT_028,TRUCK_030,Whole Wheat,398,2025-01-07 08:52:49,2025-01-07 08:46:49,STORE_151,-6.0,5.0,Tuesday
DSP_111446,2025-06-21 10:04:01,Shepperton_Plant,RT_037,TRUCK_024,High Energy White,354,2025-06-21 12:31:01,2025-06-21 12:33:01,STORE_126,2.0,10.0,Saturday
DSP_109294,2025-06-23 10:45:22,Shepperton_Plant,RT_034,TRUCK_019,Family Loaf,232,2025-06-23 13:02:22,2025-06-23 13:01:22,STORE_180,-1.0,10.0,Monday
DSP_101477,2025-02-01 14:47:18,Willowvale_Plant,RT_006,TRUCK_010,Seed Loaf,369,2025-02-01 18:01:18,2025-02-01 17:57:18,STORE_196,-4.0,14.0,Saturday
DSP_107908,2025-05-25 10:59:18,Willowvale_Plant,RT_028,TRUCK_046,Soft White,111,2025-05-25 13:22:18,2025-05-25 13:25:18,STORE_047,3.0,10.0,Sunday
DSP_111283,2025-01-28 14:56:08,Willowvale_Plant,RT_014,TRUCK_080,High Energy Brown,35,2025-01-28 16:27:08,2025-01-28 16:18:08,STORE_167,-9.0,14.0,Tuesday
DSP_105605,2025-03-30 23:21:08,Shepperton_Plant,RT_024,TRUCK_023,Family Loaf,56,2025-03-31 00:33:08,2025-03-31 01:06:08,STORE_133,33.0,23.0,Sunday
DSP_101195,2025-05-31 15:45:28,Shepperton_Plant,RT_013,TRUCK_003,Soft White,243,2025-05-31 18:26:28,2025-05-31 19:03:28,STORE_149,37.0,15.0,Saturday
DSP_108639,2025-06-29 15:22:47,Shepperton_Plant,RT_056,TRUCK_070,Seed Loaf,161,2025-06-29 16:51:47,2025-06-29 17:20:47,STORE_130,29.0,15.0,Sunday
DSP_101408,2025-06-17 20:07:09,Shepperton_Plant,RT_061,TRUCK_070,Seed Loaf,59,2025-06-17 22:43:09,2025-06-17 23:18:09,STORE_079,35.0,20.0,Tuesday
DSP_108104,2025-07-15 14:12:33,Willowvale_Plant,RT_041,TRUCK_048,Family Loaf,213,2025-07-15 16:18:33,2025-07-15 16:21:33,STORE_087,3.0,14.0,Tuesday
DSP_110677,2025-01-09 14:14:36,Willowvale_Plant,RT_005,TRUCK_055,High Energy White,434,2025-01-09 17:23:36,2025-01-09 18:02:36,STORE_004,39.0,14.0,Thursday
DSP_103082,2025-01-17 18:46:31,Willowvale_Plant,RT_007,TRUCK_084,Whole Wheat,67,2025-01-17 20:00:31,2025-01-17 20:10:31,STORE_176,10.0,18.0,Friday
DSP_110050,2025-03-11 08:07:22,Shepperton_Plant,RT_063,TRUCK_040,High Energy Brown,373,2025-03-11 10:50:22,2025-03-11 10:46:22,STORE_127,-4.0,8.0,Tuesday
DSP_106928,2025-03-09 07:01:44,Willowvale_Plant,RT_052,TRUCK_083,Family Loaf,244,2025-03-09 10:23:44,2025-03-09 10:14:44,STORE_031,-9.0,7.0,Sunday
DSP_113997,2025-02-16 17:04:36,Willowvale_Plant,RT_014,TRUCK_072,Whole Wheat,84,2025-02-16 19:37:36,2025-02-16 19:27:36,STORE_077,-10.0,17.0,Sunday
DSP_110023,2025-01-29 14:58:59,Willowvale_Plant,RT_032,TRUCK_030,Soft White,215,2025-01-29 18:37:59,2025-01-29 18:54:59,STORE_013,17.0,14.0,Wednesday
DSP_115214,2025-01-18 10:17:39,Willowvale_Plant,RT_049,TRUCK_041,Seed Loaf,327,2025-01-18 12:32:39,2025-01-18 12:58:39,STORE_151,26.0,10.0,Saturday
DSP_106661,2025-06-21 01:04:09,Willowvale_Plant,RT_068,TRUCK_047,High Energy White,143,2025-06-21 03:00:09,2025-06-21 03:15:09,STORE_144,15.0,1.0,Saturday
DSP_112984,2025-03-15 10:52:54,Willowvale_Plant,RT_064,TRUCK_071,High Energy Brown,426,2025-03-15 12:14:54,2025-03-15 12:52:54,STORE_114,38.0,10.0,Saturday
DSP_107920,2025-04-12 03:50:45,Shepperton_Plant,RT_063,TRUCK_079,Soft White,33,2025-04-12 07:35:45,2025-04-12 07:28:45,STORE_039,-7.0,3.0,Saturday
DSP_110198,2025-05-21 12:10:20,Shepperton_Plant,RT_018,TRUCK_061,Wholegrain Brown,536,2025-05-21 15:04:20,2025-05-21 15:36:20,STORE_156,32.0,12.0,Wednesday
DSP_106020,2025-01-14 16:00:59,Willowvale_Plant,RT_025,TRUCK_026,Seed Loaf,119,2025-01-14 18:37:59,2025-01-14 18:45:59,STORE_035,8.0,16.0,Tuesday
DSP_112980,2025-07-13 05:51:39,Shepperton_Plant,RT_002,TRUCK_063,Family Loaf,361,2025-07-13 06:53:39,2025-07-13 06:53:39,STORE_189,0.0,5.0,Sunday
DSP_105933,2025-07-25 10:40:31,Shepperton_Plant,RT_041,TRUCK_055,Soft White,49,2025-07-25 14:09:31,2025-07-25 14:34:31,STORE_061,25.0,10.0,Friday
DSP_115169,2025-04-20 04:22:21,Willowvale_Plant,RT_053,TRUCK_041,Seed Loaf,501,2025-04-20 05:19:21,2025-04-20 05:16:21,STORE_123,-3.0,4.0,Sunday
DSP_109140,2025-03-18 02:00:43,Willowvale_Plant,RT_039,TRUCK_010,Soft White,365,2025-03-18 03:00:43,2025-03-18 03:31:43,STORE_071,31.0,2.0,Tuesday
DSP_105022,2025-07-27 17:04:46,Willowvale_Plant,RT_059,TRUCK_042,Whole Wheat,414,2025-07-27 20:53:46,2025-07-27 20:57:46,STORE_083,4.0,17.0,Sunday
DSP_101519,2025-02-21 10:22:58,Shepperton_Plant,RT_061,TRUCK_083,High Energy Brown,182,2025-02-21 13:21:58,2025-02-21 13:13:58,STORE_144,-8.0,10.0,Friday
DSP_105469,2025-01-24 18:23:33,Willowvale_Plant,RT_049,TRUCK_007,Family Loaf,384,2025-01-24 19:51:33,2025-01-24 19:42:33,STORE_084,-9.0,18.0,Friday
DSP_110429,2025-02-24 10:18:34,Shepperton_Plant,RT_061,TRUCK_005,High Energy Brown,383,2025-02-24 12:14:34,2025-02-24 12:44:34,STORE_040,30.0,10.0,Monday
DSP_111689,2025-02-06 06:03:16,Willowvale_Plant,RT_053,TRUCK_032,High Energy Brown,142,2025-02-06 07:51:16,2025-02-06 07:49:16,STORE_020,-2.0,6.0,Thursday
DSP_114240,2025-03-22 18:58:50,Shepperton_Plant,RT_031,TRUCK_083,Wholegrain Brown,366,2025-03-22 19:55:50,2025-03-22 20:02:50,STORE_053,7.0,18.0,Saturday
DSP_105231,2025-04-27 13:39:46,Willowvale_Plant,RT_060,TRUCK_048,Soft White,542,2025-04-27 16:53:46,2025-04-27 17:31:46,STORE_119,38.0,13.0,Sunday
DSP_114112,2025-04-24 22:37:28,Willowvale_Plant,RT_007,TRUCK_021,Whole Wheat,221,2025-04-25 01:13:28,2025-04-25 01:56:28,STORE_005,43.0,22.0,Thursday
DSP_108273,2025-07-26 03:55:56,Shepperton_Plant,RT_047,TRUCK_036,Family Loaf,347,2025-07-26 07:40:56,2025-07-26 08:04:56,STORE_048,24.0,3.0,Saturday
DSP_108597,2025-02-09 10:05:14,Shepperton_Plant,RT_020,TRUCK_008,Wholegrain Brown,250,2025-02-09 12:34:14,2025-02-09 12:38:14,STORE_123,4.0,10.0,Sunday
DSP_113262,2025-06-01 09:32:13,Shepperton_Plant,RT_015,TRUCK_058,High Energy White,297,2025-06-01 11:55:13,2025-06-01 12:30:13,STORE_080,35.0,9.0,Sunday
DSP_101716,2025-01-03 00:40:11,Willowvale_Plant,RT_041,TRUCK_024,Seed Loaf,220,2025-01-03 03:21:11,2025-01-03 03:36:11,STORE_099,15.0,0.0,Friday
DSP_104434,2025-04-02 09:26:43,Shepperton_Plant,RT_045,TRUCK_070,Seed Loaf,363,2025-04-02 12:25:43,2025-04-02 12:38:43,STORE_191,13.0,9.0,Wednesday
DSP_104501,2025-04-20 15:05:37,Willowvale_Plant,RT_036,TRUCK_023,Family Loaf,450,2025-04-20 16:40:37,2025-04-20 16:55:37,STORE_062,15.0,15.0,Sunday
DSP_112226,2025-02-19 12:44:50,Willowvale_Plant,RT_001,TRUCK_078,Family Loaf,322,2025-02-19 16:19:50,2025-02-19 16:59:50,STORE_025,40.0,12.0,Wednesday
DSP_107657,2025-07-20 04:12:57,Shepperton_Plant,RT_055,TRUCK_079,Whole Wheat,460,2025-07-20 07:22:57,2025-07-20 07:24:57,STORE_111,2.0,4.0,Sunday
DSP_109699,2025-02-13 21:09:03,Willowvale_Plant,RT_068,TRUCK_045,High Energy White,210,2025-02-13 21:45:03,2025-02-13 21:58:03,STORE_004,13.0,21.0,Thursday
DSP_102016,2025-06-13 10:37:02,Shepperton_Plant,RT_061,TRUCK_062,Wholegrain Brown,492,2025-06-13 12:00:02,2025-06-13 12:04:02,STORE_029,4.0,10.0,Friday
DSP_104507,2025-03-21 10:19:18,Willowvale_Plant,RT_020,TRUCK_019,Soft White,334,2025-03-21 10:59:18,2025-03-21 11:12:18,STORE_176,13.0,10.0,Friday
DSP_105007,2025-01-12 21:54:02,Shepperton_Plant,RT_010,TRUCK_038,Soft White,544,2025-01-12 22:45:02,2025-01-12 23:02:02,STORE_198,17.0,21.0,Sunday
DSP_113822,2025-06-16 23:14:47,Willowvale_Plant,RT_003,TRUCK_051,High Energy White,522,2025-06-17 02:49:47,2025-06-17 03:06:47,STORE_022,17.0,23.0,Monday
DSP_115016,2025-01-06 12:39:23,Shepperton_Plant,RT_052,TRUCK_016,Seed Loaf,277,2025-01-06 16:25:23,2025-01-06 16:37:23,STORE_176,12.0,12.0,Monday
DSP_105910,2025-06-23 16:07:32,Shepperton_Plant,RT_018,TRUCK_041,Seed Loaf,195,2025-06-23 19:44:32,2025-06-23 20:01:32,STORE_092,17.0,16.0,Monday
DSP_113531,2025-04-12 23:23:00,Willowvale_Plant,RT_063,TRUCK_082,Seed Loaf,537,2025-04-13 01:21:00,2025-04-13 01:14:00,STORE_145,-7.0,23.0,Saturday
DSP_100123,2025-07-20 10:59:11,Shepperton_Plant,RT_023,TRUCK_010,Wholegrain Brown,91,2025-07-20 13:03:11,2025-07-20 13:11:11,STORE_027,8.0,10.0,Sunday
DSP_102786,2025-01-25 09:42:22,Shepperton_Plant,RT_059,TRUCK_002,Family Loaf,231,2025-01-25 10:44:22,2025-01-25 11:10:22,STORE_026,26.0,9.0,Saturday
DSP_114539,2025-04-20 09:06:05,Shepperton_Plant,RT_062,TRUCK_056,High Energy White,139,2025-04-20 12:31:05,2025-04-20 13:13:05,STORE_168,42.0,9.0,Sunday
DSP_114805,2025-05-07 14:47:22,Willowvale_Plant,RT_051,TRUCK_012,High Energy Brown,267,2025-05-07 17:15:22,2025-05-07 17:42:22,STORE_097,27.0,14.0,Wednesday
DSP_103846,2025-04-17 02:10:43,Willowvale_Plant,RT_028,TRUCK_022,Soft White,187,2025-04-17 03:10:43,2025-04-17 03:34:43,STORE_176,24.0,2.0,Thursday
DSP_102471,2025-07-25 11:34:09,Willowvale_Plant,RT_039,TRUCK_085,Seed Loaf,78,2025-07-25 13:32:09,2025-07-25 13:24:09,STORE_176,-8.0,11.0,Friday
DSP_114859,2025-01-10 21:44:20,Willowvale_Plant,RT_041,TRUCK_050,High Energy Brown,537,2025-01-10 22:43:20,2025-01-10 22:57:20,STORE_132,14.0,21.0,Friday
DSP_102412,2025-03-22 06:08:26,Shepperton_Plant,RT_005,TRUCK_049,High Energy Brown,352,2025-03-22 09:19:26,2025-03-22 09:10:26,STORE_002,-9.0,6.0,Saturday
DSP_107290,2025-05-14 21:44:31,Shepperton_Plant,RT_024,TRUCK_014,Family Loaf,527,2025-05-15 00:09:31,2025-05-15 00:08:31,STORE_012,-1.0,21.0,Wednesday
DSP_105985,2025-02-11 06:08:27,Shepperton_Plant,RT_049,TRUCK_032,High Energy Brown,347,2025-02-11 09:33:27,2025-02-11 09:32:27,STORE_157,-1.0,6.0,Tuesday
DSP_111025,2025-05-06 00:46:06,Shepperton_Plant,RT_031,TRUCK_062,High Energy White,393,2025-05-06 04:44:06,2025-05-06 05:18:06,STORE_157,34.0,0.0,Tuesday
DSP_107332,2025-03-02 14:40:40,Shepperton_Plant,RT_052,TRUCK_008,Wholegrain Brown,459,2025-03-02 16:30:40,2025-03-02 17:03:40,STORE_100,33.0,14.0,Sunday
DSP_109806,2025-05-10 13:29:41,Shepperton_Plant,RT_019,,Family Loaf,244,2025-05-10 15:53:41,2025-05-10 16:03:41,STORE_077,10.0,13.0,Saturday
DSP_109100,2025-06-19 07:54:24,Shepperton_Plant,RT_034,TRUCK_047,Wholegrain Brown,308,2025-06-19 08:56:24,2025-06-19 09:26:24,STORE_089,30.0,7.0,Thursday
DSP_101912,2025-01-19 17:55:15,Willowvale_Plant,RT_064,TRUCK_039,Family Loaf,72,2025-01-19 21:12:15,2025-01-19 21:40:15,STORE_027,28.0,17.0,Sunday
DSP_111048,2025-01-14 13:00:25,Shepperton_Plant,RT_057,TRUCK_015,High Energy Brown,84,2025-01-14 15:21:25,2025-01-14 15:31:25,STORE_084,10.0,13.0,Tuesday
DSP_107339,2025-01-03 01:13:36,Willowvale_Plant,RT_007,TRUCK_020,High Energy White,321,2025-01-03 03:33:36,2025-01-03 03:40:36,STORE_158,7.0,1.0,Friday
DSP_115663,2025-07-08 01:02:47,Shepperton_Plant,RT_054,TRUCK_045,Wholegrain Brown,522,2025-07-08 02:17:47,2025-07-08 02:16:47,STORE_198,-1.0,1.0,Tuesday
DSP_105426,2025-02-18 08:41:05,Shepperton_Plant,RT_067,TRUCK_048,Whole Wheat,533,2025-02-18 09:13:05,2025-02-18 09:32:05,STORE_088,19.0,8.0,Tuesday
DSP_110279,2025-02-17 21:22:16,Shepperton_Plant,RT_035,TRUCK_087,Soft White,222,2025-02-17 23:43:16,2025-02-17 23:37:16,STORE_009,-6.0,21.0,Monday
DSP_106943,2025-05-13 08:07:59,Willowvale_Plant,RT_051,TRUCK_006,High Energy White,492,2025-05-13 11:37:59,2025-05-13 12:01:59,STORE_188,24.0,8.0,Tuesday
DSP_113908,2025-06-30 07:35:37,Shepperton_Plant,RT_017,TRUCK_036,High Energy Brown,471,2025-06-30 10:15:37,2025-06-30 10:50:37,STORE_103,35.0,7.0,Monday
DSP_110186,2025-07-23 00:49:24,Shepperton_Plant,RT_027,TRUCK_051,High Energy Brown,109,2025-07-23 02:26:24,2025-07-23 02:35:24,STORE_192,9.0,0.0,Wednesday
DSP_100349,2025-04-27 14:35:01,Willowvale_Plant,RT_012,TRUCK_020,Whole Wheat,230,2025-04-27 16:06:01,2025-04-27 16:04:01,STORE_016,-2.0,14.0,Sunday
DSP_100671,2025-06-19 20:57:49,Willowvale_Plant,RT_019,TRUCK_038,Family Loaf,524,2025-06-19 23:36:49,2025-06-20 00:13:49,STORE_072,37.0,20.0,Thursday
DSP_110020,2025-04-02 04:23:59,Willowvale_Plant,RT_038,TRUCK_070,Wholegrain Brown,117,2025-04-02 06:53:59,2025-04-02 07:16:59,STORE_096,23.0,4.0,Wednesday
