batch_id,sku,parameter,fail_count,mean_value,min_value,max_value,notes_sample
BATCH_15155,Whole Wheat,moisture_percent,1,29.26,29.26,29.26,Above tolerance range
BATCH_15158,Family Loaf,crust_color_level,1,-0.23,-0.23,-0.23,Internal temperature deviation
BATCH_15158,Family Loaf,internal_temp_c,1,101.15,101.15,101.15,Above tolerance range
BATCH_15159,Soft White,crust_color_level,1,0.86,0.86,0.86,Color inconsistency
BATCH_15160,Whole Wheat,internal_temp_c,1,101.45,101.45,101.45,Below expected tolerance
BATCH_15160,Whole Wheat,weight_grams,1,720.3,720.3,720.3,Above tolerance range
BATCH_15161,Soft White,internal_temp_c,1,91.46,91.46,91.46,Internal temperature deviation
BATCH_15161,Soft White,moisture_percent,1,41.4,41.4,41.4,Internal temperature deviation
BATCH_15163,Family Loaf,moisture_percent,1,39.98,39.98,39.98,Below expected tolerance
BATCH_15163,Family Loaf,slice_uniformity_mm,1,8.27,8.27,8.27,Color inconsistency
BATCH_15163,Family Loaf,texture_score,1,-1.25,-1.25,-1.25,Seal issue detected
BATCH_15164,Wholegrain Brown,moisture_percent,1,29.2,29.2,29.2,Above tolerance range
BATCH_15164,Wholegrain Brown,texture_score,1,0.92,0.92,0.92,Below expected tolerance
BATCH_15165,Seed Loaf,crust_color_level,1,-0.72,-0.72,-0.72,Below expected tolerance
BATCH_15165,Seed Loaf,slice_uniformity_mm,1,7.41,7.41,7.41,Above tolerance range
BATCH_15166,High Energy Brown,internal_temp_c,1,91.49,91.49,91.49,Below expected tolerance
BATCH_15167,Whole Wheat,internal_temp_c,1,100.91,100.91,100.91,Color inconsistency
BATCH_15168,High Energy White,moisture_percent,1,41.12,41.12,41.12,Color inconsistency
BATCH_15168,High Energy White,weight_grams,1,720.51,720.51,720.51,Color inconsistency
BATCH_15170,High Energy White,crust_color_level,1,5.93,5.93,5.93,Below expected tolerance
BATCH_15171,High Energy White,weight_grams,1,720.88,720.88,720.88,Color inconsistency
BATCH_15172,Wholegrain Brown,crust_color_level,1,-0.75,-0.75,-0.75,Seal issue detected
BATCH_15175,Family Loaf,crust_color_level,1,6.91,6.91,6.91,Seal issue detected
BATCH_15176,High Energy White,crust_color_level,1,6.45,6.45,6.45,Seal issue detected
BATCH_15176,High Energy White,moisture_percent,1,40.93,40.93,40.93,Internal temperature deviation
BATCH_12010,Seed Loaf,slice_uniformity_mm,1,1.7,1.7,1.7,Seal issue detected
BATCH_15179,Soft White,internal_temp_c,1,101.21,101.21,101.21,Above tolerance range
BATCH_12012,High Energy White,texture_score,1,10.77,10.77,10.77,Color inconsistency
BATCH_15180,High Energy Brown,slice_uniformity_mm,1,6.29,6.29,6.29,Internal temperature deviation
BATCH_15181,High Energy Brown,moisture_percent,1,30.46,30.46,30.46,Color inconsistency
BATCH_15185,Soft White,moisture_percent,1,39.64,39.64,39.64,Seal issue detected
BATCH_15185,Soft White,texture_score,1,0.55,0.55,0.55,Above tolerance range
BATCH_15187,High Energy Brown,slice_uniformity_mm,1,0.08,0.08,0.08,Internal temperature deviation
BATCH_15188,Wholegrain Brown,crust_color_level,1,0.84,0.84,0.84,Below expected tolerance
BATCH_15188,Wholegrain Brown,internal_temp_c,1,99.81,99.81,99.81,Below expected tolerance
BATCH_15188,Wholegrain Brown,moisture_percent,1,30.86,30.86,30.86,Above tolerance range
BATCH_15189,Family Loaf,slice_uniformity_mm,1,6.25,6.25,6.25,Below expected tolerance
BATCH_15190,High Energy Brown,package_seal_strength,1,78.82,78.82,78.82,Seal issue detected
BATCH_15190,High Energy Brown,slice_uniformity_mm,1,8.06,8.06,8.06,Seal issue detected
BATCH_15191,Soft White,package_seal_strength,1,120.07,120.07,120.07,Seal issue detected
BATCH_15192,Seed Loaf,crust_color_level,1,-1.02,-1.02,-1.02,Below expected tolerance
BATCH_15192,Seed Loaf,slice_uniformity_mm,1,1.31,1.31,1.31,Internal temperature deviation
BATCH_15193,Wholegrain Brown,moisture_percent,1,29.66,29.66,29.66,Color inconsistency
BATCH_12013,Wholegrain Brown,internal_temp_c,1,92.04,92.04,92.04,Internal temperature deviation
BATCH_15194,Soft White,crust_color_level,1,5.82,5.82,5.82,Above tolerance range
BATCH_15195,Wholegrain Brown,crust_color_level,1,-1.09,-1.09,-1.09,Below expected tolerance
BATCH_15195,Wholegrain Brown,slice_uniformity_mm,1,0.39,0.39,0.39,Seal issue detected
BATCH_15197,Seed Loaf,internal_temp_c,1,91.58,91.58,91.58,Color inconsistency
BATCH_12014,Seed Loaf,crust_color_level,1,6.58,6.58,6.58,Seal issue detected
BATCH_15198,Family Loaf,internal_temp_c,1,100.63,100.63,100.63,Below expected tolerance
BATCH_15199,Wholegrain Brown,internal_temp_c,1,92.96,92.96,92.96,Internal temperature deviation
BATCH_15201,Wholegrain Brown,slice_uniformity_mm,1,1.54,1.54,1.54,Below expected tolerance
BATCH_15205,Family Loaf,texture_score,1,10.59,10.59,10.59,Below expected tolerance
BATCH_15205,Family Loaf,weight_grams,1,679.31,679.31,679.31,Seal issue detected
BATCH_15207,Family Loaf,slice_uniformity_mm,1,1.81,1.81,1.81,Color inconsistency
BATCH_15207,Family Loaf,texture_score,1,-1.06,-1.06,-1.06,Above tolerance range
BATCH_15211,Wholegrain Brown,slice_uniformity_mm,1,0.57,0.57,0.57,Internal temperature deviation
BATCH_12014,Seed Loaf,internal_temp_c,1,92.91,92.91,92.91,Above tolerance range
BATCH_15214,High Energy White,moisture_percent,1,41.23,41.23,41.23,Internal temperature deviation
BATCH_15215,Family Loaf,slice_uniformity_mm,1,0.51,0.51,0.51,Internal temperature deviation
BATCH_15216,High Energy Brown,weight_grams,1,678.56,678.56,678.56,Color inconsistency
BATCH_15217,Soft White,package_seal_strength,1,78.2,78.2,78.2,Above tolerance range
BATCH_15220,High Energy Brown,texture_score,1,10.58,10.58,10.58,Above tolerance range
BATCH_15222,Wholegrain Brown,crust_color_level,1,0.84,0.84,0.84,Above tolerance range
BATCH_15223,Wholegrain Brown,crust_color_level,1,0.72,0.72,0.72,Color inconsistency
BATCH_15223,Wholegrain Brown,package_seal_strength,1,120.66,120.66,120.66,Color inconsistency
BATCH_15224,Family Loaf,crust_color_level,1,6.67,6.67,6.67,Color inconsistency
BATCH_15224,Family Loaf,moisture_percent,1,30.28,30.28,30.28,Below expected tolerance
BATCH_15226,High Energy White,crust_color_level,1,-0.05,-0.05,-0.05,Seal issue detected
BATCH_15226,High Energy White,slice_uniformity_mm,1,-0.09,-0.09,-0.09,Internal temperature deviation
BATCH_15227,Soft White,slice_uniformity_mm,1,7.08,7.08,7.08,Color inconsistency
BATCH_15229,Wholegrain Brown,moisture_percent,1,39.25,39.25,39.25,Seal issue detected
BATCH_15229,WholegrainBrown,moisture_percent,1,28.86,28.86,28.86,Above tolerance range
BATCH_15230,Family Loaf,slice_uniformity_mm,1,6.27,6.27,6.27,Seal issue detected
BATCH_15231,Whole Wheat,slice_uniformity_mm,1,0.05,0.05,0.05,Below expected tolerance
BATCH_15232,Family Loaf,internal_temp_c,1,99.53,99.53,99.53,Color inconsistency
BATCH_15232,Family Loaf,texture_score,1,10.35,10.35,10.35,Seal issue detected
BATCH_15234,Family Loaf,crust_color_level,1,7.33,7.33,7.33,Seal issue detected
BATCH_15235,Family Loaf,internal_temp_c,1,101.47,101.47,101.47,Seal issue detected
BATCH_15235,Family Loaf,weight_grams,1,677.96,677.96,677.96,Seal issue detected
BATCH_15236,Whole Wheat,internal_temp_c,1,92.79,92.79,92.79,Internal temperature deviation
BATCH_15236,Whole Wheat,moisture_percent,1,39.68,39.68,39.68,Above tolerance range
BATCH_15239,Whole Wheat,slice_uniformity_mm,1,-0.23,-0.23,-0.23,Color inconsistency
BATCH_15239,Whole Wheat,texture_score,1,11.36,11.36,11.36,Internal temperature deviation
BATCH_12015,Family Loaf,moisture_percent,1,39.69,39.69,39.69,Above tolerance range
BATCH_15241,Whole Wheat,texture_score,1,11.71,11.71,11.71,Internal temperature deviation
BATCH_15242,Whole Wheat,internal_temp_c,1,99.04,99.04,99.04,Color inconsistency
BATCH_15242,Whole Wheat,moisture_percent,1,40.94,40.94,40.94,Color inconsistency
BATCH_15242,Whole Wheat,texture_score,1,10.45,10.45,10.45,Seal issue detected
BATCH_15244,Seed Loaf,internal_temp_c,1,92.25,92.25,92.25,Below expected tolerance
BATCH_15244,Seed Loaf,texture_score,1,10.85,10.85,10.85,Seal issue detected
BATCH_15245,Seed Loaf,internal_temp_c,1,92.12,92.12,92.12,Above tolerance range
BATCH_15245,Seed Loaf,slice_uniformity_mm,1,7.26,7.26,7.26,Above tolerance range
BATCH_12015,Family Loaf,slice_uniformity_mm,1,0.94,0.94,0.94,Seal issue detected
BATCH_15247,Whole Wheat,slice_uniformity_mm,1,0.83,0.83,0.83,Below expected tolerance
BATCH_12015,Family Loaf,texture_score,1,-0.61,-0.61,-0.61,Seal issue detected
BATCH_15249,Soft White,texture_score,1,10.86,10.86,10.86,Color inconsistency
BATCH_15250,Family Loaf,internal_temp_c,1,92.43,92.43,92.43,Below expected tolerance
BATCH_15251,Family Loaf,crust_color_level,1,7.1,7.1,7.1,Below expected tolerance
BATCH_15252,Soft White,moisture_percent,1,29.74,29.74,29.74,Color inconsistency
BATCH_15253,High Energy Brown,crust_color_level,1,5.96,5.96,5.96,Below expected tolerance
BATCH_12016,Seed Loaf,texture_score,1,10.55,10.55,10.55,Below expected tolerance
BATCH_15255,High Energy Brown,crust_color_level,1,6.48,6.48,6.48,Below expected tolerance
BATCH_15256,High Energy Brown,internal_temp_c,1,100.59,100.59,100.59,Seal issue detected
BATCH_15259,Seed Loaf,internal_temp_c,1,91.17,91.17,91.17,Color inconsistency
BATCH_15262,Seed Loaf,texture_score,1,0.15,0.15,0.15,Seal issue detected
BATCH_15263,Soft White,internal_temp_c,1,101.22,101.22,101.22,Internal temperature deviation
BATCH_15265,High Energy Brown,crust_color_level,1,0.88,0.88,0.88,Internal temperature deviation
BATCH_15265,High Energy Brown,internal_temp_c,1,101.25,101.25,101.25,Internal temperature deviation
BATCH_15267,Family Loaf,crust_color_level,1,7.44,7.44,7.44,Seal issue detected
BATCH_15269,Family Loaf,internal_temp_c,1,99.04,99.04,99.04,Color inconsistency
BATCH_15269,Family Loaf,moisture_percent,1,30.66,30.66,30.66,Below expected tolerance
BATCH_15270,Family Loaf,texture_score,1,11.29,11.29,11.29,Internal temperature deviation
BATCH_15271,High Energy Brown,internal_temp_c,1,101.03,101.03,101.03,Above tolerance range
BATCH_15272,High Energy Brown,moisture_percent,1,30.5,30.5,30.5,Color inconsistency
BATCH_15272,High Energy Brown,slice_uniformity_mm,1,6.75,6.75,6.75,Color inconsistency
BATCH_15273,Family Loaf,moisture_percent,1,29.98,29.98,29.98,Above tolerance range
BATCH_15275,High Energy White,slice_uniformity_mm,1,6.55,6.55,6.55,Internal temperature deviation
BATCH_15276,High Energy Brown,internal_temp_c,1,99.85,99.85,99.85,Seal issue detected
BATCH_15276,High Energy Brown,weight_grams,1,677.83,677.83,677.83,Internal temperature deviation
BATCH_15277,Soft White,slice_uniformity_mm,1,1.57,1.57,1.57,Above tolerance range
BATCH_15278,Family Loaf,internal_temp_c,1,91.5,91.5,91.5,Internal temperature deviation
BATCH_15279,High Energy White,internal_temp_c,1,100.48,100.48,100.48,Internal temperature deviation
BATCH_15280,Soft White,crust_color_level,1,0.28,0.28,0.28,Seal issue detected
BATCH_15280,Soft White,moisture_percent,1,30.35,30.35,30.35,Seal issue detected
BATCH_15281,High Energy White,crust_color_level,1,0.14,0.14,0.14,Color inconsistency
BATCH_15281,High Energy White,internal_temp_c,1,92.26,92.26,92.26,Below expected tolerance
BATCH_15281,High Energy White,slice_uniformity_mm,1,0.34,0.34,0.34,Above tolerance range
BATCH_15284,High Energy Brown,crust_color_level,1,6.19,6.19,6.19,Color inconsistency
BATCH_15284,High Energy Brown,slice_uniformity_mm,1,7.18,7.18,7.18,Seal issue detected
BATCH_12018,High Energy Brown,crust_color_level,1,-1.47,-1.47,-1.47,Color inconsistency
BATCH_15285,High Energy White,slice_uniformity_mm,1,-0.27,-0.27,-0.27,Internal temperature deviation
BATCH_15286,Soft White,texture_score,1,11.13,11.13,11.13,Color inconsistency
BATCH_15287,Family Loaf,moisture_percent,1,29.32,29.32,29.32,Above tolerance range
BATCH_15288,Family Loaf,internal_temp_c,1,91.53,91.53,91.53,Above tolerance range
BATCH_15288,Family Loaf,slice_uniformity_mm,1,6.45,6.45,6.45,Below expected tolerance
BATCH_12018,High Energy Brown,texture_score,1,11.28,11.28,11.28,Color inconsistency
BATCH_15291,Whole Wheat,internal_temp_c,1,99.96,99.96,99.96,Above tolerance range
BATCH_12020,Family Loaf,moisture_percent,1,40.58,40.58,40.58,Color inconsistency
BATCH_15295,Seed Loaf,texture_score,1,11.7,11.7,11.7,Above tolerance range
BATCH_15296,High Energy White,crust_color_level,1,0.97,0.97,0.97,Internal temperature deviation
BATCH_15299,Wholegrain Brown,weight_grams,1,678.31,678.31,678.31,Internal temperature deviation
BATCH_15301,Whole Wheat,crust_color_level,1,0.02,0.02,0.02,Above tolerance range
BATCH_15301,Whole Wheat,internal_temp_c,1,91.38,91.38,91.38,Internal temperature deviation
BATCH_15304,High Energy White,crust_color_level,1,0.05,0.05,0.05,Seal issue detected
BATCH_15304,High Energy White,internal_temp_c,1,100.19,100.19,100.19,Below expected tolerance
BATCH_15305,Soft White,package_seal_strength,1,120.06,120.06,120.06,Above tolerance range
BATCH_15306,Seed Loaf,crust_color_level,1,0.03,0.03,0.03,Seal issue detected
BATCH_15306,Seed Loaf,package_seal_strength,1,78.11,78.11,78.11,Seal issue detected
BATCH_15308,Family Loaf,package_seal_strength,1,79.87,79.87,79.87,Internal temperature deviation
BATCH_15309,Family Loaf,texture_score,1,-0.45,-0.45,-0.45,Below expected tolerance
BATCH_15310,Seed Loaf,texture_score,1,0.99,0.99,0.99,Above tolerance range
BATCH_15311,High Energy White,crust_color_level,1,6.17,6.17,6.17,Below expected tolerance
BATCH_15311,High Energy White,moisture_percent,1,40.85,40.85,40.85,Above tolerance range
BATCH_15312,Wholegrain Brown,moisture_percent,1,40.61,40.61,40.61,Above tolerance range
BATCH_12005,High Energy White,texture_score,1,0.25,0.25,0.25,Seal issue detected
BATCH_15314,Wholegrain Brown,internal_temp_c,1,92.9,92.9,92.9,Internal temperature deviation
BATCH_15314,Wholegrain Brown,slice_uniformity_mm,1,7.95,7.95,7.95,
BATCH_12021,High Energy Brown,texture_score,1,11.76,11.76,11.76,Below expected tolerance
BATCH_15315,High Energy Brown,slice_uniformity_mm,1,0.82,0.82,0.82,Above tolerance range
BATCH_15317,Soft White,moisture_percent,1,41.04,41.04,41.04,Color inconsistency
BATCH_15317,Soft White,slice_uniformity_mm,1,7.93,7.93,7.93,Internal temperature deviation
BATCH_12022,Soft White,crust_color_level,1,7.02,7.02,7.02,Above tolerance range
BATCH_15321,High Energy White,moisture_percent,1,39.14,39.14,39.14,Seal issue detected
BATCH_15322,High Energy White,moisture_percent,1,41.47,41.47,41.47,Seal issue detected
BATCH_15323,Seed Loaf,weight_grams,1,679.35,679.35,679.35,Above tolerance range
BATCH_15324,High Energy White,internal_temp_c,1,91.36,91.36,91.36,Seal issue detected
BATCH_15325,High Energy Brown,crust_color_level,1,5.53,5.53,5.53,Above tolerance range
BATCH_15325,High Energy Brown,texture_score,1,10.03,10.03,10.03,Internal temperature deviation
BATCH_15326,High Energy White,moisture_percent,1,30.65,30.65,30.65,Color inconsistency
BATCH_15329,Soft White,slice_uniformity_mm,1,-0.39,-0.39,-0.39,Below expected tolerance
BATCH_15329,Soft White,texture_score,1,10.74,10.74,10.74,Color inconsistency
BATCH_15330,Wholegrain Brown,slice_uniformity_mm,1,7.99,7.99,7.99,Above tolerance range
BATCH_15332,Wholegrain Brown,texture_score,1,-0.41,-0.41,-0.41,Seal issue detected
BATCH_15333,Wholegrain Brown,slice_uniformity_mm,1,0.34,0.34,0.34,Above tolerance range
BATCH_12023,High Energy White,texture_score,1,10.71,10.71,10.71,Seal issue detected
BATCH_15335,Wholegrain Brown,crust_color_level,1,5.3,5.3,5.3,Seal issue detected
BATCH_15335,Wholegrain Brown,internal_temp_c,1,100.36,100.36,100.36,Seal issue detected
BATCH_15338,Soft White,slice_uniformity_mm,1,1.0,1.0,1.0,Below expected tolerance
BATCH_15339,High Energy White,crust_color_level,1,-1.32,-1.32,-1.32,Above tolerance range
BATCH_15339,High Energy White,internal_temp_c,1,90.95,90.95,90.95,Seal issue detected
BATCH_15339,High Energy White,slice_uniformity_mm,1,7.07,7.07,7.07,Internal temperature deviation
BATCH_15340,High Energy White,crust_color_level,1,5.28,5.28,5.28,Seal issue detected
BATCH_15341,High Energy Brown,crust_color_level,1,0.9,0.9,0.9,Seal issue detected
BATCH_15341,High Energy Brown,weight_grams,1,678.72,678.72,678.72,Seal issue detected
BATCH_15342,Whole Wheat,moisture_percent,1,39.13,39.13,39.13,Seal issue detected
BATCH_15342,Whole Wheat,slice_uniformity_mm,1,6.62,6.62,6.62,Below expected tolerance
BATCH_15345,Seed Loaf,internal_temp_c,1,92.9,92.9,92.9,Color inconsistency
BATCH_15346,Family Loaf,crust_color_level,1,0.34,0.34,0.34,Above tolerance range
BATCH_15348,Wholegrain Brown,internal_temp_c,1,99.29,99.29,99.29,Color inconsistency
BATCH_15348,Wholegrain Brown,package_seal_strength,1,78.49,78.49,78.49,Color inconsistency
BATCH_15350,Family Loaf,slice_uniformity_mm,1,6.38,6.38,6.38,Internal temperature deviation
BATCH_15351,Whole Wheat,crust_color_level,1,-1.23,-1.23,-1.23,Seal issue detected
BATCH_15352,Wholegrain Brown,crust_color_level,1,0.22,0.22,0.22,Internal temperature deviation
BATCH_15352,Wholegrain Brown,slice_uniformity_mm,1,7.57,7.57,7.57,Below expected tolerance
BATCH_15353,Seed Loaf,slice_uniformity_mm,1,8.46,8.46,8.46,Internal temperature deviation
BATCH_15353,Seed Loaf,texture_score,1,10.25,10.25,10.25,Below expected tolerance
BATCH_15354,High Energy Brown,crust_color_level,1,-0.42,-0.42,-0.42,Above tolerance range
BATCH_15355,Family Loaf,crust_color_level,1,5.14,5.14,5.14,Below expected tolerance
BATCH_15356,Family Loaf,internal_temp_c,1,92.24,92.24,92.24,Above tolerance range
BATCH_15357,Whole Wheat,slice_uniformity_mm,1,8.08,8.08,8.08,Above tolerance range
BATCH_15358,High Energy Brown,moisture_percent,1,29.97,29.97,29.97,Color inconsistency
BATCH_15361,Seed Loaf,texture_score,1,0.77,0.77,0.77,Color inconsistency
BATCH_15362,High Energy White,crust_color_level,1,5.02,5.02,5.02,Below expected tolerance
BATCH_12024,High Energy Brown,crust_color_level,1,6.6,6.6,6.6,Seal issue detected
BATCH_15363,Wholegrain Brown,crust_color_level,1,7.08,7.08,7.08,Color inconsistency
BATCH_15364,Whole Wheat,internal_temp_c,1,100.21,100.21,100.21,Internal temperature deviation
BATCH_15364,Whole Wheat,texture_score,1,10.59,10.59,10.59,Below expected tolerance
BATCH_15365,Soft White,internal_temp_c,1,100.21,100.21,100.21,Internal temperature deviation
BATCH_15366,Family Loaf,internal_temp_c,1,90.52,90.52,90.52,Seal issue detected
BATCH_15366,Family Loaf,package_seal_strength,1,79.59,79.59,79.59,Seal issue detected
BATCH_15367,Soft White,crust_color_level,1,6.42,6.42,6.42,Above tolerance range
BATCH_15367,Soft White,texture_score,1,12.18,12.18,12.18,Seal issue detected
BATCH_15368,Soft White,package_seal_strength,1,120.74,120.74,120.74,Below expected tolerance
BATCH_12025,Soft White,internal_temp_c,1,90.73,90.73,90.73,Internal temperature deviation
BATCH_15370,Family Loaf,crust_color_level,1,-0.17,-0.17,-0.17,Internal temperature deviation
BATCH_15370,Family Loaf,internal_temp_c,1,99.77,99.77,99.77,Color inconsistency
BATCH_15370,Family Loaf,package_seal_strength,1,120.09,120.09,120.09,Below expected tolerance
BATCH_15371,Whole Wheat,texture_score,1,12.02,12.02,12.02,Internal temperature deviation
BATCH_15373,Whole Wheat,texture_score,1,10.88,10.88,10.88,Seal issue detected
BATCH_15374,Wholegrain Brown,texture_score,1,0.37,0.37,0.37,Below expected tolerance
BATCH_15374,Wholegrain Brown,weight_grams,1,678.2,678.2,678.2,Below expected tolerance
BATCH_15375,Wholegrain Brown,crust_color_level,1,0.25,0.25,0.25,Color inconsistency
BATCH_15376,High Energy White,internal_temp_c,1,92.9,92.9,92.9,Internal temperature deviation
BATCH_15377,High Energy White,crust_color_level,1,6.6,6.6,6.6,Below expected tolerance
BATCH_15377,High Energy White,weight_grams,1,677.99,677.99,677.99,Color inconsistency
BATCH_15378,Family Loaf,internal_temp_c,1,92.29,92.29,92.29,Color inconsistency
BATCH_15378,Family Loaf,slice_uniformity_mm,1,7.87,7.87,7.87,Above tolerance range
BATCH_15379,Soft White,texture_score,1,-0.24,-0.24,-0.24,Above tolerance range
BATCH_15379,Soft White,weight_grams,1,677.9,677.9,677.9,Internal temperature deviation
BATCH_15380,High Energy White,slice_uniformity_mm,1,0.03,0.03,0.03,Internal temperature deviation
BATCH_15381,Wholegrain Brown,slice_uniformity_mm,1,6.35,6.35,6.35,Below expected tolerance
BATCH_15385,Family Loaf,slice_uniformity_mm,1,1.95,1.95,1.95,Internal temperature deviation
BATCH_15385,Family Loaf,texture_score,1,0.56,0.56,0.56,Color inconsistency
BATCH_12026,Soft White,moisture_percent,1,39.68,39.68,39.68,Below expected tolerance
BATCH_15386,Wholegrain Brown,internal_temp_c,1,100.83,100.83,100.83,Seal issue detected
BATCH_15388,Seed Loaf,texture_score,1,-0.47,-0.47,-0.47,Color inconsistency
BATCH_15389,Family Loaf,crust_color_level,1,7.21,7.21,7.21,Above tolerance range
BATCH_15389,Family Loaf,internal_temp_c,1,92.55,92.55,92.55,Internal temperature deviation
BATCH_15390,Wholegrain Brown,weight_grams,1,678.0,678.0,678.0,Seal issue detected
BATCH_15391,Wholegrain Brown,moisture_percent,1,41.06,41.06,41.06,Internal temperature deviation
BATCH_15392,Wholegrain Brown,slice_uniformity_mm,1,6.89,6.89,6.89,Internal temperature deviation
BATCH_15392,Wholegrain Brown,texture_score,1,12.29,12.29,12.29,Internal temperature deviation
BATCH_15395,Family Loaf,crust_color_level,1,-1.39,-1.39,-1.39,Below expected tolerance
BATCH_15395,Family Loaf,weight_grams,1,679.7,679.7,679.7,Color inconsistency
BATCH_15396,Seed Loaf,internal_temp_c,1,92.7,92.7,92.7,Internal temperature deviation
BATCH_15396,Seed Loaf,slice_uniformity_mm,1,1.21,1.21,1.21,Internal temperature deviation
BATCH_15397,Soft White,moisture_percent,1,28.88,28.88,28.88,Below expected tolerance
BATCH_15397,Soft White,weight_grams,1,722.1,722.1,722.1,Seal issue detected
BATCH_15398,Whole Wheat,crust_color_level,1,-0.18,-0.18,-0.18,Internal temperature deviation
BATCH_15398,Whole Wheat,slice_uniformity_mm,1,6.22,6.22,6.22,Below expected tolerance
BATCH_15399,Family Loaf,slice_uniformity_mm,1,1.54,1.54,1.54,Below expected tolerance
BATCH_15400,Seed Loaf,moisture_percent,1,28.72,28.72,28.72,Internal temperature deviation
BATCH_15401,High Energy White,weight_grams,1,678.99,678.99,678.99,Internal temperature deviation
BATCH_15402,Seed Loaf,internal_temp_c,1,92.26,92.26,92.26,Above tolerance range
BATCH_15404,High Energy Brown,internal_temp_c,1,99.65,99.65,99.65,Below expected tolerance
BATCH_15404,High Energy Brown,texture_score,1,11.55,11.55,11.55,Seal issue detected
BATCH_15406,Seed Loaf,package_seal_strength,1,79.03,79.03,79.03,Color inconsistency
BATCH_12027,Seed Loaf,crust_color_level,1,0.43,0.43,0.43,Above tolerance range
BATCH_15409,Family Loaf,crust_color_level,1,0.82,0.82,0.82,Above tolerance range
BATCH_15409,Family Loaf,package_seal_strength,1,77.8,77.8,77.8,Above tolerance range
BATCH_15410,High Energy White,internal_temp_c,1,99.85,99.85,99.85,Below expected tolerance
BATCH_15410,High Energy White,weight_grams,1,720.9,720.9,720.9,Above tolerance range
BATCH_15411,Soft White,crust_color_level,1,0.27,0.27,0.27,Above tolerance range
BATCH_15417,Wholegrain Brown,slice_uniformity_mm,1,8.13,8.13,8.13,Seal issue detected
BATCH_15419,Seed Loaf,slice_uniformity_mm,1,-0.19,-0.19,-0.19,Internal temperature deviation
BATCH_15420,High Energy White,weight_grams,1,720.75,720.75,720.75,
BATCH_15421,High Energy White,crust_color_level,1,0.23,0.23,0.23,Color inconsistency
BATCH_15422,Soft White,texture_score,1,-1.48,-1.48,-1.48,
BATCH_15423,Whole Wheat,slice_uniformity_mm,1,6.77,6.77,6.77,Color inconsistency
BATCH_15424,Seed Loaf,moisture_percent,1,40.48,40.48,40.48,Below expected tolerance
BATCH_15425,Whole Wheat,crust_color_level,1,5.89,5.89,5.89,Below expected tolerance
BATCH_15426,Family Loaf,internal_temp_c,1,100.32,100.32,100.32,Below expected tolerance
BATCH_15426,Family Loaf,package_seal_strength,1,78.07,78.07,78.07,Color inconsistency
BATCH_15428,Family Loaf,texture_score,1,-1.16,-1.16,-1.16,Above tolerance range
BATCH_15429,Whole Wheat,internal_temp_c,1,100.57,100.57,100.57,Internal temperature deviation
BATCH_15429,Whole Wheat,slice_uniformity_mm,1,-0.14,-0.14,-0.14,Internal temperature deviation
BATCH_15430,High Energy White,slice_uniformity_mm,1,8.25,8.25,8.25,Below expected tolerance
BATCH_15430,High Energy White,texture_score,1,-1.33,-1.33,-1.33,Seal issue detected
BATCH_15431,High Energy White,internal_temp_c,1,91.5,91.5,91.5,Seal issue detected
BATCH_15434,Family Loaf,crust_color_level,1,-1.12,-1.12,-1.12,Internal temperature deviation
BATCH_15434,Family Loaf,texture_score,1,11.1,11.1,11.1,Seal issue detected
BATCH_15435,Seed Loaf,crust_color_level,1,7.43,7.43,7.43,Below expected tolerance
BATCH_15435,Seed Loaf,texture_score,1,0.85,0.85,0.85,Below expected tolerance
BATCH_15436,Soft White,texture_score,1,10.25,10.25,10.25,Color inconsistency
BATCH_15437,Family Loaf,crust_color_level,1,-0.6,-0.6,-0.6,Color inconsistency
BATCH_15438,High Energy White,texture_score,1,-0.84,-0.84,-0.84,Above tolerance range
BATCH_15439,Soft White,crust_color_level,1,5.69,5.69,5.69,Above tolerance range
BATCH_15440,High Energy Brown,texture_score,1,11.17,11.17,11.17,Below expected tolerance
BATCH_15441,High Energy White,slice_uniformity_mm,1,8.13,8.13,8.13,Below expected tolerance
BATCH_15442,Family Loaf,slice_uniformity_mm,1,6.45,6.45,6.45,Above tolerance range
BATCH_15443,Soft White,moisture_percent,1,39.2,39.2,39.2,Internal temperature deviation
BATCH_15444,Seed Loaf,crust_color_level,1,7.48,7.48,7.48,Above tolerance range
BATCH_15445,Family Loaf,crust_color_level,1,0.12,0.12,0.12,Color inconsistency
BATCH_15445,Family Loaf,slice_uniformity_mm,1,6.33,6.33,6.33,Seal issue detected
BATCH_15446,Soft White,internal_temp_c,1,90.68,90.68,90.68,Color inconsistency
BATCH_15447,Wholegrain Brown,crust_color_level,1,-1.45,-1.45,-1.45,Seal issue detected
BATCH_15448,High Energy White,package_seal_strength,1,79.83,79.83,79.83,Above tolerance range
BATCH_12027,Seed Loaf,slice_uniformity_mm,1,7.92,7.92,7.92,Internal temperature deviation
BATCH_15449,Soft White,slice_uniformity_mm,1,0.29,0.29,0.29,Seal issue detected
BATCH_12028,Seed Loaf,crust_color_level,1,0.69,0.69,0.69,Seal issue detected
BATCH_15454,High Energy Brown,crust_color_level,1,-1.13,-1.13,-1.13,Internal temperature deviation
BATCH_15454,High Energy Brown,moisture_percent,1,30.23,30.23,30.23,Seal issue detected
BATCH_15455,High Energy White,package_seal_strength,1,120.14,120.14,120.14,Color inconsistency
