Route_ID,Store_ID,Total_Units,Primary_Depot
RT_017,STORE_041,323,Bindura_Depot
RT_046,STORE_088,323,Gweru_Branch
RT_008,STORE_026,323,Bindura_Depot
RT_040,STORE_013,323,Mutare_Branch
RT_033,STORE_012,322,Bulawayo_Branch
RT_044,STORE_065,322,Mutare_Branch
RT_041,STORE_025,322,Bulawayo_Branch
RT_012,STORE_113,322,Chitungwiza_Depot
RT_042,STORE_019,322,Kwekwe_Depot
RT_022,STORE_121,322,Harare_Willowvale
RT_002,STORE_091,322,Gweru_Branch
RT_009,STORE_068,321,Harare_Southerton
RT_006,STORE_003,321,Harare_Willowvale
RT_005,STORE_007,321,Chitungwiza_Depot
RT_027,STORE_041,321,Harare_Southerton
RT_049,STORE_027,321,Harare_Willowvale
RT_043,STORE_041,321,Mutare_Branch
RT_013,STORE_121,321,Masvingo_Branch
RT_003,STORE_003,321,Marondera_Depot
RT_021,STORE_072,320,Bulawayo_Branch
RT_008,STORE_052,320,Mutare_Branch
RT_023,STORE_077,320,Chitungwiza_Depot
RT_003,STORE_082,320,Marondera_Depot
RT_034,STORE_003,320,Bindura_Depot
RT_029,STORE_077,320,Harare_Willowvale
RT_033,STORE_017,320,Gweru_Branch
RT_024,STORE_029,319,Bindura_Depot
RT_014,STORE_058,319,Kwekwe_Depot
RT_010,STORE_029,319,Gweru_Branch
RT_033,STORE_030,319,Marondera_Depot
RT_047,STORE_014,319,Chitungwiza_Depot
RT_028,STORE_084,319,Harare_Southerton
RT_003,STORE_137,319,Gweru_Branch
RT_027,STORE_120,319,Bulawayo_Branch
RT_047,STORE_075,319,Bulawayo_Branch
RT_020,STORE_077,319,Kwekwe_Depot
RT_035,STORE_023,318,Gweru_Branch
RT_016,STORE_096,318,Kwekwe_Depot
RT_016,STORE_064,318,Marondera_Depot
RT_046,STORE_020,318,Bulawayo_Branch
RT_029,STORE_132,318,Marondera_Depot
RT_049,STORE_021,318,Gweru_Branch
RT_019,STORE_055,318,Harare_Southerton
RT_032,STORE_077,318,Harare_Southerton
RT_006,STORE_065,318,Chitungwiza_Depot
RT_016,STORE_045,318,Gweru_Branch
RT_003,STORE_011,318,Marondera_Depot
RT_018,STORE_026,318,Kwekwe_Depot
RT_019,STORE_057,318,Bindura_Depot
RT_004,STORE_130,317,Gweru_Branch
RT_003,STORE_102,317,Chitungwiza_Depot
RT_022,STORE_015,317,Gweru_Branch
RT_015,STORE_054,317,Harare_Willowvale
RT_026,STORE_118,317,Kwekwe_Depot
RT_043,STORE_086,317,Kwekwe_Depot
RT_001,STORE_116,317,Chitungwiza_Depot
RT_049,STORE_139,317,Marondera_Depot
RT_004,STORE_131,317,DIRECT
RT_046,STORE_070,317,Marondera_Depot
RT_007,STORE_088,317,Mutare_Branch
RT_008,STORE_120,316,Marondera_Depot
RT_028,STORE_096,316,Masvingo_Branch
RT_035,STORE_080,316,Mutare_Branch
RT_020,STORE_110,316,Harare_Southerton
RT_011,STORE_060,316,Kwekwe_Depot
RT_014,STORE_004,316,Bulawayo_Branch
RT_006,STORE_106,315,Harare_Southerton
RT_019,STORE_031,315,Bindura_Depot
RT_013,STORE_068,315,Mutare_Branch
RT_001,STORE_132,315,Kwekwe_Depot
RT_024,STORE_046,315,Marondera_Depot
RT_045,STORE_003,315,Kwekwe_Depot
RT_026,STORE_015,315,Mutare_Branch
RT_028,STORE_120,315,Marondera_Depot
RT_019,STORE_052,315,Masvingo_Branch
RT_039,STORE_096,315,Gweru_Branch
RT_021,STORE_066,315,Bulawayo_Branch
RT_023,STORE_006,315,Bindura_Depot
RT_030,STORE_066,314,Harare_Southerton
RT_041,STORE_030,314,Harare_Willowvale
RT_027,STORE_031,314,Marondera_Depot
RT_030,STORE_055,314,Marondera_Depot
RT_046,STORE_111,314,Gweru_Branch
RT_024,STORE_113,314,Mutare_Branch
RT_035,STORE_126,314,Mutare_Branch
RT_009,STORE_005,314,Kwekwe_Depot
RT_040,STORE_057,314,Mutare_Branch
RT_032,STORE_051,314,Masvingo_Branch
RT_004,STORE_029,314,Mutare_Branch
UNKNOWN,STORE_115,314,Kwekwe_Depot
RT_014,STORE_001,314,Marondera_Depot
RT_031,STORE_065,314,Bindura_Depot
RT_013,STORE_023,314,Gweru_Branch
RT_034,STORE_020,313,Bulawayo_Branch
RT_027,STORE_003,313,Bindura_Depot
RT_038,STORE_020,313,Chitungwiza_Depot
RT_016,STORE_093,313,Kwekwe_Depot
RT_014,STORE_043,313,Marondera_Depot
RT_025,STORE_130,313,Harare_Southerton
RT_034,STORE_052,313,Bulawayo_Branch
RT_018,STORE_031,313,Mutare_Branch
RT_021,STORE_051,313,Kwekwe_Depot
RT_041,STORE_138,313,Chitungwiza_Depot
RT_038,STORE_099,313,Marondera_Depot
RT_031,STORE_119,313,Kwekwe_Depot
RT_034,STORE_007,313,Chitungwiza_Depot
RT_009,STORE_138,312,Marondera_Depot
RT_036,STORE_048,312,Harare_Willowvale
RT_023,STORE_118,312,Kwekwe_Depot
RT_030,STORE_037,312,Kwekwe_Depot
RT_015,STORE_008,312,Chitungwiza_Depot
RT_034,STORE_081,312,Masvingo_Branch
RT_041,STORE_006,312,Bulawayo_Branch
RT_003,STORE_095,312,Harare_Southerton
RT_016,STORE_097,312,Bulawayo_Branch
RT_027,STORE_105,312,Harare_Southerton
RT_027,STORE_116,312,Masvingo_Branch
RT_025,STORE_063,311,Harare_Willowvale
RT_030,STORE_039,311,Bindura_Depot
RT_033,STORE_136,311,Bindura_Depot
RT_043,STORE_022,311,Harare_Southerton
UNKNOWN,STORE_052,311,Bulawayo_Branch
RT_024,STORE_133,311,Bindura_Depot
RT_002,STORE_018,311,Harare_Southerton
RT_029,STORE_032,311,Bindura_Depot
RT_033,STORE_051,311,Mutare_Branch
RT_041,STORE_119,310,Mutare_Branch
RT_004,STORE_036,310,Gweru_Branch
RT_014,STORE_035,310,Mutare_Branch
RT_046,STORE_105,310,Gweru_Branch
RT_043,STORE_051,310,Masvingo_Branch
RT_040,STORE_030,310,Kwekwe_Depot
RT_018,STORE_015,310,Marondera_Depot
RT_008,STORE_005,310,Chitungwiza_Depot
RT_026,STORE_059,310,Mutare_Branch
RT_043,STORE_135,310,Harare_Willowvale
RT_044,STORE_040,310,Masvingo_Branch
RT_005,STORE_102,310,Bulawayo_Branch
RT_018,STORE_043,310,Harare_Willowvale
RT_040,STORE_078,309,Bulawayo_Branch
RT_047,STORE_134,309,Harare_Southerton
RT_049,STORE_071,309,Marondera_Depot
RT_019,STORE_116,309,Kwekwe_Depot
RT_008,STORE_031,309,Harare_Southerton
RT_004,STORE_023,309,Marondera_Depot
RT_011,STORE_048,309,Chitungwiza_Depot
RT_017,STORE_073,309,Harare_Southerton
RT_008,STORE_072,309,Mutare_Branch
RT_014,STORE_065,309,Mutare_Branch
RT_023,STORE_029,309,Harare_Willowvale
RT_007,STORE_002,309,Bindura_Depot
RT_024,STORE_005,309,Masvingo_Branch
RT_014,STORE_087,309,Masvingo_Branch
RT_001,STORE_112,308,Marondera_Depot
RT_032,STORE_126,308,Bindura_Depot
RT_004,STORE_115,308,Kwekwe_Depot
RT_002,STORE_047,308,Bulawayo_Branch
RT_040,STORE_081,308,Bulawayo_Branch
RT_011,STORE_044,308,Masvingo_Branch
RT_049,STORE_075,308,Bulawayo_Branch
RT_033,STORE_137,308,Masvingo_Branch
RT_043,STORE_095,308,Harare_Willowvale
RT_001,STORE_062,308,Bulawayo_Branch
RT_011,STORE_122,308,Mutare_Branch
RT_041,STORE_041,308,Gweru_Branch
RT_034,STORE_001,308,Marondera_Depot
RT_015,STORE_082,307,Mutare_Branch
RT_025,STORE_013,307,Bindura_Depot
RT_002,STORE_137,307,Harare_Willowvale
RT_001,STORE_069,307,Harare_Southerton
RT_009,STORE_034,307,Marondera_Depot
RT_032,STORE_021,307,Kwekwe_Depot
RT_039,STORE_008,307,Mutare_Branch
RT_027,STORE_089,307,Masvingo_Branch
RT_027,STORE_127,307,Bindura_Depot
RT_035,STORE_001,307,Bulawayo_Branch
RT_016,STORE_125,307,Mutare_Branch
RT_020,STORE_099,307,Mutare_Branch
RT_006,STORE_041,307,Bindura_Depot
RT_047,STORE_027,306,Mutare_Branch
RT_029,STORE_119,306,Kwekwe_Depot
RT_039,STORE_027,306,Kwekwe_Depot
RT_036,STORE_065,306,Gweru_Branch
RT_042,STORE_089,306,Bindura_Depot
RT_043,STORE_031,306,DIRECT
RT_006,STORE_060,306,Harare_Willowvale
RT_011,STORE_052,306,Mutare_Branch
RT_018,STORE_056,306,Bindura_Depot
RT_028,STORE_093,306,Mutare_Branch
RT_021,STORE_027,306,Harare_Willowvale
RT_046,STORE_091,306,Harare_Southerton
RT_013,STORE_138,306,Gweru_Branch
RT_043,STORE_057,306,Bindura_Depot
RT_004,STORE_139,306,Chitungwiza_Depot
RT_049,STORE_113,305,Marondera_Depot
RT_040,STORE_088,305,Masvingo_Branch
RT_018,STORE_012,305,Bulawayo_Branch
RT_026,STORE_092,305,Kwekwe_Depot
RT_010,STORE_058,305,Chitungwiza_Depot
RT_025,STORE_024,305,Gweru_Branch
RT_010,STORE_113,305,Masvingo_Branch
RT_048,STORE_107,305,Harare_Willowvale
RT_027,STORE_107,305,Chitungwiza_Depot
RT_008,STORE_058,305,Harare_Willowvale
RT_024,STORE_059,305,Chitungwiza_Depot
RT_043,STORE_111,305,Bulawayo_Branch
RT_029,STORE_127,305,Kwekwe_Depot
RT_031,STORE_003,305,Chitungwiza_Depot
RT_026,STORE_108,305,Bindura_Depot
RT_025,STORE_022,304,Masvingo_Branch
RT_020,STORE_090,304,Chitungwiza_Depot
RT_029,STORE_075,304,Mutare_Branch
RT_040,STORE_104,304,Chitungwiza_Depot
RT_033,STORE_115,304,Mutare_Branch
RT_024,STORE_025,304,Harare_Southerton
RT_026,STORE_070,304,Masvingo_Branch
RT_038,STORE_006,303,Chitungwiza_Depot
RT_011,STORE_042,303,Bulawayo_Branch
RT_048,STORE_082,303,Chitungwiza_Depot
RT_006,STORE_075,303,Mutare_Branch
RT_031,STORE_132,303,Kwekwe_Depot
RT_026,STORE_071,303,Marondera_Depot
RT_001,STORE_026,303,Marondera_Depot
RT_045,STORE_133,303,Marondera_Depot
RT_041,STORE_053,303,Chitungwiza_Depot
RT_018,STORE_039,303,Bulawayo_Branch
RT_020,STORE_036,303,Bulawayo_Branch
RT_019,STORE_042,302,Marondera_Depot
RT_045,STORE_121,302,Masvingo_Branch
RT_038,STORE_010,302,Gweru_Branch
RT_005,STORE_084,302,Harare_Southerton
RT_008,STORE_131,302,Marondera_Depot
RT_012,STORE_061,302,Masvingo_Branch
RT_030,STORE_053,302,Bulawayo_Branch
RT_012,STORE_134,302,Masvingo_Branch
RT_002,STORE_078,302,Chitungwiza_Depot
RT_041,STORE_031,302,Harare_Willowvale
RT_020,STORE_051,302,Marondera_Depot
RT_030,STORE_054,302,Bulawayo_Branch
RT_039,STORE_092,301,Mutare_Branch
RT_004,STORE_102,301,Chitungwiza_Depot
RT_001,STORE_040,301,Bindura_Depot
RT_019,STORE_025,301,Mutare_Branch
RT_047,STORE_120,301,Gweru_Branch
RT_028,STORE_045,301,Kwekwe_Depot
RT_039,STORE_087,300,Mutare_Branch
RT_046,STORE_075,300,Bulawayo_Branch
RT_030,STORE_005,300,Harare_Southerton
RT_017,STORE_062,300,Bindura_Depot
RT_006,STORE_030,300,Harare_Willowvale
RT_029,STORE_089,300,Bindura_Depot
RT_029,STORE_047,300,Bulawayo_Branch
RT_043,STORE_067,300,Masvingo_Branch
RT_044,STORE_008,300,Kwekwe_Depot
RT_047,STORE_084,300,Gweru_Branch
RT_010,STORE_038,300,Bindura_Depot
RT_020,STORE_130,300,Gweru_Branch
RT_027,STORE_033,300,Gweru_Branch
RT_030,STORE_030,300,Mutare_Branch
RT_024,STORE_019,299,Masvingo_Branch
RT_016,STORE_047,299,Bindura_Depot
RT_008,STORE_042,299,Gweru_Branch
RT_001,STORE_095,299,Masvingo_Branch
RT_035,STORE_040,299,Chitungwiza_Depot
RT_048,STORE_123,299,Kwekwe_Depot
RT_023,STORE_073,299,Chitungwiza_Depot
RT_033,STORE_053,299,Mutare_Branch
RT_032,STORE_066,299,Gweru_Branch
RT_001,STORE_120,299,Masvingo_Branch
RT_045,STORE_110,299,Harare_Willowvale
RT_031,STORE_026,298,Mutare_Branch
RT_031,STORE_051,298,Bulawayo_Branch
RT_026,STORE_020,298,Harare_Southerton
RT_034,STORE_123,298,Kwekwe_Depot
RT_021,STORE_077,298,Bindura_Depot
RT_019,STORE_023,298,Marondera_Depot
RT_035,STORE_019,298,Bulawayo_Branch
RT_029,STORE_021,298,Marondera_Depot
RT_048,STORE_085,298,Chitungwiza_Depot
RT_033,STORE_091,298,Gweru_Branch
RT_014,STORE_105,297,Marondera_Depot
RT_040,STORE_089,297,Bindura_Depot
RT_035,STORE_007,297,Harare_Southerton
RT_046,STORE_138,297,Mutare_Branch
RT_048,STORE_036,297,Mutare_Branch
RT_027,STORE_091,297,Gweru_Branch
RT_042,STORE_012,297,Gweru_Branch
RT_027,STORE_138,297,Mutare_Branch
RT_036,STORE_026,297,Harare_Willowvale
RT_037,STORE_122,297,Bindura_Depot
RT_013,STORE_054,297,Chitungwiza_Depot
RT_008,STORE_102,297,Masvingo_Branch
RT_028,STORE_114,297,Kwekwe_Depot
RT_045,STORE_010,296,Chitungwiza_Depot
RT_043,STORE_016,296,Harare_Willowvale
RT_040,STORE_048,296,Mutare_Branch
RT_011,STORE_025,296,Masvingo_Branch
RT_044,STORE_037,296,Mutare_Branch
RT_004,STORE_129,296,Bulawayo_Branch
RT_014,STORE_024,296,Chitungwiza_Depot
RT_033,STORE_080,296,Kwekwe_Depot
RT_048,STORE_092,296,Bulawayo_Branch
RT_048,STORE_091,296,Bindura_Depot
RT_001,STORE_115,296,Harare_Willowvale
RT_046,STORE_086,296,Gweru_Branch
RT_022,STORE_079,295,Bulawayo_Branch
RT_017,STORE_038,295,Harare_Southerton
RT_009,STORE_108,295,Harare_Southerton
RT_009,STORE_109,295,Chitungwiza_Depot
RT_019,STORE_062,295,Marondera_Depot
RT_017,STORE_012,295,Masvingo_Branch
RT_012,STORE_137,295,Gweru_Branch
RT_003,STORE_064,295,Bulawayo_Branch
RT_031,STORE_017,295,Marondera_Depot
RT_007,STORE_094,295,Bulawayo_Branch
RT_007,STORE_137,295,Mutare_Branch
RT_006,STORE_014,295,Gweru_Branch
RT_044,STORE_128,295,Bindura_Depot
RT_015,STORE_099,295,Masvingo_Branch
RT_031,STORE_050,295,Masvingo_Branch
RT_046,STORE_095,294,Kwekwe_Depot
RT_008,STORE_070,294,Masvingo_Branch
RT_024,STORE_066,294,Chitungwiza_Depot
RT_018,STORE_129,294,Harare_Southerton
RT_026,STORE_123,294,Mutare_Branch
RT_043,STORE_078,294,Gweru_Branch
RT_014,STORE_019,294,Bulawayo_Branch
RT_016,STORE_098,294,Bindura_Depot
RT_047,STORE_109,294,Masvingo_Branch
RT_029,STORE_076,294,Bindura_Depot
RT_038,STORE_087,294,Marondera_Depot
RT_029,STORE_090,294,Kwekwe_Depot
RT_013,STORE_049,294,Bulawayo_Branch
RT_012,STORE_028,294,Harare_Southerton
RT_013,STORE_072,293,Mutare_Branch
RT_036,STORE_032,293,Mutare_Branch
RT_017,STORE_094,293,Chitungwiza_Depot
RT_030,STORE_122,293,Gweru_Branch
RT_029,STORE_112,293,Chitungwiza_Depot
RT_011,STORE_055,293,Mutare_Branch
RT_012,STORE_104,293,Harare_Willowvale
RT_016,STORE_078,293,Mutare_Branch
RT_019,STORE_079,293,Marondera_Depot
RT_020,STORE_117,293,Bulawayo_Branch
RT_015,STORE_130,293,Harare_Willowvale
RT_008,STORE_060,293,Masvingo_Branch
RT_014,STORE_076,293,Mutare_Branch
RT_021,STORE_110,293,Gweru_Branch
RT_049,STORE_121,293,Harare_Willowvale
RT_028,STORE_011,293,Mutare_Branch
RT_049,STORE_053,293,Harare_Southerton
RT_029,STORE_118,293,Harare_Willowvale
RT_038,STORE_129,293,Bulawayo_Branch
RT_037,STORE_005,293,Marondera_Depot
RT_022,STORE_094,293,Harare_Willowvale
RT_048,STORE_062,293,Harare_Southerton
RT_010,STORE_005,293,Bulawayo_Branch
RT_008,STORE_011,293,Chitungwiza_Depot
RT_036,STORE_124,292,Gweru_Branch
RT_012,STORE_037,292,Kwekwe_Depot
RT_015,STORE_125,292,Masvingo_Branch
RT_049,STORE_091,292,Mutare_Branch
RT_005,STORE_013,292,Mutare_Branch
RT_045,STORE_107,292,Harare_Willowvale
RT_025,STORE_069,292,Marondera_Depot
RT_041,STORE_114,292,Kwekwe_Depot
RT_048,STORE_037,292,Harare_Southerton
RT_009,STORE_026,292,Mutare_Branch
RT_043,STORE_087,292,Harare_Willowvale
RT_032,STORE_016,292,Harare_Southerton
RT_034,STORE_130,291,Chitungwiza_Depot
RT_023,STORE_017,291,Chitungwiza_Depot
RT_026,STORE_027,291,Chitungwiza_Depot
RT_018,STORE_132,291,Kwekwe_Depot
RT_013,STORE_020,291,Kwekwe_Depot
RT_044,STORE_076,291,Harare_Southerton
RT_035,STORE_128,291,Kwekwe_Depot
RT_032,STORE_105,291,Harare_Southerton
RT_007,STORE_026,291,Bindura_Depot
RT_009,STORE_058,290,Harare_Southerton
RT_013,STORE_129,290,Harare_Willowvale
RT_002,STORE_139,290,Marondera_Depot
RT_032,STORE_082,290,Harare_Willowvale
RT_042,STORE_102,290,Harare_Willowvale
RT_020,STORE_009,290,Harare_Southerton
RT_020,STORE_031,290,Masvingo_Branch
RT_021,STORE_095,290,Masvingo_Branch
RT_030,STORE_063,290,Mutare_Branch
RT_005,STORE_017,290,Bulawayo_Branch
RT_029,STORE_105,290,Mutare_Branch
RT_014,STORE_059,289,Bulawayo_Branch
RT_032,STORE_073,289,Chitungwiza_Depot
RT_007,STORE_063,289,Gweru_Branch
RT_044,STORE_110,289,Chitungwiza_Depot
RT_034,STORE_117,289,Bindura_Depot
RT_032,STORE_118,289,Harare_Southerton
RT_011,STORE_112,289,Chitungwiza_Depot
RT_036,STORE_014,289,Bindura_Depot
RT_006,STORE_040,289,Kwekwe_Depot
RT_040,STORE_105,289,Harare_Willowvale
RT_033,STORE_134,289,Chitungwiza_Depot
RT_044,STORE_003,289,Marondera_Depot
RT_022,STORE_032,289,Harare_Willowvale
RT_027,STORE_071,289,Chitungwiza_Depot
RT_026,STORE_008,288,Bindura_Depot
RT_027,STORE_103,288,Gweru_Branch
RT_034,STORE_115,288,Chitungwiza_Depot
RT_029,STORE_003,288,Bindura_Depot
RT_027,STORE_034,288,Harare_Southerton
RT_020,STORE_015,288,Gweru_Branch
RT_049,STORE_037,288,Chitungwiza_Depot
RT_036,STORE_114,288,Bulawayo_Branch
RT_014,STORE_060,288,Bulawayo_Branch
RT_005,STORE_035,288,Harare_Southerton
RT_045,STORE_090,288,Bulawayo_Branch
RT_028,STORE_057,288,Gweru_Branch
RT_017,STORE_119,288,Kwekwe_Depot
RT_008,STORE_107,288,Chitungwiza_Depot
RT_008,STORE_088,288,Marondera_Depot
RT_007,STORE_047,287,Marondera_Depot
RT_042,STORE_071,287,Marondera_Depot
RT_021,STORE_008,287,Chitungwiza_Depot
RT_033,STORE_042,287,Masvingo_Branch
RT_011,STORE_099,287,Marondera_Depot
RT_022,STORE_106,287,Masvingo_Branch
RT_010,STORE_030,287,Marondera_Depot
RT_048,STORE_051,287,Masvingo_Branch
RT_007,STORE_122,287,Marondera_Depot
RT_047,STORE_097,287,Bulawayo_Branch
RT_006,STORE_058,287,Gweru_Branch
RT_029,STORE_051,287,Masvingo_Branch
RT_019,STORE_124,287,Chitungwiza_Depot
RT_017,STORE_025,287,Bindura_Depot
RT_037,STORE_089,287,Harare_Southerton
RT_048,STORE_028,286,Chitungwiza_Depot
RT_005,STORE_015,286,Masvingo_Branch
RT_043,STORE_058,286,Mutare_Branch
RT_037,STORE_022,286,Kwekwe_Depot
RT_008,STORE_105,286,Gweru_Branch
RT_043,STORE_118,286,Harare_Willowvale
RT_046,STORE_084,286,Chitungwiza_Depot
RT_005,STORE_092,286,Bulawayo_Branch
RT_009,STORE_018,286,Marondera_Depot
RT_009,STORE_045,286,Bindura_Depot
RT_017,STORE_072,286,Bindura_Depot
RT_029,STORE_099,286,Chitungwiza_Depot
RT_035,STORE_011,286,Kwekwe_Depot
RT_027,STORE_065,286,Harare_Southerton
RT_002,STORE_093,286,Harare_Willowvale
RT_040,STORE_074,285,Mutare_Branch
RT_010,STORE_100,285,Bulawayo_Branch
RT_047,STORE_009,285,Masvingo_Branch
RT_008,STORE_021,285,Harare_Southerton
RT_031,STORE_098,285,Marondera_Depot
RT_034,STORE_086,285,Harare_Willowvale
RT_001,STORE_018,285,Masvingo_Branch
RT_040,STORE_082,285,Kwekwe_Depot
RT_045,STORE_055,284,Kwekwe_Depot
RT_003,STORE_129,284,Mutare_Branch
RT_016,STORE_033,284,Harare_Southerton
RT_003,STORE_034,284,DIRECT
RT_001,STORE_103,284,Masvingo_Branch
RT_032,STORE_102,284,Gweru_Branch
UNKNOWN,STORE_108,284,Masvingo_Branch
RT_004,STORE_052,284,Harare_Willowvale
RT_025,STORE_026,284,Harare_Southerton
RT_033,STORE_119,284,Harare_Willowvale
RT_012,STORE_068,283,Bulawayo_Branch
RT_037,STORE_090,283,Marondera_Depot
RT_045,STORE_139,283,Marondera_Depot
RT_045,STORE_059,283,Harare_Southerton
RT_002,STORE_043,283,Harare_Willowvale
RT_034,STORE_030,283,Chitungwiza_Depot
RT_038,STORE_081,283,Chitungwiza_Depot
RT_029,STORE_066,283,Marondera_Depot
RT_014,STORE_054,283,Mutare_Branch
RT_043,STORE_139,283,Chitungwiza_Depot
RT_025,STORE_014,283,Chitungwiza_Depot
RT_016,STORE_067,282,Bindura_Depot
RT_015,STORE_091,282,Gweru_Branch
RT_031,STORE_021,282,Chitungwiza_Depot
RT_044,STORE_028,282,Kwekwe_Depot
RT_043,STORE_127,282,Masvingo_Branch
RT_023,STORE_075,282,Harare_Southerton
RT_023,STORE_101,282,Chitungwiza_Depot
RT_036,STORE_078,282,Marondera_Depot
RT_033,STORE_118,282,Bulawayo_Branch
RT_036,STORE_115,282,Harare_Willowvale
RT_002,STORE_054,282,Chitungwiza_Depot
RT_033,STORE_021,282,Mutare_Branch
RT_024,STORE_139,282,Harare_Willowvale
RT_033,STORE_098,281,Harare_Southerton
RT_014,STORE_010,281,Harare_Southerton
RT_032,STORE_112,281,Harare_Willowvale
RT_022,STORE_101,281,Bindura_Depot
RT_018,STORE_010,281,Masvingo_Branch
RT_018,STORE_063,281,Bindura_Depot
RT_027,STORE_020,281,Marondera_Depot
RT_034,STORE_011,281,Bulawayo_Branch
RT_016,STORE_011,281,Marondera_Depot
RT_013,STORE_116,281,Bulawayo_Branch
RT_014,STORE_106,281,Mutare_Branch
RT_035,STORE_015,281,Mutare_Branch
RT_032,STORE_058,281,Chitungwiza_Depot
RT_024,STORE_083,280,Bindura_Depot
RT_029,STORE_060,280,Bulawayo_Branch
RT_017,STORE_075,280,Bulawayo_Branch
RT_015,STORE_085,280,Masvingo_Branch
RT_030,STORE_070,280,Harare_Willowvale
UNKNOWN,STORE_063,280,Bindura_Depot
RT_027,STORE_139,280,Bindura_Depot
RT_044,STORE_024,280,Masvingo_Branch
RT_007,STORE_125,280,Bindura_Depot
RT_025,STORE_009,280,Kwekwe_Depot
RT_032,STORE_093,280,Marondera_Depot
RT_014,STORE_114,280,Chitungwiza_Depot
RT_003,STORE_036,280,Harare_Southerton
RT_010,STORE_131,279,Marondera_Depot
RT_044,STORE_060,279,Harare_Willowvale
RT_033,STORE_055,279,Masvingo_Branch
RT_031,STORE_016,279,Mutare_Branch
RT_035,STORE_066,279,Bulawayo_Branch
RT_020,STORE_008,279,Harare_Southerton
RT_031,STORE_010,279,Marondera_Depot
RT_039,STORE_010,279,Harare_Southerton
RT_008,STORE_085,279,Bulawayo_Branch
RT_013,STORE_099,279,Mutare_Branch
RT_013,STORE_045,279,Masvingo_Branch
RT_019,STORE_138,279,Bindura_Depot
RT_031,STORE_088,278,Chitungwiza_Depot
RT_044,STORE_119,278,Mutare_Branch
RT_031,STORE_107,278,Gweru_Branch
RT_047,STORE_093,278,Gweru_Branch
RT_029,STORE_002,278,Marondera_Depot
RT_022,STORE_063,278,Bulawayo_Branch
RT_018,STORE_080,278,Marondera_Depot
RT_016,STORE_114,278,Bulawayo_Branch
RT_024,STORE_004,278,Mutare_Branch
RT_048,STORE_119,278,Bulawayo_Branch
RT_036,STORE_085,278,Harare_Willowvale
RT_022,STORE_059,278,Marondera_Depot
RT_037,STORE_028,278,Masvingo_Branch
RT_044,STORE_032,278,Bindura_Depot
RT_006,STORE_022,278,Chitungwiza_Depot
RT_014,STORE_011,278,Gweru_Branch
RT_046,STORE_136,278,Kwekwe_Depot
RT_015,STORE_071,278,Harare_Southerton
RT_002,STORE_010,277,Bulawayo_Branch
RT_032,STORE_136,277,Harare_Willowvale
RT_031,STORE_002,277,Bulawayo_Branch
RT_041,STORE_015,277,Harare_Willowvale
RT_038,STORE_007,277,Masvingo_Branch
RT_043,STORE_046,277,Harare_Southerton
RT_009,STORE_124,277,Bulawayo_Branch
RT_007,STORE_001,277,Masvingo_Branch
RT_045,STORE_132,277,Harare_Southerton
RT_032,STORE_129,276,Chitungwiza_Depot
RT_004,STORE_114,276,Bulawayo_Branch
RT_037,STORE_124,276,Kwekwe_Depot
RT_042,STORE_024,276,Bindura_Depot
RT_015,STORE_002,276,Marondera_Depot
RT_011,STORE_091,276,Mutare_Branch
RT_010,STORE_086,276,Gweru_Branch
RT_023,STORE_049,276,Mutare_Branch
RT_049,STORE_004,276,Chitungwiza_Depot
RT_007,STORE_121,276,Kwekwe_Depot
RT_011,STORE_139,276,Kwekwe_Depot
RT_036,STORE_119,275,Harare_Willowvale
RT_034,STORE_067,275,Masvingo_Branch
RT_002,STORE_019,275,Harare_Willowvale
RT_027,STORE_023,275,Harare_Southerton
RT_022,STORE_013,275,Gweru_Branch
RT_013,STORE_043,275,Marondera_Depot
RT_041,STORE_002,275,Bindura_Depot
RT_029,STORE_063,275,Mutare_Branch
RT_019,STORE_109,275,Marondera_Depot
RT_010,STORE_080,275,Gweru_Branch
RT_005,STORE_085,275,Harare_Willowvale
RT_012,STORE_045,275,Mutare_Branch
RT_040,STORE_123,275,Marondera_Depot
RT_045,STORE_089,275,Marondera_Depot
RT_029,STORE_053,275,Marondera_Depot
RT_023,STORE_009,275,Harare_Southerton
RT_010,STORE_039,274,Harare_Southerton
RT_018,STORE_051,274,Chitungwiza_Depot
RT_030,STORE_103,274,Bindura_Depot
RT_021,STORE_102,274,Gweru_Branch
RT_025,STORE_012,274,Chitungwiza_Depot
RT_021,STORE_109,274,Harare_Willowvale
RT_014,STORE_022,274,Harare_Southerton
RT_047,STORE_094,274,Harare_Willowvale
RT_025,STORE_058,274,Kwekwe_Depot
RT_026,STORE_090,274,Marondera_Depot
RT_040,STORE_007,274,DIRECT
RT_034,STORE_037,274,Kwekwe_Depot
RT_020,STORE_093,274,Marondera_Depot
RT_039,STORE_126,274,Harare_Southerton
RT_023,STORE_113,273,Harare_Willowvale
RT_030,STORE_132,273,Harare_Willowvale
RT_046,STORE_068,273,Mutare_Branch
RT_035,STORE_071,273,Kwekwe_Depot
RT_017,STORE_079,273,Harare_Willowvale
RT_033,STORE_049,273,Masvingo_Branch
RT_011,STORE_097,273,Chitungwiza_Depot
RT_005,STORE_111,273,Bulawayo_Branch
RT_013,STORE_005,273,Harare_Southerton
UNKNOWN,STORE_077,272,Marondera_Depot
RT_004,STORE_126,272,Masvingo_Branch
RT_002,STORE_068,272,Chitungwiza_Depot
